# 20230822
# M2
# pH 5 solution
# Berkeley reference electrode
# 1.25 kSps sampling rate with Saleae Logic Pro 8

Time [s],PWM ramp [V],Output [V]
121.552072562,-0.080,-0.017
121.552872562,-0.085,-0.022
121.553672562,-0.085,-0.022
121.554472562,-0.085,-0.027
121.555272562,-0.069,-0.022
121.556072562,-0.085,-0.022
121.556872562,-0.085,-0.022
121.557672562,-0.080,-0.017
121.558472562,-0.075,-0.017
121.559272562,-0.080,-0.017
121.560072562,-0.080,-0.017
121.560872562,-0.085,-0.017
121.561672562,-0.080,-0.017
121.562472562,-0.090,-0.027
121.563272562,-0.080,-0.022
121.564072562,-0.064,0.004
121.564872562,-0.085,-0.022
121.565672562,-0.080,-0.017
121.566472562,-0.090,-0.027
121.567272562,-0.064,-0.001
121.568072562,-0.080,-0.017
121.568872562,-0.075,-0.006
121.569672562,-0.090,-0.032
121.570472562,-0.085,-0.022
121.571272562,-0.080,-0.017
121.572072562,-0.085,-0.022
121.572872562,-0.080,-0.022
121.573672562,-0.080,-0.012
121.574472562,-0.085,-0.022
121.575272562,-0.075,-0.012
121.576072562,-0.085,-0.027
121.576872562,-0.075,-0.006
121.577672562,-0.085,-0.017
121.578472562,-0.090,-0.022
121.579272562,-0.085,-0.027
121.580072562,-0.085,-0.022
121.580872562,-0.090,-0.027
121.581672562,-0.080,-0.022
121.582472562,-0.059,-0.006
121.583272562,-0.090,-0.022
121.584072562,-0.080,-0.017
121.584872562,-0.085,-0.017
121.585672562,-0.090,-0.027
121.586472562,-0.095,-0.027
121.587272562,-0.080,-0.017
121.588072562,-0.080,-0.022
121.588872562,-0.080,-0.017
121.589672562,-0.085,-0.017
121.590472562,-0.085,-0.022
121.591272562,-0.085,-0.022
121.592072562,-0.080,-0.017
121.592872562,-0.080,-0.017
121.593672562,-0.080,-0.017
121.594472562,-0.085,-0.022
121.595272562,-0.085,-0.022
121.596072562,-0.075,-0.017
121.596872562,-0.075,-0.001
121.597672562,-0.085,-0.027
121.598472562,-0.085,-0.022
121.599272562,-0.064,-0.001
121.600072562,-0.085,-0.022
121.600872562,-0.080,-0.022
121.601672562,-0.085,-0.022
121.602472562,-0.090,-0.022
121.603272562,-0.080,-0.022
121.604072562,-0.085,-0.017
121.604872562,-0.080,-0.017
121.605672562,-0.080,-0.017
121.606472562,-0.085,-0.022
121.607272562,-0.075,-0.017
121.608072562,-0.085,-0.017
121.608872562,-0.085,-0.022
121.609672562,-0.090,-0.027
121.610472562,-0.085,-0.022
121.611272562,-0.085,-0.027
121.612072562,-0.080,-0.017
121.612872562,-0.069,-0.012
121.613672562,-0.064,0.004
121.614472562,-0.080,-0.017
121.615272562,-0.069,-0.017
121.616072562,-0.080,-0.017
121.616872562,-0.085,-0.027
121.617672562,-0.069,-0.001
121.618472562,-0.080,-0.017
121.619272562,-0.085,-0.027
121.620072562,-0.080,-0.017
121.620872562,-0.085,-0.027
121.621672562,-0.095,-0.027
121.622472562,-0.090,-0.022
121.623272562,-0.080,-0.022
121.624072562,-0.080,-0.017
121.624872562,-0.085,-0.017
121.625672562,-0.080,-0.017
121.626472562,-0.080,-0.022
121.627272562,-0.085,-0.022
121.628072562,-0.069,-0.001
121.628872562,-0.080,-0.017
121.629672562,-0.090,-0.022
121.630472562,-0.085,-0.017
121.631272562,-0.090,-0.027
121.632072562,-0.080,-0.017
121.632872562,-0.085,-0.022
121.633672562,-0.085,-0.022
121.634472562,-0.085,-0.017
121.635272562,-0.085,-0.027
121.636072562,-0.080,-0.017
121.636872562,-0.069,-0.001
121.637672562,-0.080,-0.017
121.638472562,-0.075,-0.017
121.639272562,-0.090,-0.017
121.640072562,-0.075,-0.017
121.640872562,-0.080,-0.022
121.641672562,-0.085,-0.012
121.642472562,-0.080,-0.022
121.643272562,-0.085,-0.022
121.644072562,-0.080,-0.017
121.644872562,-0.090,-0.027
121.645672562,-0.080,-0.022
121.646472562,-0.085,-0.022
121.647272562,-0.090,-0.027
121.648072562,-0.085,-0.022
121.648872562,-0.085,-0.022
121.649672562,-0.075,-0.012
121.650472562,-0.085,-0.022
121.651272562,-0.085,-0.022
121.652072562,-0.080,-0.017
121.652872562,-0.085,-0.027
121.653672562,-0.085,-0.022
121.654472562,-0.080,-0.017
121.655272562,-0.090,-0.022
121.656072562,-0.064,-0.001
121.656872562,-0.080,-0.017
121.657672562,-0.085,-0.022
121.658472562,-0.085,-0.017
121.659272562,-0.090,-0.027
121.660072562,-0.080,-0.017
121.660872562,-0.085,-0.022
121.661672562,-0.059,0.004
121.662472562,-0.080,-0.017
121.663272562,-0.085,-0.017
121.664072562,-0.080,-0.017
121.664872562,-0.095,-0.027
121.665672562,-0.085,-0.022
121.666472562,-0.085,-0.012
121.667272562,-0.085,-0.027
121.668072562,-0.080,-0.017
121.668872562,-0.085,-0.022
121.669672562,-0.080,-0.017
121.670472562,-0.080,-0.022
121.671272562,-0.085,-0.017
121.672072562,-0.075,-0.022
121.672872562,-0.085,-0.022
121.673672562,-0.069,-0.012
121.674472562,-0.090,-0.017
121.675272562,-0.080,-0.022
121.676072562,-0.080,-0.017
121.676872562,-0.080,-0.017
121.677672562,-0.080,-0.017
121.678472562,-0.085,-0.022
121.679272562,-0.080,-0.017
121.680072562,-0.080,-0.017
121.680872562,-0.090,-0.022
121.681672562,-0.080,-0.022
121.682472562,-0.080,-0.022
121.683272562,-0.085,-0.022
121.684072562,-0.059,-0.006
121.684872562,-0.080,-0.017
121.685672562,-0.085,-0.022
121.686472562,-0.090,-0.022
121.687272562,-0.080,-0.017
121.688072562,-0.085,-0.022
121.688872562,-0.085,-0.022
121.689672562,-0.085,-0.022
121.690472562,-0.080,-0.017
121.691272562,-0.080,-0.022
121.692072562,-0.080,-0.017
121.692872562,-0.080,-0.017
121.693672562,-0.095,-0.022
121.694472562,-0.090,-0.022
121.695272562,-0.095,-0.032
121.696072562,-0.080,-0.017
121.696872562,-0.090,-0.022
121.697672562,-0.080,-0.017
121.698472562,-0.069,-0.012
121.699272562,-0.080,-0.017
121.700072562,-0.085,-0.022
121.700872562,-0.080,-0.022
121.701672562,-0.085,-0.017
121.702472562,-0.085,-0.022
121.703272562,-0.080,-0.022
121.704072562,-0.069,-0.012
121.704872562,-0.095,-0.027
121.705672562,-0.085,-0.022
121.706472562,-0.090,-0.022
121.707272562,-0.080,-0.017
121.708072562,-0.080,-0.017
121.708872562,-0.085,-0.022
121.709672562,-0.090,-0.022
121.710472562,-0.085,-0.017
121.711272562,-0.085,-0.022
121.712072562,-0.080,-0.017
121.712872562,-0.090,-0.027
121.713672562,-0.085,-0.022
121.714472562,-0.080,-0.022
121.715272562,-0.085,-0.022
121.716072562,-0.080,-0.017
121.716872562,-0.085,-0.022
121.717672562,-0.090,-0.027
121.718472562,-0.064,-0.001
121.719272562,-0.064,-0.001
121.720072562,-0.080,-0.022
121.720872562,-0.080,-0.022
121.721672562,-0.080,-0.017
121.722472562,-0.064,-0.001
121.723272562,-0.080,-0.017
121.724072562,-0.069,-0.001
121.724872562,-0.080,-0.022
121.725672562,-0.085,-0.022
121.726472562,-0.085,-0.022
121.727272562,-0.080,-0.017
121.728072562,-0.085,-0.022
121.728872562,-0.080,-0.017
121.729672562,-0.085,-0.017
121.730472562,-0.069,0.004
121.731272562,-0.069,-0.001
121.732072562,-0.080,-0.017
121.732872562,-0.085,-0.022
121.733672562,-0.064,-0.001
121.734472562,-0.069,-0.012
121.735272562,-0.080,-0.017
121.736072562,-0.080,-0.022
121.736872562,-0.085,-0.022
121.737672562,-0.085,-0.022
121.738472562,-0.080,-0.017
121.739272562,-0.080,-0.017
121.740072562,-0.085,-0.017
121.740872562,-0.085,-0.017
121.741672562,-0.085,-0.027
121.742472562,-0.085,-0.022
121.743272562,-0.080,-0.017
121.744072562,-0.080,-0.017
121.744872562,-0.080,-0.022
121.745672562,-0.080,-0.017
121.746472562,-0.080,-0.017
121.747272562,-0.080,-0.022
121.748072562,-0.075,-0.017
121.748872562,-0.085,-0.022
121.749672562,-0.090,-0.022
121.750472562,-0.080,-0.017
121.751272562,-0.080,-0.022
121.752072562,-0.080,-0.017
121.752872562,-0.080,-0.017
121.753672562,-0.069,-0.017
121.754472562,-0.080,-0.017
121.755272562,-0.064,-0.001
121.756072562,-0.080,-0.017
121.756872562,-0.069,-0.006
121.757672562,-0.090,-0.022
121.758472562,-0.064,-0.006
121.759272562,-0.064,-0.012
121.760072562,-0.080,-0.017
121.760872562,-0.085,-0.022
121.761672562,-0.085,-0.022
121.762472562,-0.080,-0.022
121.763272562,-0.080,-0.017
121.764072562,-0.080,-0.006
121.764872562,-0.080,-0.022
121.765672562,-0.085,-0.022
121.766472562,-0.080,-0.017
121.767272562,-0.090,-0.022
121.768072562,-0.085,-0.022
121.768872562,-0.080,-0.017
121.769672562,-0.064,-0.012
121.770472562,-0.090,-0.022
121.771272562,-0.090,-0.022
121.772072562,-0.085,-0.022
121.772872562,-0.080,-0.017
121.773672562,-0.085,-0.022
121.774472562,-0.085,-0.027
121.775272562,-0.080,-0.017
121.776072562,-0.080,-0.017
121.776872562,-0.080,-0.017
121.777672562,-0.080,-0.017
121.778472562,-0.095,-0.027
121.779272562,-0.095,-0.027
121.780072562,-0.080,-0.017
121.780872562,-0.085,-0.022
121.781672562,-0.085,-0.022
121.782472562,-0.085,-0.022
121.783272562,-0.080,-0.017
121.784072562,-0.080,-0.017
121.784872562,-0.069,-0.012
121.785672562,-0.080,-0.017
121.786472562,-0.080,-0.017
121.787272562,-0.064,-0.012
121.788072562,-0.080,-0.017
121.788872562,-0.085,-0.022
121.789672562,-0.090,-0.027
121.790472562,-0.080,-0.017
121.791272562,-0.085,-0.027
121.792072562,-0.080,-0.022
121.792872562,-0.080,-0.017
121.793672562,-0.080,-0.017
121.794472562,-0.080,-0.017
121.795272562,-0.080,-0.017
121.796072562,-0.080,-0.017
121.796872562,-0.075,-0.006
121.797672562,-0.090,-0.022
121.798472562,-0.080,-0.017
121.799272562,-0.085,-0.022
121.800072562,-0.080,-0.017
121.800872562,-0.080,-0.017
121.801672562,-0.080,-0.022
121.802472562,-0.090,-0.027
121.803272562,-0.080,-0.017
121.804072562,-0.080,-0.017
121.804872562,-0.090,-0.022
121.805672562,-0.085,-0.017
121.806472562,-0.085,-0.022
121.807272562,-0.085,-0.027
121.808072562,-0.080,-0.017
121.808872562,-0.085,-0.022
121.809672562,-0.080,-0.017
121.810472562,-0.069,-0.012
121.811272562,-0.085,-0.022
121.812072562,-0.085,-0.017
121.812872562,-0.085,-0.022
121.813672562,-0.080,-0.017
121.814472562,-0.085,-0.017
121.815272562,-0.080,-0.017
121.816072562,-0.080,-0.017
121.816872562,-0.080,-0.017
121.817672562,-0.085,-0.022
121.818472562,-0.080,-0.017
121.819272562,-0.090,-0.022
121.820072562,-0.080,-0.017
121.820872562,-0.085,-0.012
121.821672562,-0.085,-0.022
121.822472562,-0.090,-0.022
121.823272562,-0.080,-0.017
121.824072562,-0.080,-0.017
121.824872562,-0.080,-0.022
121.825672562,-0.090,-0.022
121.826472562,-0.064,-0.001
121.827272562,-0.080,-0.017
121.828072562,-0.080,-0.017
121.828872562,-0.085,-0.022
121.829672562,-0.080,-0.017
121.830472562,-0.080,-0.022
121.831272562,-0.095,-0.032
121.832072562,-0.059,0.004
121.832872562,-0.069,-0.017
121.833672562,-0.080,-0.017
121.834472562,-0.085,-0.017
121.835272562,-0.069,-0.017
121.836072562,-0.080,-0.017
121.836872562,-0.085,-0.022
121.837672562,-0.085,-0.027
121.838472562,-0.085,-0.022
121.839272562,-0.080,-0.017
121.840072562,-0.075,-0.017
121.840872562,-0.085,-0.022
121.841672562,-0.080,-0.022
121.842472562,-0.075,-0.017
121.843272562,-0.075,-0.017
121.844072562,-0.069,-0.006
121.844872562,-0.080,-0.017
121.845672562,-0.080,-0.032
121.846472562,-0.080,-0.022
121.847272562,-0.080,-0.017
121.848072562,-0.080,-0.017
121.848872562,-0.080,-0.022
121.849672562,-0.069,-0.017
121.850472562,-0.069,-0.017
121.851272562,-0.075,-0.017
121.852072562,-0.080,-0.017
121.852872562,-0.054,-0.012
121.853672562,-0.075,-0.022
121.854472562,-0.059,-0.017
121.855272562,-0.064,-0.006
121.856072562,-0.049,0.004
121.856872562,-0.044,0.004
121.857672562,-0.054,-0.012
121.858472562,-0.064,-0.022
121.859272562,-0.069,-0.022
121.860072562,-0.059,-0.017
121.860872562,-0.075,-0.022
121.861672562,-0.059,-0.017
121.862472562,-0.069,-0.027
121.863272562,-0.075,-0.027
121.864072562,-0.059,-0.017
121.864872562,-0.059,-0.017
121.865672562,-0.059,-0.017
121.866472562,-0.059,-0.017
121.867272562,-0.059,-0.017
121.868072562,-0.059,-0.017
121.868872562,-0.059,-0.017
121.869672562,-0.059,-0.017
121.870472562,-0.044,0.004
121.871272562,-0.059,-0.017
121.872072562,-0.059,-0.022
121.872872562,-0.059,-0.017
121.873672562,-0.039,0.009
121.874472562,-0.044,0.004
121.875272562,-0.059,-0.022
121.876072562,-0.059,-0.017
121.876872562,-0.049,-0.001
121.877672562,-0.054,-0.017
121.878472562,-0.059,-0.017
121.879272562,-0.039,-0.001
121.880072562,-0.059,-0.017
121.880872562,-0.059,-0.017
121.881672562,-0.049,-0.017
121.882472562,-0.049,-0.017
121.883272562,-0.054,-0.022
121.884072562,-0.054,-0.017
121.884872562,-0.054,-0.017
121.885672562,-0.049,-0.017
121.886472562,-0.054,-0.022
121.887272562,-0.054,-0.017
121.888072562,-0.054,-0.012
121.888872562,-0.059,-0.017
121.889672562,-0.049,-0.017
121.890472562,-0.044,-0.017
121.891272562,-0.044,-0.017
121.892072562,-0.054,-0.017
121.892872562,-0.044,-0.017
121.893672562,-0.044,-0.017
121.894472562,-0.039,0.004
121.895272562,-0.024,0.004
121.896072562,-0.049,-0.017
121.896872562,-0.039,-0.017
121.897672562,-0.054,-0.022
121.898472562,-0.049,-0.017
121.899272562,-0.039,-0.017
121.900072562,-0.034,-0.001
121.900872562,-0.024,-0.001
121.901672562,-0.039,-0.017
121.902472562,-0.039,-0.017
121.903272562,-0.019,0.004
121.904072562,-0.044,-0.017
121.904872562,-0.039,-0.017
121.905672562,-0.044,-0.017
121.906472562,-0.039,-0.017
121.907272562,-0.039,-0.017
121.908072562,-0.024,0.009
121.908872562,-0.019,-0.006
121.909672562,-0.024,0.009
121.910472562,-0.044,-0.017
121.911272562,-0.039,-0.017
121.912072562,-0.039,-0.017
121.912872562,-0.029,-0.012
121.913672562,-0.039,-0.017
121.914472562,-0.039,-0.017
121.915272562,-0.039,-0.017
121.916072562,-0.039,-0.017
121.916872562,-0.039,-0.017
121.917672562,-0.039,-0.017
121.918472562,-0.034,-0.017
121.919272562,-0.039,-0.017
121.920072562,-0.039,-0.017
121.920872562,-0.029,0.004
121.921672562,-0.034,-0.006
121.922472562,-0.039,-0.017
121.923272562,-0.029,-0.012
121.924072562,-0.039,-0.017
121.924872562,-0.039,-0.017
121.925672562,-0.039,-0.017
121.926472562,-0.029,-0.017
121.927272562,-0.034,-0.012
121.928072562,-0.034,-0.017
121.928872562,-0.034,-0.017
121.929672562,-0.034,-0.017
121.930472562,-0.009,0.009
121.931272562,-0.029,-0.006
121.932072562,-0.019,-0.017
121.932872562,-0.019,-0.017
121.933672562,-0.034,-0.012
121.934472562,-0.019,-0.012
121.935272562,-0.034,-0.017
121.936072562,-0.024,-0.017
121.936872562,-0.019,-0.012
121.937672562,-0.034,-0.017
121.938472562,-0.019,-0.012
121.939272562,-0.034,-0.017
121.940072562,-0.019,-0.006
121.940872562,-0.019,-0.017
121.941672562,-0.029,-0.017
121.942472562,-0.019,-0.017
121.943272562,-0.019,-0.012
121.944072562,-0.019,-0.017
121.944872562,-0.019,-0.012
121.945672562,-0.019,-0.017
121.946472562,-0.019,-0.012
121.947272562,-0.009,0.009
121.948072562,-0.004,0.009
121.948872562,-0.019,-0.017
121.949672562,-0.019,-0.012
121.950472562,-0.019,-0.012
121.951272562,-0.024,-0.006
121.952072562,-0.019,-0.012
121.952872562,-0.019,-0.012
121.953672562,-0.014,-0.006
121.954472562,-0.019,-0.017
121.955272562,-0.019,-0.012
121.956072562,-0.014,-0.006
121.956872562,-0.019,-0.017
121.957672562,-0.014,-0.006
121.958472562,-0.019,-0.012
121.959272562,-0.019,-0.012
121.960072562,-0.019,-0.012
121.960872562,-0.019,-0.017
121.961672562,-0.009,-0.006
121.962472562,0.007,0.009
121.963272562,-0.009,-0.006
121.964072562,-0.014,-0.012
121.964872562,-0.009,0.009
121.965672562,-0.014,-0.012
121.966472562,0.002,-0.006
121.967272562,-0.019,-0.017
121.968072562,-0.009,-0.001
121.968872562,-0.019,-0.012
121.969672562,-0.004,-0.006
121.970472562,-0.014,-0.006
121.971272562,-0.004,-0.006
121.972072562,-0.004,-0.006
121.972872562,-0.004,-0.001
121.973672562,-0.009,-0.001
121.974472562,-0.019,-0.017
121.975272562,0.002,-0.006
121.976072562,0.002,-0.006
121.976872562,-0.004,-0.017
121.977672562,-0.009,-0.012
121.978472562,-0.014,-0.017
121.979272562,0.002,-0.001
121.980072562,-0.004,-0.012
121.980872562,0.002,-0.006
121.981672562,0.007,-0.006
121.982472562,-0.009,-0.006
121.983272562,0.017,0.004
121.984072562,-0.004,-0.012
121.984872562,0.002,-0.001
121.985672562,-0.004,-0.012
121.986472562,0.002,-0.006
121.987272562,0.002,-0.001
121.988072562,-0.014,-0.006
121.988872562,0.002,-0.017
121.989672562,0.002,-0.001
121.990472562,0.002,-0.006
121.991272562,0.017,-0.001
121.992072562,-0.004,-0.012
121.992872562,0.002,-0.006
121.993672562,-0.004,-0.017
121.994472562,0.002,-0.006
121.995272562,-0.004,-0.006
121.996072562,0.002,-0.006
121.996872562,0.007,-0.001
121.997672562,-0.004,-0.012
121.998472562,0.022,0.004
121.999272562,0.002,-0.006
122.000072562,0.012,0.004
122.000872562,0.012,-0.006
122.001672562,0.022,0.009
122.002472562,0.032,0.019
122.003272562,0.002,-0.006
122.004072562,0.012,-0.006
122.004872562,0.007,-0.006
122.005672562,0.002,0.004
122.006472562,0.002,-0.006
122.007272562,0.007,0.004
122.008072562,0.032,0.004
122.008872562,0.002,-0.012
122.009672562,0.032,0.014
122.010472562,0.007,-0.006
122.011272562,0.002,-0.012
122.012072562,0.012,-0.001
122.012872562,0.032,0.009
122.013672562,0.017,-0.001
122.014472562,0.007,-0.006
122.015272562,0.007,0.004
122.016072562,0.007,-0.006
122.016872562,0.007,-0.001
122.017672562,0.017,-0.001
122.018472562,0.012,0.009
122.019272562,0.012,-0.012
122.020072562,0.012,-0.001
122.020872562,0.007,-0.006
122.021672562,0.022,-0.001
122.022472562,0.027,0.014
122.023272562,0.022,-0.006
122.024072562,0.017,-0.001
122.024872562,0.007,-0.001
122.025672562,0.012,-0.012
122.026472562,0.017,-0.001
122.027272562,0.027,0.004
122.028072562,0.017,0.004
122.028872562,0.017,-0.012
122.029672562,0.012,-0.006
122.030472562,0.007,-0.006
122.031272562,0.022,-0.001
122.032072562,0.022,0.004
122.032872562,0.037,0.019
122.033672562,0.017,-0.001
122.034472562,0.022,-0.001
122.035272562,0.022,-0.001
122.036072562,0.022,-0.001
122.036872562,0.022,0.004
122.037672562,0.032,0.014
122.038472562,0.027,0.004
122.039272562,0.022,-0.006
122.040072562,0.017,-0.006
122.040872562,0.032,0.004
