# 20230822
# M2
# pH 7 solution
# Colorado reference electrode
# 1.25 kSps sampling rate with Saleae Logic Pro 8

Time [s],PWM ramp [V],Output [V]
34.368872562,-0.080,-0.078
34.369672562,-0.080,-0.078
34.370472562,-0.080,-0.078
34.371272562,-0.080,-0.078
34.372072562,-0.080,-0.078
34.372872562,-0.080,-0.078
34.373672562,-0.080,-0.078
34.374472562,-0.080,-0.078
34.375272562,-0.080,-0.078
34.376072562,-0.080,-0.078
34.376872562,-0.080,-0.078
34.377672562,-0.080,-0.078
34.378472562,-0.080,-0.078
34.379272562,-0.080,-0.078
34.380072562,-0.075,-0.068
34.380872562,-0.080,-0.078
34.381672562,-0.080,-0.078
34.382472562,-0.080,-0.078
34.383272562,-0.080,-0.078
34.384072562,-0.080,-0.078
34.384872562,-0.080,-0.078
34.385672562,-0.080,-0.078
34.386472562,-0.080,-0.078
34.387272562,-0.080,-0.078
34.388072562,-0.080,-0.078
34.388872562,-0.054,-0.063
34.389672562,-0.059,-0.068
34.390472562,-0.080,-0.073
34.391272562,-0.075,-0.063
34.392072562,-0.080,-0.078
34.392872562,-0.080,-0.078
34.393672562,-0.080,-0.078
34.394472562,-0.080,-0.078
34.395272562,-0.080,-0.078
34.396072562,-0.080,-0.078
34.396872562,-0.080,-0.078
34.397672562,-0.059,-0.057
34.398472562,-0.080,-0.078
34.399272562,-0.080,-0.078
34.400072562,-0.059,-0.068
34.400872562,-0.080,-0.078
34.401672562,-0.080,-0.073
34.402472562,-0.080,-0.078
34.403272562,-0.080,-0.078
34.404072562,-0.080,-0.078
34.404872562,-0.054,-0.063
34.405672562,-0.080,-0.078
34.406472562,-0.080,-0.078
34.407272562,-0.080,-0.078
34.408072562,-0.080,-0.078
34.408872562,-0.085,-0.083
34.409672562,-0.080,-0.078
34.410472562,-0.080,-0.078
34.411272562,-0.080,-0.078
34.412072562,-0.080,-0.083
34.412872562,-0.080,-0.078
34.413672562,-0.080,-0.078
34.414472562,-0.080,-0.078
34.415272562,-0.080,-0.078
34.416072562,-0.080,-0.078
34.416872562,-0.080,-0.078
34.417672562,-0.080,-0.078
34.418472562,-0.069,-0.063
34.419272562,-0.080,-0.078
34.420072562,-0.080,-0.078
34.420872562,-0.080,-0.083
34.421672562,-0.080,-0.078
34.422472562,-0.080,-0.083
34.423272562,-0.085,-0.083
34.424072562,-0.080,-0.078
34.424872562,-0.080,-0.083
34.425672562,-0.080,-0.078
34.426472562,-0.085,-0.078
34.427272562,-0.080,-0.078
34.428072562,-0.085,-0.083
34.428872562,-0.075,-0.078
34.429672562,-0.080,-0.078
34.430472562,-0.080,-0.078
34.431272562,-0.080,-0.078
34.432072562,-0.075,-0.078
34.432872562,-0.080,-0.083
34.433672562,-0.085,-0.088
34.434472562,-0.080,-0.078
34.435272562,-0.080,-0.078
34.436072562,-0.085,-0.083
34.436872562,-0.075,-0.073
34.437672562,-0.064,-0.063
34.438472562,-0.080,-0.078
34.439272562,-0.080,-0.083
34.440072562,-0.080,-0.078
