Time [s],Capacitor voltage [V]
5.4868e-06,0.284879
3.22868e-05,0.283621
5.89868e-05,0.284259
8.57868e-05,0.282093
0.0001125868,0.282972
0.0001392868,0.284443
0.0001660868,0.281717
0.0001928868,0.283704
0.0002196868,0.286208
0.0002464868,0.282138
0.0002732868,0.282438
0.0003000868,0.283231
0.0003268868,0.283512
0.0003537868,0.284819
0.0003805868,0.283111
0.0004073868,0.284192
0.0004342868,0.284143
0.0004610868,0.283467
0.0004878868,0.284289
0.0005147868,0.285964
0.0005416868,0.286204
0.0005684868,0.284143
0.0005953868,0.285239
0.0006222868,0.285716
0.0006491868,0.284571
0.0006759868,0.285236
0.0007028868,0.284053
0.0007297868,0.284361
0.0007566868,0.285517
0.0007834868,0.284323
0.0008101868,0.285097
0.0008369868,0.282514
0.0008636868,0.281244
0.0008904868,0.283328
0.0009171868,0.282371
0.0009439868,0.281905
0.0009707868,0.282269
0.0009975868,0.28376
0.0010242868,0.282863
0.0010510868,0.284808
0.0010778868,0.281365
0.0011046868,0.284387
0.0011314868,0.282896
0.0011582868,0.282758
0.0011850868,0.284072
0.0012119868,0.283982
0.0012387868,0.282532
0.0012655868,0.283264
0.0012924868,0.281541
0.0013192868,0.282243
0.0013461868,0.28287
0.0013729868,0.282269
0.0013998868,0.284545
0.0014266868,0.285938
0.0014535868,0.282574
0.0014804868,0.283621
0.0015073868,0.286114
0.0015342868,0.283531
0.0015611868,0.285881
0.0015880868,0.285716
0.0016149868,0.28795
0.0016417868,0.285435
0.0016684868,0.28391
0.0016951868,0.282746
0.0017219868,0.283914
0.0017486868,0.283103
0.0017754868,0.280204
0.0018022868,0.282157
0.0018289868,0.285953
0.0018557868,0.282472
0.0018825868,0.283159
0.0019093868,0.284552
0.0019361868,0.28397
0.0019629868,0.284203
0.0019897868,0.282014
0.0020165868,0.283734
0.0020433868,0.282198
0.0020701868,0.28391
0.0020970868,0.28207
0.0021238868,0.283388
0.0021506868,0.282247
0.0021775868,0.282048
0.0022043868,0.28349
0.0022312868,0.283054
0.0022580868,0.284177
0.0022849868,0.284117
0.0023118868,0.283433
0.0023387868,0.283903
0.0023656868,0.283272
0.0023924868,0.285431
0.0024193868,0.28459
0.0024462868,0.284038
0.0024732868,0.283666
0.0024999868,0.286009
0.0025266868,0.284226
0.0025534868,0.284226
0.0025801868,0.285761
0.0026069868,0.282975
0.0026336868,0.282367
0.0026604868,0.283189
0.0026872868,0.284075
0.0027140868,0.284166
0.0027407868,0.284455
0.0027675868,0.285104
0.0027943868,0.281695
0.0028211868,0.28435
0.0028479868,0.284552
0.0028747868,0.284233
0.0029016868,0.284241
0.0029284868,0.281999
0.0029552868,0.284759
0.0029821868,0.282386
0.0030089868,0.283242
0.0030357868,0.28337
0.0030626868,0.284312
0.0030894868,0.282498
0.0031163868,0.282423
0.0031432868,0.285044
0.0031700868,0.285788
0.0031969868,0.285337
0.0032238868,0.282776
0.0032507868,0.28358
0.0032776868,0.282908
0.0033045868,0.284763
0.0033314868,0.285108
0.0033582868,0.284072
0.0033849868,0.285018
0.0034117868,0.285179
0.0034384868,0.282912
0.0034652868,0.282701
0.0034919868,0.283614
0.0035187868,0.285258
0.0035455868,0.2821
0.0035723868,0.285258
0.0035990868,0.285521
0.0036258868,0.284721
0.0036526868,0.282938
0.0036794868,0.28406
0.0037062868,0.282656
0.0037330868,0.283107
0.0037599868,0.284537
0.0037867868,0.283137
0.0038135868,0.28456
0.0038403868,0.284443
0.0038672868,0.28352
0.0038940868,0.283839
0.0039209868,0.284357
0.0039477868,0.280816
0.0039746868,0.282697
0.0040015868,0.282341
0.0040283868,0.283242
0.0040552868,0.284218
0.0040821868,0.284278
0.0041090868,0.284124
0.0041359868,0.284522
0.0041628868,0.284597
0.0041897868,0.284819
0.0042164868,0.282915
0.0042432868,0.284256
0.0042699868,0.283997
0.0042967868,0.284567
0.0043234868,0.282254
0.0043502868,0.2821
0.0043770868,0.280467
0.0044037868,0.284853
0.0044305868,0.283779
0.0044573868,0.283535
0.0044841868,0.284323
0.0045109868,0.284113
0.0045377868,0.284545
0.0045645868,0.283524
0.0045913868,0.285067
0.0046181868,0.284181
0.0046449868,0.282194
0.0046718868,0.282739
0.0046986868,0.281646
0.0047254868,0.282889
0.0047523868,0.281496
0.0047791868,0.280985
0.0048060868,0.2845
0.0048329868,0.285303
0.0048597868,0.284068
0.0048866868,0.285795
0.0049135868,0.283524
0.0049404868,0.283824
0.0049673868,0.283899
0.0049942868,0.283801
0.0050211868,0.282007
0.0050480868,0.282288
0.0050747868,0.282296
0.0051015868,0.283933
0.0051282868,0.282262
0.0051550868,0.281196
0.0051817868,0.282491
0.0052085868,0.28097
0.0052352868,0.283133
0.0052620868,0.280441
0.0052888868,0.281928
0.0053156868,0.282198
0.0053424868,0.28355
0.0053692868,0.284128
0.0053960868,0.282566
0.0054228868,0.284436
0.0054496868,0.286336
0.0054764868,0.282269
0.0055032868,0.283407
0.0055301868,0.284244
0.0055569868,0.283002
0.0055837868,0.282806
0.0056106868,0.282855
0.0056374868,0.283602
0.0056643868,0.28296
0.0056912868,0.282566
0.0057180868,0.282532
0.0057449868,0.281594
0.0057718868,0.282029
0.0057987868,0.282923
0.0058256868,0.282645
0.0058525868,0.284695
0.0058794868,0.285228
0.0059063868,0.284113
0.0059330868,0.284924
0.0059597868,0.282788
0.0059865868,0.284406
0.0060132868,0.283032
0.0060400868,0.282724
0.0060668868,0.284098
0.0060935868,0.282885
0.0061203868,0.283576
0.0061471868,0.28608
0.0061739868,0.283407
0.0062007868,0.28459
0.0062274868,0.283343
0.0062543868,0.285859
0.0062811868,0.284173
0.0063079868,0.284988
0.0063347868,0.285187
0.0063615868,0.285296
0.0063883868,0.282994
0.0064152868,0.284567
0.0064420868,0.284402
0.0064689868,0.283234
0.0064957868,0.284413
0.0065226868,0.283174
0.0065494868,0.28471
0.0065763868,0.285273
0.0066032868,0.282818
0.0066301868,0.284376
0.0066570868,0.28554
0.0066838868,0.286204
0.0067107868,0.282172
0.0067376868,0.284166
0.0067645868,0.286441
0.0067913868,0.284132
0.0068180868,0.280921
0.0068448868,0.280993
0.0068715868,0.284034
0.0068983868,0.283009
0.0069250868,0.282626
0.0069518868,0.283351
0.0069786868,0.284387
0.0070054868,0.2845
0.0070321868,0.284053
0.0070589868,0.283884
0.0070857868,0.283914
0.0071125868,0.286103
0.0071393868,0.283542
0.0071661868,0.2859
0.0071930868,0.284763
0.0072198868,0.284211
0.0072466868,0.286302
0.0072734868,0.284068
0.0073003868,0.2859
0.0073271868,0.28355
0.0073540868,0.28236
0.0073808868,0.284398
0.0074077868,0.282311
0.0074346868,0.282581
0.0074614868,0.284492
0.0074883868,0.283801
0.0075152868,0.284079
0.0075421868,0.276611
0.0075690868,0.282927
0.0075959868,0.282566
0.0076228868,0.283738
0.0076496868,0.282112
0.0076763868,0.28578
0.0077031868,0.287688
0.0077298868,0.28388
0.0077566868,0.280602
0.0077833868,0.286148
0.0078101868,0.283422
0.0078369868,0.284879
0.0078636868,0.283831
0.0078904868,0.284718
0.0079172868,0.287335
0.0079440868,0.284042
0.0079708868,0.284387
0.0079976868,0.285191
0.0080244868,0.282994
0.0080513868,0.284199
0.0080781868,0.284316
0.0081049868,0.282296
0.0081317868,0.28391
0.0081586868,0.282581
0.0081854868,0.283242
0.0082123868,0.283126
0.0082391868,0.283366
0.0082660868,0.282408
0.0082929868,0.281582
0.0083197868,0.2829
0.0083466868,0.282983
0.0083735868,0.283734
0.0084004868,0.286017
0.0084273868,0.28254
0.0084542868,0.282713
0.0084811868,0.284057
0.0085078868,0.284203
0.0085345868,0.286231
0.0085613868,0.282097
0.0085880868,0.28287
0.0086148868,0.283967
0.0086416868,0.283103
0.0086683868,0.282949
0.0086951868,0.282746
0.0087219868,0.282179
0.0087487868,0.283009
0.0087754868,0.282213
0.0088022868,0.282724
0.0088290868,0.284838
0.0088558868,0.282277
0.0088827868,0.284571
0.0089095868,0.282637
0.0089363868,0.283617
0.0089631868,0.283141
0.0089900868,0.284019
0.0090168868,0.284338
0.0090436868,0.283426
0.0090705868,0.286062
0.0090974868,0.284913
0.0091242868,0.285258
0.0091511868,0.282228
0.0091780868,0.28284
0.0092048868,0.283298
0.0092317868,0.282194
0.0092586868,0.283749
0.0092855868,0.28403
0.0093124868,0.284567
0.0093393868,0.285337
0.0093660868,0.284301
0.0093928868,0.283426
0.0094195868,0.283715
0.0094463868,0.280711
0.0094730868,0.282799
0.0094998868,0.283662
0.0095266868,0.282615
0.0095533868,0.282713
0.0095801868,0.285698
0.0096069868,0.280306
0.0096337868,0.28275
0.0096605868,0.282446
0.0096873868,0.282818
0.0097141868,0.283677
0.0097409868,0.282093
0.0097677868,0.280486
0.0097945868,0.285018
0.0098214868,0.283242
0.0098482868,0.284154
0.0098750868,0.283524
0.0099019868,0.283126
0.0099287868,0.283539
0.0099556868,0.283493
0.0099824868,0.284023
0.0100093868,0.283482
0.0100362868,0.281819
0.0100631868,0.28204
0.0100900868,0.275271
0.0101168868,0.282754
0.0101437868,0.283614
0.0101706868,0.28049
0.0101975868,0.282483
0.0102243868,0.282089
0.0102510868,0.282547
0.0102778868,0.281203
0.0103045868,0.283783
0.0103313868,0.282228
0.0103581868,0.284338
0.0103848868,0.282127
0.0104116868,0.283801
