Time [s],Capacitor voltage [V],GPIO [V]
9.29083e-05,1.022316,-0.03775
0.0002208083,1.023119,-0.03182
0.0003488083,1.025184,-0.02206
0.0004769083,1.025676,-0.04929
0.0006046083,1.025248,-0.01091
0.0007321083,1.023896,-0.05299
0.0008598083,1.022064,-0.04422
0.0009875083,1.02414,-0.04349
0.0011154083,1.023502,-0.02746
0.0012434083,1.031898,-0.02047
0.0013715083,1.023667,-0.02074
0.0014994083,1.024993,-0.04672
0.0016269083,1.025436,-0.01262
0.0017545083,1.024426,-0.03208
0.0018822083,1.024711,-0.00412
0.0020101083,1.024858,-0.0452
0.0021381083,1.027039,-0.0237
0.0022661083,1.024516,-0.05318
0.0023941083,1.025316,-0.02258
0.0025216083,1.022132,-0.04052
0.0026492083,1.024542,-0.00728
0.0027769083,1.024047,-0.01718
0.0029047083,1.02509,-0.01507
0.0030327083,1.024828,0.01
0.0031607083,1.025045,-0.03815
0.0032889083,1.022736,-0.03775
0.0034164083,1.024985,-0.01513
0.0035439083,1.026018,-0.03241
0.0036716083,1.024148,-0.0179
0.0037994083,1.025199,-0.02753
0.0039273083,1.024467,-0.03914
0.0040553083,1.026213,-0.02832
0.0041835083,1.026022,-0.00425
0.0043111083,1.025057,0.00663
0.0044387083,1.024568,-0.00478
0.0045663083,1.024993,-0.0026
0.0046941083,1.025229,-0.01282
0.0048220083,1.027985,-0.02905
0.0049500083,1.026243,-0.00484
0.0050781083,1.024482,-0.01896
0.0052059083,1.023818,-0.0084
0.0053335083,1.024715,-0.00432
0.0054611083,1.026457,-0.00629
0.0055888083,1.024959,-0.04507
0.0057167083,1.024636,0.00927
0.0058446083,1.026923,-0.00933
0.0059727083,1.027272,-0.02727
0.0061007083,1.024602,-0.02166
0.0062282083,1.02648,-0.0212
0.0063558083,1.028841,-0.02542
0.0064835083,1.024629,-0.03215
0.0066113083,1.024783,-0.02239
0.0067393083,1.025075,-0.03142
0.0068673083,1.024963,0.0063
0.0069955083,1.029495,-0.02614
0.0071230083,1.026037,-0.0146
0.0072506083,1.026979,-0.03531
0.0073783083,1.023971,-0.03122
0.0075061083,1.024794,0.00611
0.0076340083,1.026765,-3e-05
0.0077620083,1.024223,-0.00999
0.0078902083,1.025755,-0.02562
0.0080178083,1.025079,-0.03676
0.0081453083,1.024666,-0.01045
0.0082730083,1.023085,-0.04745
0.0084008083,1.025053,-0.00755
0.0085287083,1.028684,-0.01018
0.0086567083,1.023896,-0.01474
0.0087848083,1.024321,-0.04672
