Time [s],Capacitor voltage [V],GPIO [V]
5.6484e-06,0.776684,-0.0673
3.25484e-05,0.776387,-0.05332
5.94484e-05,0.774465,-0.05774
8.62484e-05,0.775384,-0.04052
0.0001130484,0.774153,-0.04422
0.0001397484,0.775358,-0.06941
0.0001665484,0.777461,-0.06031
0.0001932484,0.775516,-0.10153
0.0002200484,0.777998,-0.05754
0.0002468484,0.777446,-0.04455
0.0002735484,0.777446,-0.04105
0.0003003484,0.776282,-0.04718
0.0003271484,0.778058,-0.05497
0.0003539484,0.776721,-0.04679
0.0003807484,0.777194,-0.05675
0.0004075484,0.77683,-0.04211
0.0004343484,0.775906,-0.04217
0.0004611484,0.776515,-0.04356
0.0004879484,0.776924,-0.04593
0.0005148484,0.776154,-0.06011
0.0005416484,0.777649,-0.03894
0.0005684484,0.776849,-0.04725
0.0005953484,0.775824,-0.05655
0.0006221484,0.778321,-0.04098
0.0006490484,0.776762,-0.06031
0.0006758484,0.775039,-0.05173
0.0007027484,0.777089,-0.06651
0.0007296484,0.77745,-0.06077
0.0007564484,0.776684,-0.03835
0.0007833484,0.777536,-0.05635
0.0008102484,0.776421,-0.0706
0.0008371484,0.777277,-0.05985
0.0008640484,0.778294,-0.07086
0.0008909484,0.778542,-0.05332
0.0009178484,0.77787,-0.04745
0.0009447484,0.776282,-0.06697
0.0009714484,0.777221,-0.04435
0.0009982484,0.779278,-0.05088
0.0010249484,0.776533,-0.0549
0.0010517484,0.775407,-0.06143
0.0010784484,0.777431,-0.0522
0.0011052484,0.775291,-0.06558
0.0011320484,0.775921,-0.03808
0.0011588484,0.776909,-0.05721
0.0011855484,0.773612,-0.03841
0.0012123484,0.7776,-0.06888
0.0012391484,0.777089,-0.07126
0.0012659484,0.776777,-0.05727
0.0012927484,0.775704,-0.06631
0.0013195484,0.777112,-0.04191
0.0013464484,0.778219,-0.06611
0.0013732484,0.774945,-0.06664
0.0014000484,0.776012,-0.06638
0.0014269484,0.778396,-0.08636
0.0014537484,0.776019,-0.04013
0.0014805484,0.775538,-0.05226
0.0015074484,0.775426,-0.04929
0.0015343484,0.777423,-0.04606
0.0015611484,0.774889,-0.03874
0.0015880484,0.778306,-0.0485
0.0016149484,0.777206,-0.05318
0.0016417484,0.776256,-0.058
0.0016686484,0.776488,-0.05615
0.0016955484,0.7757,-0.05187
0.0017224484,0.767811,-0.07132
0.0017493484,0.774855,-0.07112
0.0017762484,0.777123,-0.03808
0.0018031484,0.776868,-0.06532
0.0018299484,0.77644,-0.06915
0.0018566484,0.777082,-0.08253
0.0018834484,0.777502,-0.03703
0.0019101484,0.776,-0.04237
0.0019369484,0.775354,-0.04745
0.0019636484,0.776965,-0.0799
0.0019904484,0.777994,-0.06136
0.0020172484,0.776128,-0.03208
0.0020440484,0.775606,-0.06037
0.0020708484,0.777296,-0.05088
0.0020976484,0.777998,-0.03353
0.0021244484,0.775583,-0.05101
0.0021512484,0.776342,-0.07066
0.0021780484,0.775809,-0.07561
0.0022048484,0.774941,-0.04567
0.0022316484,0.776068,-0.0611
0.0022585484,0.776481,-0.03835
0.0022853484,0.775565,-0.05299
0.0023121484,0.777626,-0.06598
0.0023390484,0.775955,-0.05477
0.0023658484,0.776387,-0.03947
0.0023927484,0.776552,-0.05642
0.0024196484,0.776304,-0.04039
0.0024464484,0.776496,-0.05266
0.0024733484,0.778065,-0.0613
0.0025002484,0.775321,-0.04811
0.0025271484,0.77567,-0.05068
0.0025540484,0.777055,-0.05239
0.0025809484,0.775043,-0.05094
0.0026078484,0.777735,-0.06974
0.0026347484,0.775437,-0.06057
0.0026615484,0.775298,-0.05952
0.0026882484,0.773676,-0.06084
0.0027150484,0.775264,-0.0545
0.0027417484,0.775576,-0.03314
0.0027685484,0.773413,-0.03795
0.0027953484,0.773301,-0.05378
0.0028220484,0.775332,-0.06492
0.0028488484,0.774273,-0.0578
0.0028756484,0.77377,-0.04995
0.0029024484,0.775831,-0.04171
0.0029291484,0.77576,-0.03993
0.0029559484,0.774296,-0.05793
0.0029827484,0.778561,-0.06334
0.0030096484,0.77757,-0.06598
0.0030364484,0.778801,-0.03828
0.0030632484,0.775835,-0.05655
0.0030900484,0.775561,-0.06598
0.0031168484,0.774228,-0.04712
0.0031437484,0.776586,-0.05648
0.0031705484,0.776473,-0.04791
0.0031974484,0.77517,-0.06558
0.0032242484,0.773909,-0.05721
0.0032511484,0.775445,-0.05628
0.0032779484,0.776556,-0.04171
0.0033048484,0.776034,-0.04065
0.0033317484,0.776192,-0.05266
0.0033586484,0.776455,-0.06769
0.0033854484,0.777386,-0.07053
0.0034123484,0.777371,-0.06393
0.0034392484,0.775674,-0.05787
0.0034661484,0.777607,-0.03788
0.0034931484,0.77555,-0.05398
0.0035199484,0.776823,-0.04943
0.0035466484,0.778805,-0.07079
0.0035734484,0.776267,-0.06545
0.0036001484,0.774318,-0.08253
0.0036269484,0.773511,-0.0491
0.0036537484,0.775204,-0.05668
0.0036804484,0.776263,-0.06235
0.0037072484,0.77555,-0.07475
0.0037340484,0.775681,-0.04626
0.0037608484,0.776057,-0.05886
0.0037876484,0.774483,-0.05872
0.0038144484,0.776537,-0.04745
0.0038412484,0.776695,-0.03399
0.0038680484,0.776916,-0.0669
0.0038948484,0.777739,-0.0427
0.0039216484,0.775989,-0.05628
0.0039484484,0.77475,-0.05253
0.0039753484,0.774675,-0.06499
0.0040021484,0.776954,-0.06341
0.0040289484,0.776518,-0.04936
0.0040558484,0.775873,-0.04936
0.0040826484,0.776293,-0.06004
0.0041095484,0.775985,-0.06947
0.0041363484,0.776721,-0.06558
0.0041632484,0.775835,-0.04936
0.0041901484,0.776777,-0.06248
0.0042170484,0.777566,-0.06822
0.0042439484,0.774262,-0.04118
0.0042707484,0.776346,-0.0425
0.0042976484,0.776165,-0.03947
0.0043246484,0.776195,-0.05892
0.0043515484,0.776342,-0.0671
0.0043783484,0.775178,-0.06901
0.0044051484,0.776087,-0.04943
0.0044318484,0.775858,-0.03973
0.0044586484,0.7735,-0.06638
0.0044853484,0.774675,-0.0485
0.0045121484,0.777457,-0.06453
0.0045389484,0.774435,-0.04428
0.0045656484,0.776958,-0.05998
0.0045924484,0.774299,-0.07066
0.0046192484,0.77573,-0.04468
0.0046460484,0.77445,-0.04923
0.0046728484,0.776361,-0.05569
0.0046996484,0.774757,-0.0609
0.0047264484,0.773766,-0.03802
0.0047532484,0.774074,-0.04455
0.0047800484,0.777108,-0.04402
0.0048068484,0.778809,-0.05523
0.0048337484,0.776485,-0.06301
0.0048605484,0.775347,-0.06044
0.0048873484,0.775114,-0.06222
0.0049142484,0.776545,-0.04685
0.0049410484,0.776135,-0.06196
0.0049679484,0.775114,-0.05233
0.0049947484,0.77698,-0.04026
0.0050216484,0.77347,-0.05417
0.0050485484,0.775974,-0.06334
0.0050754484,0.775137,-0.07073
0.0051023484,0.77618,-0.06235
0.0051291484,0.775441,-0.04296
0.0051560484,0.77656,-0.07106
0.0051829484,0.775629,-0.02944
0.0052099484,0.775587,-0.05127
0.0052367484,0.775084,-0.06802
0.0052635484,0.773372,-0.0702
0.0052902484,0.77576,-0.12158
0.0053170484,0.775035,-0.07099
0.0053437484,0.775512,-0.02509
0.0053705484,0.776684,-0.05318
0.0053973484,0.775148,-0.06875
0.0054240484,0.77413,-0.06057
0.0054508484,0.776642,-0.05464
0.0054776484,0.776147,-0.05602
0.0055044484,0.776229,-0.05173
0.0055312484,0.776387,-0.06077
0.0055580484,0.776109,-0.04408
0.0055848484,0.777243,-0.03795
0.0056116484,0.776015,-0.05009
0.0056384484,0.774326,-0.0334
0.0056652484,0.778354,-0.06044
0.0056921484,0.774803,-0.03597
0.0057189484,0.775617,-0.07027
0.0057457484,0.773785,-0.06248
0.0057726484,0.774356,-0.05747
0.0057994484,0.776702,-0.05609
0.0058263484,0.774401,-0.06202
0.0058531484,0.778287,-0.05602
0.0058800484,0.777401,-0.05253
0.0059069484,0.774787,-0.04019
0.0059338484,0.777859,-0.06987
0.0059606484,0.776383,-0.07844
0.0059875484,0.77701,-0.05457
0.0060144484,0.774649,-0.06651
0.0060413484,0.779714,-0.04844
0.0060682484,0.776214,-0.06453
0.0060951484,0.775985,-0.06525
0.0061219484,0.776094,-0.04712
0.0061486484,0.778381,-0.05457
0.0061754484,0.777468,-0.05378
0.0062021484,0.776597,-0.05193
0.0062289484,0.77573,-0.03854
0.0062556484,0.775689,-0.0547
0.0062824484,0.775456,-0.03966
0.0063092484,0.77496,-0.05727
0.0063360484,0.774525,-0.07073
0.0063628484,0.777003,-0.0491
0.0063896484,0.776376,-0.06802
0.0064164484,0.776195,-0.05187
0.0064432484,0.7754,-0.04534
0.0064700484,0.778655,-0.04685
0.0064968484,0.776563,-0.05457
0.0065236484,0.776087,-0.06196
0.0065505484,0.77618,-0.03828
0.0065773484,0.777389,-0.0336
0.0066041484,0.776271,-0.04276
0.0066310484,0.77701,-0.04718
0.0066578484,0.776991,-0.06789
0.0066847484,0.777209,-0.07686
0.0067115484,0.776083,-0.08227
0.0067384484,0.775426,-0.05741
0.0067653484,0.774787,-0.04679
0.0067922484,0.77546,-0.07086
0.0068191484,0.775576,-0.05345
0.0068459484,0.778505,-0.06901
0.0068728484,0.776053,-0.07145
0.0068997484,0.775561,-0.02232
0.0069267484,0.780675,-0.04646
0.0069535484,0.778422,-0.04725
0.0069803484,0.777855,-0.04382
0.0070070484,0.778448,-0.058
0.0070338484,0.778798,-0.05714
0.0070605484,0.779113,-0.05978
0.0070873484,0.778354,-0.06961
0.0071140484,0.777716,-0.04329
0.0071408484,0.776143,-0.03788
0.0071676484,0.776458,-0.04844
0.0071944484,0.775088,-0.0613
0.0072212484,0.774465,-0.02509
0.0072480484,0.776109,-0.05074
0.0072748484,0.777262,-0.07126
0.0073016484,0.776515,-0.06486
0.0073284484,0.777472,-0.07468
0.0073552484,0.779346,-0.05523
0.0073820484,0.775351,-0.06558
0.0074088484,0.775336,-0.05912
0.0074357484,0.777296,-0.06908
0.0074625484,0.7776,-0.05068
0.0074894484,0.776316,-0.0853
0.0075162484,0.777776,-0.03525
0.0075431484,0.777172,-0.04362
0.0075699484,0.77549,-0.07046
0.0075968484,0.777329,-0.02265
0.0076237484,0.775065,-0.05714
0.0076505484,0.777202,-0.04778
0.0076774484,0.776916,-0.08293
0.0077043484,0.77606,-0.04032
0.0077312484,0.776766,-0.06921
0.0077581484,0.775858,-0.02779
0.0077850484,0.777348,-0.0396
0.0078119484,0.776135,-0.04303
0.0078386484,0.777547,-0.06321
0.0078654484,0.777337,-0.06624
0.0078921484,0.776237,-0.07106
0.0079189484,0.77745,-0.04125
0.0079457484,0.77644,-0.03999
0.0079724484,0.775997,-0.07508
0.0079992484,0.777187,-0.05213
0.0080260484,0.776158,-0.04797
0.0080528484,0.77597,-0.05081
0.0080795484,0.775794,-0.0518
0.0081063484,0.775741,-0.05187
0.0081331484,0.77644,-0.04501
0.0081599484,0.774217,-0.04949
0.0081867484,0.774386,-0.06855
0.0082136484,0.777063,-0.04191
0.0082404484,0.776792,-0.06855
0.0082672484,0.77686,-0.0545
0.0082940484,0.77674,-0.03234
0.0083209484,0.778873,-0.05147
0.0083477484,0.77888,-0.08511
0.0083746484,0.778167,-0.05101
0.0084014484,0.776725,-0.06196
0.0084283484,0.776053,-0.06486
0.0084552484,0.777067,-0.05582
0.0084820484,0.779289,-0.02727
0.0085089484,0.774318,-0.04468
0.0085358484,0.7754,-0.04527
0.0085627484,0.77546,-0.03999
0.0085896484,0.775632,-0.06994
0.0086165484,0.777495,-0.03993
0.0086434484,0.774893,-0.03689
0.0086703484,0.776965,-0.0516
0.0086971484,0.77742,-0.06796
0.0087238484,0.776567,-0.06769
0.0087505484,0.77514,-0.06684
0.0087773484,0.778587,-0.07027
0.0088041484,0.776695,-0.10067
0.0088308484,0.777037,-0.07119
0.0088576484,0.778591,-0.02746
0.0088844484,0.777776,-0.052
0.0089111484,0.777742,-0.03973
0.0089379484,0.775309,-0.07792
0.0089647484,0.776346,-0.05384
0.0089915484,0.776976,-0.05015
0.0090183484,0.776954,-0.04085
0.0090451484,0.777468,-0.05213
0.0090720484,0.776792,-0.04646
0.0090988484,0.778535,-0.06736
0.0091256484,0.776916,-0.06947
0.0091524484,0.778606,-0.06822
0.0091793484,0.776958,-0.05589
0.0092061484,0.77704,-0.05457
0.0092330484,0.776012,-0.07079
0.0092598484,0.776222,-0.04243
0.0092867484,0.776988,-0.05404
0.0093135484,0.776135,-0.06954
0.0093404484,0.776113,-0.04019
0.0093673484,0.775692,-0.05088
0.0093942484,0.77701,-0.06143
0.0094211484,0.775617,-0.04428
0.0094480484,0.771202,-0.07541
0.0094749484,0.777052,-0.03788
0.0095018484,0.774536,-0.05286
0.0095287484,0.773473,-0.07119
0.0095554484,0.774138,-0.07772
0.0095822484,0.776481,-0.0485
0.0096089484,0.772103,-0.05978
0.0096357484,0.776785,-0.06835
0.0096624484,0.775493,-0.06796
0.0096892484,0.777551,-0.02469
0.0097160484,0.775339,-0.06598
0.0097427484,0.775655,-0.04013
0.0097695484,0.775354,-0.04989
0.0097963484,0.776766,-0.08893
0.0098231484,0.7757,-0.0514
0.0098499484,0.776744,-0.04916
0.0098767484,0.775005,-0.03821
0.0099035484,0.776323,-0.0454
0.0099303484,0.77793,-0.06835
0.0099571484,0.777701,-0.04342
0.0099840484,0.776135,-0.07996
0.0100108484,0.777791,-0.06341
0.0100376484,0.779012,-0.03999
0.0100645484,0.77671,-0.04316
0.0100913484,0.775471,-0.04712
0.0101182484,0.776237,-0.04276
0.0101450484,0.776304,-0.04883
0.0101719484,0.776639,-0.0237
0.0101988484,0.777359,-0.05206
0.0102257484,0.77481,-0.05846
0.0102525484,0.778595,-0.07858
0.0102794484,0.777363,-0.06664
0.0103063484,0.776725,-0.0491
0.0103332484,0.775148,-0.05464
0.0103601484,0.774968,-0.06347
0.0103870484,0.774115,-0.06835
0.0104139484,0.773886,-0.05365
0.0104407484,0.776188,-0.0582
0.0104674484,0.780818,-0.05721
0.0104942484,0.777495,-0.0644
0.0105209484,0.775317,-0.0698
0.0105477484,0.777044,-0.06591
0.0105744484,0.776687,-0.06321
0.0106012484,0.776094,-0.04804
0.0106280484,0.774998,-0.04118
0.0106548484,0.774243,-0.05305
0.0106816484,0.776342,-0.05609
0.0107084484,0.777476,-0.05028
0.0107352484,0.774949,-0.0549
0.0107620484,0.775216,-0.0667
0.0107888484,0.775722,-0.033
0.0108156484,0.776443,-0.064
0.0108424484,0.775719,-0.10258
0.0108693484,0.776488,-0.06994
0.0108961484,0.773102,-0.04329
0.0109229484,0.77511,-0.0485
0.0109498484,0.775767,-0.06756
0.0109766484,0.778028,-0.04461
0.0110035484,0.776631,-0.0704
0.0110304484,0.775662,-0.03901
0.0110572484,0.776233,-0.05345
0.0110841484,0.777476,-0.05015
0.0111110484,0.775542,-0.06426
0.0111379484,0.776248,-0.04784
0.0111648484,0.775445,-0.05404
0.0111917484,0.775779,-0.06796
0.0112186484,0.775873,-0.06677
0.0112455484,0.773417,-0.03848
0.0112723484,0.780303,-0.05899
0.0112991484,0.776293,-0.04573
0.0113258484,0.776785,-0.02265
0.0113526484,0.777513,-0.05028
0.0113793484,0.775899,-0.03894
0.0114061484,0.775366,-0.04263
0.0114329484,0.775651,-0.02463
0.0114596484,0.778279,-0.04178
0.0114864484,0.773819,-0.05721
0.0115132484,0.777292,-0.03868
0.0115400484,0.775155,-0.06954
0.0115668484,0.77582,-0.06235
0.0115936484,0.774893,-0.04151
0.0116204484,0.774435,-0.04626
0.0116472484,0.775561,-0.06783
0.0116740484,0.774532,-0.04131
0.0117008484,0.773443,-0.0675
0.0117277484,0.776394,-0.04243
0.0117545484,0.774446,-0.06301
0.0117813484,0.774258,-0.0423
0.0118082484,0.77692,-0.03241
0.0118350484,0.776684,-0.04619
0.0118619484,0.777288,-0.05661
0.0118888484,0.775572,-0.06947
0.0119156484,0.777273,-0.03419
0.0119425484,0.776988,-0.03973
0.0119694484,0.777333,-0.07686
0.0119963484,0.774521,-0.04593
0.0120232484,0.776391,-0.03914
0.0120501484,0.775651,-0.02872
0.0120770484,0.774573,-0.04534
0.0121039484,0.77416,-0.05292
0.0121307484,0.776552,-0.052
0.0121575484,0.77398,-0.0491
0.0121842484,0.774412,-0.05437
0.0122110484,0.775505,-0.04237
0.0122377484,0.773717,-0.04296
0.0122645484,0.777371,-0.04461
0.0122913484,0.776503,-0.03821
0.0123180484,0.776357,-0.06308
0.0123448484,0.775948,-0.06393
0.0123716484,0.773635,-0.0396
0.0123984484,0.777607,-0.05094
0.0124252484,0.776537,-0.04745
0.0124520484,0.775185,-0.05048
0.0124788484,0.775876,-0.04791
0.0125056484,0.778493,-0.04633
0.0125324484,0.775306,-0.04072
0.0125592484,0.776079,-0.0799
0.0125861484,0.779124,-0.06077
0.0126129484,0.777416,-0.06769
0.0126397484,0.775959,-0.03907
0.0126666484,0.774288,-0.06202
0.0126934484,0.777303,-0.05279
0.0127203484,0.776447,-0.04052
0.0127471484,0.777003,-0.02865
0.0127740484,0.774374,-0.06169
0.0128009484,0.777607,-0.0671
0.0128277484,0.77665,-0.04764
0.0128546484,0.775009,-0.08392
0.0128815484,0.774611,-0.06512
0.0129084484,0.777363,-0.08227
0.0129353484,0.774821,-0.04619
0.0129622484,0.774615,-0.05602
0.0129891484,0.775204,-0.07607
0.0130158484,0.776646,-0.03821
0.0130426484,0.772689,-0.06783
0.0130693484,0.777318,-0.04619
0.0130961484,0.773657,-0.05147
0.0131228484,0.77662,-0.06288
0.0131496484,0.776627,-0.06743
0.0131764484,0.777055,-0.06011
0.0132032484,0.777994,-0.0398
0.0132299484,0.775516,-0.04896
0.0132567484,0.775752,-0.06281
0.0132835484,0.774994,-0.05846
0.0133103484,0.776229,-0.06202
0.0133371484,0.775621,-0.06387
0.0133639484,0.777074,-0.03999
0.0133907484,0.775234,-0.05028
0.0134176484,0.776252,-0.04791
0.0134444484,0.776845,-0.07917
0.0134712484,0.777149,-0.02799
0.0134981484,0.776334,-0.08016
0.0135249484,0.776229,-0.02799
0.0135517484,0.776124,-0.03927
0.0135786484,0.77567,-0.06051
0.0136055484,0.775914,-0.06756
0.0136323484,0.776567,-0.05774
0.0136592484,0.776879,-0.04131
0.0136861484,0.773924,-0.058
0.0137130484,0.77416,-0.05444
0.0137398484,0.775737,-0.06209
0.0137667484,0.776368,-0.05958
0.0137936484,0.774033,-0.04923
0.0138205484,0.773661,-0.06209
0.0138475484,0.775384,-0.05497
0.0138742484,0.777059,-0.05299
0.0139010484,0.77748,-0.05055
0.0139277484,0.776548,-0.05859
0.0139545484,0.778527,-0.06605
0.0139812484,0.775129,-0.0458
0.0140080484,0.775737,-0.04745
0.0140347484,0.774645,-0.0452
0.0140615484,0.775978,-0.05846
0.0140883484,0.774093,-0.08154
