Time [s],Capacitor voltage [V]
5.4229e-06,1.019391
3.22229e-05,1.019841
5.89229e-05,1.02182
8.57229e-05,1.017727
0.0001125229,1.020543
0.0001392229,1.019909
0.0001660229,1.019916
0.0001928229,1.017314
0.0002196229,1.017694
0.0002464229,1.017213
0.0002732229,1.019045
0.0003000229,1.017787
0.0003268229,1.018291
0.0003536229,1.01855
0.0003804229,1.019961
0.0004072229,1.016684
0.0004340229,1.018302
0.0004609229,1.019635
0.0004877229,1.019432
0.0005146229,1.018936
0.0005413229,1.020983
0.0005680229,1.021013
0.0005947229,1.019462
0.0006214229,1.020003
0.0006481229,1.022661
0.0006748229,1.02464
0.0007015229,1.019965
0.0007282229,1.019428
0.0007550229,1.020344
0.0007817229,1.019406
0.0008084229,1.020878
0.0008351229,1.017603
0.0008619229,1.017765
0.0008886229,1.017667
0.0009154229,1.020108
0.0009421229,1.017093
0.0009689229,1.017915
0.0009957229,1.018069
0.0010225229,1.017404
0.0010492229,1.018869
0.0010760229,1.020919
0.0011028229,1.018426
0.0011296229,1.019702
0.0011564229,1.019417
0.0011832229,1.020202
0.0012100229,1.018854
0.0012368229,1.020859
0.0012637229,1.019503
0.0012905229,1.019169
0.0013173229,1.020941
0.0013442229,1.016909
0.0013710229,1.018587
0.0013978229,1.019616
0.0014245229,1.019026
0.0014512229,1.018561
0.0014779229,1.016856
0.0015046229,1.016552
0.0015313229,1.019026
0.0015580229,1.020896
0.0015847229,1.021246
0.0016114229,1.019616
0.0016381229,1.019331
0.0016649229,1.018197
0.0016916229,1.019308
0.0017183229,1.019706
0.0017451229,1.020037
0.0017718229,1.019931
0.0017986229,1.021546
0.0018254229,1.020378
0.0018521229,1.018771
0.0018789229,1.01912
0.0019057229,1.019845
0.0019325229,1.019312
0.0019593229,1.019515
0.0019860229,1.019687
0.0020128229,1.019293
0.0020397229,1.02066
0.0020665229,1.017814
0.0020933229,1.01959
0.0021201229,1.019053
0.0021469229,1.016875
0.0021738229,1.020149
0.0022006229,1.019774
0.0022274229,1.017363
0.0022543229,1.022304
0.0022810229,1.019256
0.0023076229,1.019567
0.0023343229,1.020093
0.0023610229,1.020968
0.0023877229,1.018324
0.0024144229,1.017817
0.0024412229,1.019263
0.0024679229,1.019492
0.0024946229,1.019026
0.0025213229,1.016868
0.0025481229,1.019387
0.0025748229,1.020919
0.0026015229,1.017592
0.0026283229,1.017344
0.0026551229,1.017562
0.0026818229,1.016015
0.0027086229,1.018321
0.0027354229,1.017292
0.0027621229,1.017168
0.0027889229,1.020296
0.0028157229,1.020573
0.0028425229,1.01885
0.0028693229,1.01971
0.0028961229,1.019755
0.0029229229,1.019759
0.0029497229,1.018689
0.0029766229,1.020344
0.0030034229,1.018745
0.0030302229,1.017243
0.0030571229,1.019635
0.0030839229,1.018918
0.0031107229,1.018287
0.0031374229,1.018448
0.0031641229,1.020998
0.0031908229,1.018767
0.0032175229,1.020558
0.0032442229,1.019657
0.0032709229,1.02013
0.0032976229,1.020168
0.0033243229,1.019541
0.0033510229,1.02075
