Time [s],Capacitor voltage [V]
1.1229e-06,1.020641
3.90229e-05,1.018666
7.69229e-05,1.01894
0.0001149229,1.018077
0.0001528229,1.015854
0.0001907229,1.016537
0.0002287229,1.020344
0.0002666229,1.019691
0.0003046229,1.017986
0.0003426229,1.02096
0.0003806229,1.017754
0.0004186229,1.020025
0.0004566229,1.018606
0.0004946229,1.021163
0.0005327229,1.02093
0.0005707229,1.018895
0.0006088229,1.022376
0.0006468229,1.020817
0.0006847229,1.018354
0.0007226229,1.019515
0.0007604229,1.017483
0.0007983229,1.020543
0.0008361229,1.018399
0.0008740229,1.018797
0.0009119229,1.017863
0.0009498229,1.017979
0.0009877229,1.018328
0.0010257229,1.01867
0.0010636229,1.018125
0.0011015229,1.018407
0.0011395229,1.019417
0.0011775229,1.019676
0.0012154229,1.019747
0.0012534229,1.018854
0.0012914229,1.021553
0.0013294229,1.021651
0.0013675229,1.01823
0.0014055229,1.019654
0.0014435229,1.01989
0.0014816229,1.017314
0.0015197229,1.019406
0.0015576229,1.021775
0.0015955229,1.020123
0.0016333229,1.01906
0.0016712229,1.018475
0.0017090229,1.019706
0.0017469229,1.020772
0.0017848229,1.019815
0.0018227229,1.019593
0.0018606229,1.02075
0.0018985229,1.02048
0.0019365229,1.026348
0.0019744229,1.019762
0.0020124229,1.020078
0.0020503229,1.018929
0.0020883229,1.01897
0.0021263229,1.018557
0.0021643229,1.018974
0.0022023229,1.016571
0.0022403229,1.019443
0.0022783229,1.019128
0.0023164229,1.019702
0.0023544229,1.02455
0.0023925229,1.019815
0.0024305229,1.019064
0.0024683229,1.018523
0.0025062229,1.017953
0.0025440229,1.020048
0.0025819229,1.018227
0.0026198229,1.017337
0.0026577229,1.017119
0.0026956229,1.018035
0.0027335229,1.019225
0.0027714229,1.017112
0.0028093229,1.020772
0.0028473229,1.018088
0.0028852229,1.019477
0.0029232229,1.020134
0.0029611229,1.016083
0.0029991229,1.017964
0.0030371229,1.019229
0.0030751229,1.016905
0.0031131229,1.017784
0.0031512229,1.018189
0.0031892229,1.019026
