Time [s],Capacitor voltage [V]
5.58637e-06,1.020393
3.242637e-05,1.02051
5.926637e-05,1.02075
8.610637e-05,1.021704
0.00011294637,1.020772
0.00013962637,1.021486
0.00016632637,1.022582
0.00019300637,1.020956
0.00021970637,1.021238
0.00024642637,1.022473
0.00027312637,1.023299
0.00029984637,1.019747
0.00032656637,1.021933
0.00035328637,1.021963
0.00038000637,1.021737
0.00040674637,1.020964
0.00043348637,1.022278
0.00046024637,1.022548
0.00048698637,1.023386
0.00051374637,1.022901
0.00054050637,1.022
0.00056728637,1.023217
0.00059404637,1.021441
0.00062082637,1.021204
0.00064760637,1.020848
0.00067440637,1.021291
0.00070120637,1.019792
0.00072800637,1.021058
0.00075480637,1.020363
0.00078162637,1.020262
0.00080844637,1.019631
0.00083526637,1.020277
0.00086208637,1.022642
0.00088892637,1.020622
0.00091576637,1.022004
0.00094260637,1.020885
0.00096946637,1.020401
0.00099614637,1.020968
0.00102282637,1.022173
0.00104952637,1.022447
0.00107622637,1.021279
0.00110292637,1.0198
0.00112964637,1.021287
0.00115634637,1.021332
0.00118306637,1.021155
0.00120978637,1.019541
0.00123652637,1.021752
0.00126326637,1.020772
0.00129000637,1.020378
0.00131674637,1.021786
0.00134350637,1.01959
0.00137024637,1.020596
0.00139700637,1.0212
0.00142378637,1.021328
0.00145054637,1.022477
0.00147732637,1.021666
0.00150410637,1.023281
0.00153090637,1.024576
0.00155770637,1.023018
0.00158450637,1.023374
0.00161130637,1.022946
0.00163810637,1.023221
0.00166492637,1.023314
0.00169174637,1.022094
0.00171858637,1.02286
0.00174540637,1.021572
0.00177224637,1.021189
0.00179910637,1.023592
0.00182594637,1.022169
0.00185268637,1.022488
0.00187936637,1.021918
0.00190606637,1.021073
0.00193276637,1.019657
0.00195946637,1.02054
0.00198616637,1.020833
0.00201288637,1.017724
0.00203960637,1.019657
0.00206632637,1.01977
0.00209306637,1.019563
0.00211978637,1.019661
0.00214652637,1.021272
0.00217328637,1.022079
0.00220002637,1.021617
0.00222678637,1.020435
0.00225354637,1.021302
0.00228030637,1.01956
0.00230708637,1.02247
0.00233386637,1.022293
0.00236064637,1.022143
0.00238742637,1.020239
0.00241422637,1.020712
0.00244102637,1.023194
0.00246782637,1.022563
0.00249462637,1.022766
0.00252144637,1.022346
0.00254826637,1.020236
0.00257510637,1.020194
0.00260192637,1.02295
0.00262876637,1.021644
0.00265560637,1.020878
0.00268246637,1.023104
0.00270922637,1.020029
0.00273590637,1.022481
0.00276258637,1.020453
0.00278928637,1.022342
0.00281598637,1.021114
0.00284270637,1.021486
0.00286940637,1.019691
0.00289612637,1.02117
0.00292284637,1.018362
0.00294956637,1.023709
0.00297630637,1.021858
0.00300304637,1.020363
0.00302978637,1.023251
0.00305654637,1.022297
0.00308328637,1.022042
0.00311004637,1.021246
0.00313680637,1.02253
0.00316358637,1.02111
0.00319036637,1.020232
0.00321714637,1.023382
0.00324392637,1.020224
0.00327072637,1.020495
0.00329750637,1.02146
0.00332432637,1.021204
0.00335112637,1.020874
0.00337794637,1.023506
0.00340476637,1.021565
0.00343158637,1.021024
0.00345840637,1.021324
0.00348524637,1.019383
0.00351208637,1.021873
0.00353894637,1.022721
0.00356570637,1.02146
0.00359238637,1.02161
0.00361906637,1.021914
0.00364576637,1.02262
0.00367246637,1.022841
0.00369916637,1.020393
0.00372588637,1.022695
0.00375260637,1.02256
0.00377932637,1.021741
0.00380604637,1.01965
0.00383278637,1.021587
0.00385952637,1.021662
0.00388626637,1.020352
0.00391300637,1.019218
0.00393976637,1.020994
0.00396652637,1.021651
0.00399328637,1.021445
0.00402004637,1.018362
0.00404682637,1.019841
0.00407360637,1.022777
0.00410038637,1.021463
0.00412718637,1.021993
0.00415398637,1.02075
0.00418078637,1.018985
0.00420758637,1.022057
0.00423440637,1.022241
0.00426122637,1.020134
0.00428804637,1.022458
0.00431488637,1.021103
0.00434172637,1.023592
0.00436856637,1.021354
0.00439540637,1.020757
0.00442222637,1.022624
0.00444890637,1.018737
0.00447560637,1.020378
0.00450228637,1.021452
0.00452900637,1.021024
0.00455570637,1.018689
0.00458240637,1.020491
0.00460912637,1.020243
0.00463584637,1.020453
0.00466258637,1.018865
0.00468930637,1.019796
0.00471604637,1.02176
0.00474278637,1.02081
0.00476954637,1.019781
0.00479628637,1.021137
0.00482304637,1.02099
0.00484982637,1.022256
0.00487658637,1.02075
0.00490336637,1.021448
0.00493014637,1.021523
