Time [s],Capacitor voltage [V],GPIO [V]
5.2467e-06,1.02212,1.83157
4.31867e-05,1.024876,1.79431
8.11267e-05,1.023727,1.79628
0.0001190867,1.023836,1.79701
0.0001570667,1.025286,1.82451
0.0001950467,1.022774,1.79655
0.0002330467,1.024471,1.79206
0.0002710467,1.024587,1.82306
0.0003090667,1.022639,1.78468
0.0003470867,1.024512,1.81356
0.0003851267,1.0239,1.79734
0.0004231667,1.024613,1.80703
0.0004612267,1.02482,1.80281
0.0004992667,1.023333,1.81627
0.0005371067,1.024918,1.82095
0.0005749467,1.023258,1.7825
0.0006128067,1.024613,1.81752
0.0006506667,1.0239,1.78633
0.0006885467,1.024257,1.83111
0.0007264267,1.024475,1.80255
0.0007643267,1.025278,1.82049
0.0008022267,1.025323,1.8193
0.0008401467,1.022338,1.80103
0.0008780667,1.027415,1.82392
0.0009160067,1.024501,1.79055
0.0009539467,1.025624,1.79985
0.0009919067,1.023382,1.84878
0.0010298667,1.023814,1.79859
0.0010678467,1.023615,1.81013
0.0011058467,1.022973,1.8013
0.0011438467,1.024542,1.7949
0.0011818467,1.026348,1.81323
0.0012198667,1.024655,1.79516
0.0012579067,1.024891,1.82003
0.0012959467,1.02494,1.77584
0.0013339867,1.023352,1.82491
0.0013720467,1.022601,1.78428
0.0014100067,1.022992,1.79121
0.0014478467,1.024843,1.82814
0.0014856867,1.024542,1.79635
0.0015235467,1.02443,1.84351
0.0015614267,1.024903,1.80308
0.0015993067,1.025977,1.81521
0.0016371867,1.021452,1.80044
0.0016750867,1.023262,1.81706
0.0017130067,1.02357,1.80895
0.0017509267,1.020333,1.80519
0.0017888667,1.02268,1.80532
0.0018268067,1.02114,1.79846
0.0018647467,1.023055,1.82603
0.0019027067,1.026127,1.82082
0.0019406867,1.023382,1.80116
0.0019786667,1.023269,1.83658
0.0020166667,1.023175,1.78046
0.0020546667,1.026044,1.82365
0.0020926867,1.025222,1.79338
0.0021307267,1.022868,1.77703
0.0021687667,1.022012,1.8131
0.0022068067,1.023085,1.80413
0.0022448667,1.02506,1.81264
0.0022829267,1.023007,1.80235
0.0023207667,1.024737,1.79912
0.0023586067,1.020048,1.80703
0.0023964667,1.025098,1.81653
0.0024343467,1.02372,1.83144
0.0024722067,1.022222,1.79378
0.0025101067,1.023945,1.79266
0.0025479867,1.023262,1.80334
0.0025859067,1.022274,1.79523
0.0026238267,1.023724,1.85076
0.0026617467,1.026198,1.79602
0.0026996867,1.020404,1.816
0.0027376267,1.022331,1.78151
0.0027755867,1.02319,1.81066
0.0028135667,1.021351,1.82141
0.0028515467,1.024644,1.8135
0.0028895267,1.026284,1.80703
0.0029275267,1.024182,1.78461
0.0029655467,1.022316,1.81159
0.0030035667,1.024602,1.7821
0.0030416067,1.022244,1.80459
0.0030796467,1.022609,1.82656
0.0031177067,1.023382,1.79464
0.0031557667,1.024944,1.80624
0.0031936867,1.026427,1.80934
0.0032315267,1.025053,1.80657
0.0032693867,1.02565,1.84674
