Time [s],Capacitor voltage [V]
5.24637e-06,1.020679
4.318637e-05,1.021313
8.112637e-05,1.023093
0.00011908637,1.020525
0.00015706637,1.019841
0.00019504637,1.021512
0.00023304637,1.020528
0.00027104637,1.02108
0.00030906637,1.020953
0.00034708637,1.021632
0.00038512637,1.020626
0.00042316637,1.022263
0.00046122637,1.02304
0.00049926637,1.021463
0.00053710637,1.020637
0.00057494637,1.019087
0.00061280637,1.02143
0.00065066637,1.019984
0.00068854637,1.019714
0.00072642637,1.020164
0.00076432637,1.020149
0.00080222637,1.021362
0.00084014637,1.020866
0.00087806637,1.021456
0.00091600637,1.021617
0.00095394637,1.022744
0.00099190637,1.020352
0.00102986637,1.021418
0.00106784637,1.02016
0.00110584637,1.01962
0.00114384637,1.018906
0.00118184637,1.022011
0.00121986637,1.020679
0.00125790637,1.021065
0.00129594637,1.021482
0.00133398637,1.019533
0.00137204637,1.021828
0.00141000637,1.021317
0.00144784637,1.02007
0.00148568637,1.02256
0.00152354637,1.021445
0.00156142637,1.021287
0.00159930637,1.021542
0.00163718637,1.021936
0.00167508637,1.022218
0.00171300637,1.02348
0.00175092637,1.022214
0.00178886637,1.021073
0.00182680637,1.020521
0.00186474637,1.022518
0.00190270637,1.020288
0.00194068637,1.019676
0.00197866637,1.01947
0.00201666637,1.018884
0.00205466637,1.020014
0.00209268637,1.023577
0.00213072637,1.022518
0.00216876637,1.021576
0.00220680637,1.0206
0.00224486637,1.020874
0.00228292637,1.021681
0.00232076637,1.022808
0.00235860637,1.020739
0.00239646637,1.021831
0.00243434637,1.022541
0.00247220637,1.022357
0.00251010637,1.023495
0.00254798637,1.019413
0.00258590637,1.021246
0.00262382637,1.019856
0.00266174637,1.020573
0.00269968637,1.021602
0.00273762637,1.020742
0.00277558637,1.020209
0.00281356637,1.023266
0.00285154637,1.022845
0.00288952637,1.022635
0.00292752637,1.021501
0.00296554637,1.02218
0.00300356637,1.020442
0.00304160637,1.02301
0.00307964637,1.0225
0.00311770637,1.021215
0.00315576637,1.020258
0.00319368637,1.018955
0.00323152637,1.021058
0.00326938637,1.020998
0.00330724637,1.022158
0.00334512637,1.020273
0.00338300637,1.022909
0.00342090637,1.023468
0.00345880637,1.023401
0.00349672637,1.020082
0.00353464637,1.021174
0.00357258637,1.024538
0.00361052637,1.021137
0.00364848637,1.020292
0.00368644637,1.022237
0.00372442637,1.020262
0.00376242637,1.020682
0.00380042637,1.022394
0.00383842637,1.020757
0.00387644637,1.020825
0.00391448637,1.021719
0.00395252637,1.022147
0.00399058637,1.01977
0.00402864637,1.02197
0.00406656637,1.02048
0.00410440637,1.022455
0.00414226637,1.020224
0.00418012637,1.021084
0.00421798637,1.022015
0.00425586637,1.022053
0.00429376637,1.022364
0.00433166637,1.022473
0.00436956637,1.019203
0.00440748637,1.020513
0.00444542637,1.02247
0.00448336637,1.024351
0.00452132637,1.019458
0.00455928637,1.021016
0.00459726637,1.021047
0.00463524637,1.020446
0.00467324637,1.020611
0.00471124637,1.022304
0.00474926637,1.020093
0.00478728637,1.02167
0.00482532637,1.02099
0.00486338637,1.023022
0.00490144637,1.021009
0.00493940637,1.020431
0.00497724637,1.022241
0.00501508637,1.023344
0.00505294637,1.024384
0.00509082637,1.021568
0.00512870637,1.02292
0.00516658637,1.020217
0.00520448637,1.021553
0.00524238637,1.019072
0.00528030637,1.020866
0.00531824637,1.018606
0.00535618637,1.02111
0.00539412637,1.020108
0.00543208637,1.020378
0.00547006637,1.019834
0.00550804637,1.021921
0.00554602637,1.021246
0.00558404637,1.021167
0.00562204637,1.020506
0.00566006637,1.021801
0.00569810637,1.021843
0.00573614637,1.019901
0.00577420637,1.018749
0.00581226637,1.021914
0.00585016637,1.019406
0.00588800637,1.021422
0.00592584637,1.021546
0.00596372637,1.020573
0.00600158637,1.020006
0.00603946637,1.01609
0.00607736637,1.020044
0.00611526637,1.020393
0.00615318637,1.020573
0.00619110637,1.02215
