Time [s],Capacitor voltage [V]
4.10229e-05,1.01793
8.91229e-05,1.020585
0.0001372229,1.021103
0.0001850229,1.020048
0.0002328229,1.019364
0.0002806229,1.020251
0.0003285229,1.019173
0.0003763229,1.018238
0.0004242229,1.021013
0.0004721229,1.019361
0.0005200229,1.019383
0.0005679229,1.019661
0.0006158229,1.019635
0.0006638229,1.022421
0.0007118229,1.019879
0.0007597229,1.018876
0.0008078229,1.020048
0.0008558229,1.019267
0.0009038229,1.020048
0.0009519229,1.019954
0.0009999229,1.019995
0.0010480229,1.020025
0.0010958229,1.018546
0.0011436229,1.019913
0.0011914229,1.021843
0.0012393229,1.019267
0.0012871229,1.020172
0.0013350229,1.020446
0.0013829229,1.020577
0.0014308229,1.020908
0.0014787229,1.018707
0.0015266229,1.019672
0.0015746229,1.017014
0.0016226229,1.019864
0.0016706229,1.019417
0.0017186229,1.020577
0.0017666229,1.018621
0.0018146229,1.020356
0.0018627229,1.020059
0.0019108229,1.020525
0.0019588229,1.02069
0.0020066229,1.02099
0.0020544229,1.019398
0.0021022229,1.019455
0.0021501229,1.01882
0.0021979229,1.020866
0.0022458229,1.018951
0.0022937229,1.018054
0.0023416229,1.017517
0.0023895229,1.016661
0.0024375229,1.018197
0.0024854229,1.017829
0.0025334229,1.018936
0.0025814229,1.019383
0.0026294229,1.017356
0.0026775229,1.015343
0.0027255229,1.020025
0.0027736229,1.017618
0.0028216229,1.021362
0.0028696229,1.017434
0.0029174229,1.017543
0.0029652229,1.020765
0.0030130229,1.02057
0.0030609229,1.020374
0.0031087229,1.016883
0.0031566229,1.019383
0.0032045229,1.020172
0.0032524229,1.019391
0.0033004229,1.019853
0.0033483229,1.020833
0.0033963229,1.019428
0.0034442229,1.019811
0.0034922229,1.021092
0.0035403229,1.020037
0.0035883229,1.017337
0.0036363229,1.018328
0.0036844229,1.019
0.0037325229,1.018858
0.0037803229,1.016965
0.0038281229,1.017461
0.0038760229,1.018174
0.0039238229,1.017697
0.0039717229,1.017622
0.0040195229,1.019102
0.0040674229,1.020025
0.0041153229,1.018666
0.0041632229,1.019117
0.0042112229,1.019571
0.0042591229,1.019759
0.0043071229,1.01689
0.0043551229,1.019286
0.0044031229,1.019011
0.0044511229,1.018009
0.0044992229,1.018178
0.0045472229,1.019406
0.0045953229,1.018903
0.0046433229,1.019473
0.0046911229,1.019233
0.0047389229,1.019323
0.0047867229,1.020821
0.0048346229,1.018099
0.0048825229,1.016958
0.0049303229,1.0171
0.0049782229,1.020926
0.0050261229,1.0206
0.0050741229,1.018602
0.0051220229,1.019105
0.0051700229,1.018182
0.0052180229,1.018016
0.0052660229,1.020205
0.0053140229,1.017074
0.0053620229,1.019334
0.0054100229,1.016147
0.0054581229,1.017536
0.0055062229,1.017761
0.0055541229,1.017581
0.0056019229,1.017739
0.0056497229,1.019913
0.0056976229,1.01817
0.0057454229,1.019785
0.0057933229,1.021362
0.0058412229,1.019015
0.0058891229,1.017401
0.0059370229,1.020157
0.0059849229,1.019939
0.0060329229,1.018471
0.0060808229,1.017401
0.0061288229,1.017637
0.0061768229,1.020881
0.0062248229,1.019304
0.0062729229,1.019124
0.0063209229,1.016165
0.0063690229,1.017093
0.0064171229,1.019304
0.0064649229,1.019774
0.0065128229,1.019909
0.0065606229,1.018704
0.0066084229,1.017003
0.0066563229,1.018827
0.0067041229,1.018043
0.0067520229,1.018478
0.0067999229,1.017855
0.0068479229,1.018553
0.0068958229,1.019364
0.0069437229,1.01959
0.0069917229,1.019935
0.0070397229,1.016954
0.0070877229,1.01918
0.0071357229,1.019042
0.0071838229,1.016939
0.0072318229,1.019319
0.0072799229,1.017596
0.0073279229,1.01974
0.0073757229,1.018591
0.0074236229,1.018974
0.0074714229,1.018399
0.0075192229,1.017911
0.0075671229,1.015666
0.0076150229,1.018197
0.0076629229,1.016132
0.0077108229,1.018347
0.0077587229,1.018565
0.0078066229,1.019357
0.0078546229,1.019913
0.0079026229,1.017971
0.0079506229,1.019102
0.0079986229,1.019567
0.0080466229,1.019657
0.0080946229,1.019864
0.0081427229,1.018854
0.0081908229,1.020112
0.0082388229,1.018797
0.0082866229,1.019368
0.0083344229,1.019796
0.0083822229,1.02007
0.0084300229,1.019349
0.0084779229,1.019154
0.0085258229,1.016946
0.0085737229,1.017408
0.0086216229,1.019057
0.0086695229,1.019954
0.0087175229,1.019327
0.0087655229,1.020521
0.0088134229,1.019075
0.0088614229,1.018403
0.0089094229,1.017863
0.0089575229,1.02105
0.0090055229,1.019725
0.0090536229,1.016935
0.0091017229,1.017416
0.0091496229,1.019102
0.0091974229,1.018223
0.0092452229,1.019702
0.0092930229,1.019965
0.0093409229,1.015925
0.0093888229,1.017727
0.0094366229,1.019214
0.0094845229,1.018644
0.0095325229,1.018591
0.0095804229,1.019593
0.0096283229,1.01968
0.0096763229,1.021062
0.0097243229,1.018707
0.0097723229,1.020067
0.0098203229,1.021054
0.0098683229,1.01769
0.0099164229,1.019965
0.0099645229,1.019496
0.0100126229,1.019406
0.0100604229,1.021103
0.0101082229,1.020145
0.0101560229,1.018279
0.0102039229,1.019237
0.0102517229,1.019447
0.0102996229,1.016883
0.0103475229,1.018595
0.0103954229,1.018809
0.0104433229,1.018966
0.0104913229,1.018208
0.0105392229,1.019488
0.0105872229,1.017941
0.0106352229,1.019935
0.0106832229,1.019616
0.0107312229,1.017866
0.0107793229,1.018508
0.0108273229,1.020915
0.0108754229,1.019387
0.0109234229,1.019218
0.0109712229,1.020615
0.0110191229,1.019218
0.0110669229,1.016804
0.0111147229,1.017596
0.0111626229,1.019406
0.0112105229,1.019503
0.0112584229,1.017344
0.0113063229,1.019714
0.0113542229,1.019935
0.0114022229,1.01894
0.0114501229,1.019244
0.0114981229,1.020108
0.0115461229,1.017416
0.0115941229,1.02105
0.0116421229,1.018505
0.0116902229,1.019402
0.0117382229,1.018662
0.0117863229,1.017367
0.0118342229,1.017784
0.0118820229,1.018144
0.0119298229,1.018215
0.0119777229,1.017705
0.0120255229,1.017844
0.0120734229,1.018031
0.0121213229,1.017772
0.0121692229,1.016225
0.0122171229,1.017213
0.0122650229,1.01686
0.0123129229,1.017859
0.0123609229,1.019548
0.0124089229,1.02114
0.0124569229,1.018843
0.0125049229,1.019488
0.0125529229,1.018722
0.0126010229,1.020048
0.0126490229,1.017911
0.0126971229,1.020205
0.0127450229,1.020735
0.0127928229,1.021238
0.0128407229,1.01894
0.0128885229,1.020348
0.0129364229,1.02084
0.0129842229,1.018906
0.0130321229,1.016856
0.0130800229,1.017787
0.0131279229,1.017404
0.0131759229,1.017314
0.0132238229,1.018535
0.0132718229,1.016961
0.0133198229,1.019838
0.0133678229,1.016965
0.0134158229,1.017014
0.0134638229,1.01894
0.0135119229,1.013883
0.0135600229,1.019
0.0136080229,1.016898
0.0136558229,1.019207
0.0137037229,1.021005
0.0137515229,1.020491
0.0137993229,1.019533
0.0138472229,1.019646
0.0138951229,1.018782
0.0139429229,1.019304
0.0139908229,1.018722
0.0140388229,1.017915
0.0140867229,1.017649
0.0141347229,1.019781
0.0141826229,1.019744
0.0142306229,1.019143
0.0142786229,1.019447
0.0143266229,1.018411
0.0143747229,1.017273
0.0144227229,1.020577
0.0144708229,1.019368
0.0145188229,1.019301
0.0145666229,1.020472
0.0146145229,1.017765
0.0146623229,1.018636
0.0147101229,1.016777
0.0147580229,1.017543
0.0148059229,1.020438
0.0148538229,1.017799
0.0149017229,1.017476
0.0149496229,1.019124
0.0149976229,1.019057
0.0150455229,1.017618
0.0150935229,1.019391
0.0151415229,1.020975
0.0151895229,1.01784
0.0152375229,1.021805
0.0152856229,1.020138
0.0153336229,1.017795
0.0153817229,1.020851
0.0154296229,1.019391
0.0154774229,1.019601
0.0155252229,1.020074
0.0155731229,1.020127
0.0156209229,1.018925
0.0156688229,1.018719
0.0157167229,1.019473
0.0157646229,1.017923
0.0158125229,1.020964
0.0158604229,1.017795
0.0159084229,1.017359
0.0159563229,1.019023
0.0160043229,1.020266
0.0160523229,1.02102
0.0161003229,1.019402
0.0161483229,1.019601
0.0161964229,1.019008
0.0162445229,1.020404
0.0162925229,1.021767
0.0163404229,1.020911
0.0163882229,1.023637
0.0164361229,1.022991
0.0164839229,1.020795
0.0165317229,1.019331
0.0165796229,1.020247
0.0166275229,1.019732
0.0166754229,1.020634
0.0167233229,1.019639
0.0167713229,1.020153
0.0168192229,1.019105
0.0168672229,1.01977
0.0169152229,1.019455
0.0169632229,1.018193
0.0170112229,1.018073
0.0170592229,1.020055
0.0171073229,1.020322
0.0171554229,1.020675
0.0172034229,1.018606
0.0172512229,1.017934
0.0172990229,1.018647
0.0173469229,1.023202
0.0173947229,1.018426
0.0174426229,1.019203
0.0174904229,1.018914
0.0175383229,1.020232
0.0175862229,1.016871
0.0176342229,1.016939
0.0176821229,1.017014
0.0177301229,1.020968
0.0177780229,1.019815
0.0178260229,1.017502
0.0178740229,1.020326
0.0179220229,1.019612
0.0179701229,1.018722
0.0180181229,1.0209
0.0180662229,1.017615
0.0181142229,1.019838
0.0181620229,1.019177
0.0182098229,1.019582
0.0182576229,1.01701
0.0183055229,1.019575
0.0183534229,1.017585
0.0184012229,1.019203
0.0184491229,1.019323
0.0184970229,1.020018
0.0185450229,1.021553
0.0185929229,1.01849
0.0186409229,1.019792
0.0186889229,1.02161
0.0187369229,1.019481
0.0187849229,1.018546
0.0188329229,1.018339
0.0188810229,1.018771
0.0189290229,1.020142
0.0189771229,1.020983
0.0190251229,1.019143
0.0190729229,1.018583
