# 20260130
# M2
# Calibrating in parallel with M15
# Channel 17 only

Timestamp,Log
16:46:50.514341,K
16:46:50.514501,E
16:46:50.658057,R
16:46:50.658138,*
16:46:50.721961,U
16:46:50.722040,K
16:46:50.754182,Tuning to 23.26.19 for TX channel calibration.
16:46:50.754234,E
16:46:50.866293,R
16:46:50.866439,*
16:46:50.946373,U
16:46:50.946586,K
16:46:51.170023,U
16:46:51.170304,K
16:46:51.202152,Tuning to 23.26.20 for TX channel calibration.
16:46:51.202445,E
16:46:51.314764,R
16:46:51.315975,*
16:46:51.378515,U
16:46:51.394234,K
16:46:51.394616,E
16:46:51.537940,R
16:46:51.538042,*
16:46:51.601908,U
16:46:51.601992,K
16:46:51.633913,Tuning to 23.26.21 for TX channel calibration.
16:46:51.633996,E
16:46:51.825896,U
16:46:51.826009,K
16:46:51.841853,E
16:46:51.970304,R
16:46:51.970793,*
16:46:52.034244,U
16:46:52.050029,K
16:46:52.082327,Tuning to 23.26.22 for TX channel calibration.
16:46:52.082644,E
16:46:52.193883,R
16:46:52.193978,*
16:46:52.257777,U
16:46:52.273747,K
16:46:52.273930,E
16:46:52.401942,R
16:46:52.402247,*
16:46:52.482405,U
16:46:52.483052,K
16:46:52.514156,Tuning to 23.26.23 for TX channel calibration.
16:46:52.514369,E
16:46:52.625720,R
16:46:52.625813,*
16:46:52.705626,U
16:46:52.705703,K
16:46:52.721718,E
16:46:52.849874,R
16:46:52.850039,*
16:46:52.914005,U
16:46:52.930090,K
16:46:52.961964,Tuning to 23.26.24 for TX channel calibration.
16:46:52.962211,E
16:46:53.074948,R
16:46:53.075711,*
16:46:53.138202,U
16:46:53.154117,K
16:46:53.154371,E
16:46:53.281611,R
16:46:53.281794,*
16:46:53.361793,U
16:46:53.362134,K
16:46:53.394064,Tuning to 23.26.25 for TX channel calibration.
16:46:53.394355,E
16:46:53.505862,R
16:46:53.506057,*
16:46:53.585580,U
16:46:53.585696,K
16:46:53.601578,E
16:46:53.729496,R
16:46:53.729579,*
16:46:53.793524,U
16:46:53.809477,K
16:46:53.841609,Tuning to 23.26.26 for TX channel calibration.
16:46:53.841704,E
16:46:53.953499,R
16:46:53.953695,*
16:46:54.017896,U
16:46:54.033508,K
16:46:54.033615,E
16:46:54.241533,U
16:46:54.241652,K
16:46:54.273510,Tuning to 23.26.27 for TX channel calibration.
16:46:54.273652,E
16:46:54.385514,R
16:46:54.385622,*
16:46:54.465654,U
16:46:54.465839,K
16:46:54.481584,A
16:46:54.497583,TX channel calibration ended.
16:46:54.497925,d
16:46:54.609329,R
16:46:54.609421,*
16:46:54.641320,R
16:46:54.657387,Z
16:46:54.657474,*
16:46:54.657498,X
16:46:54.657516,a
16:46:54.657532,C
16:46:54.817319,U
16:46:54.833399,S
16:46:55.041224,R
16:46:55.041331,*
16:46:55.265446,R
16:46:55.265609,*
16:46:55.313289,R
16:46:55.313370,Z
16:46:55.313393,*
16:46:55.313412,X
16:46:55.473347,U
16:46:55.489299,S
16:46:55.569296,DAO sent
16:46:55.585238,U
16:46:55.585304,K
16:46:55.601207,E
16:46:55.697143,U
16:46:55.713191,S
16:46:55.793220,U
16:46:55.809173,K
16:46:55.809255,E
16:46:55.921145,R
16:46:55.921230,*
16:46:56.017204,U
16:46:56.033239,K
16:46:56.033349,E
16:46:56.241641,U
16:46:56.242096,K
16:46:56.257302,E
16:46:56.353457,U
16:46:56.369271,S
16:46:56.401232,R
16:46:56.417114,Z
16:46:56.417285,*
16:46:56.417397,X
16:46:56.465361,U
16:46:56.465642,K
16:46:56.481128,E
16:46:56.673088,U
16:46:56.689008,K
16:46:56.689086,E
16:46:56.801141,U
16:46:56.801248,S
16:46:56.897426,U
16:46:56.913287,K
16:46:56.913439,E
16:46:57.025357,U
16:46:57.025651,S
16:46:57.121126,U
16:46:57.121384,K
16:46:57.136945,E
16:46:57.249190,R
16:46:57.249752,*
16:46:57.345350,U
16:46:57.345762,K
16:46:57.345889,E
16:46:57.459527,U
16:46:57.473052,S
