# 20250409
# M2
# Channel 17 only

Timestamp,Log
18:58:26.345953,Tuning to 23.29.1 for RX channel calibration.
18:58:26.809569,Tuning to 23.29.2 for RX channel calibration.
18:58:27.272130,Tuning to 23.29.3 for RX channel calibration.
18:58:27.720144,Tuning to 23.29.4 for RX channel calibration.
18:58:28.184313,Tuning to 23.29.5 for RX channel calibration.
18:58:28.648278,Tuning to 23.29.6 for RX channel calibration.
18:58:29.111901,Tuning to 23.29.7 for RX channel calibration.
18:58:29.560175,Tuning to 23.29.8 for RX channel calibration.
18:58:30.023621,Tuning to 23.29.9 for RX channel calibration.
18:58:30.487703,Tuning to 23.29.10 for RX channel calibration.
18:58:30.951596,Tuning to 23.29.11 for RX channel calibration.
18:58:31.399556,Tuning to 23.29.12 for RX channel calibration.
18:58:31.864168,Tuning to 23.29.13 for RX channel calibration.
18:58:32.231528,Y
18:58:32.327482,Tuning to 23.29.14 for RX channel calibration.
18:58:32.679219,Y
18:58:32.791097,Tuning to 23.29.15 for RX channel calibration.
18:58:32.887111,Y
18:58:33.240412,Tuning to 23.29.16 for RX channel calibration.
18:58:33.335152,Y
18:58:33.703350,Tuning to 23.29.17 for RX channel calibration.
18:58:33.782943,Y
18:58:34.167301,Tuning to 23.29.18 for RX channel calibration.
18:58:34.231021,RX channel calibration ended.
18:58:34.231436,*-0106
18:58:34.439424,R
18:58:34.870850,R
18:58:34.871311,*-0103
18:58:34.902611,Decrementing RX tuning code to 23.29.17.
18:58:35.094601,R
18:58:35.094854,*-0028
18:58:35.318925,R
18:58:35.319398,*-0036
18:58:35.750896,R
18:58:35.751456,*-0072
18:58:35.782586,Decrementing RX tuning code to 23.29.16.
18:58:35.846760,s
18:58:36.038823,U
18:58:36.054451,K
18:58:36.054625,E
18:58:36.198428,R
18:58:36.198678,*-0064
18:58:36.262603,U
18:58:36.278512,K
18:58:36.294586,Tuning to 23.26.1 for TX channel calibration.
18:58:36.294718,E
18:58:36.406659,R
18:58:36.422341,*-0028
18:58:36.486510,U
18:58:36.486835,K
18:58:36.502429,E
18:58:36.710616,U
18:58:36.711053,K
18:58:36.742474,Tuning to 23.26.2 for TX channel calibration.
18:58:36.742671,E
18:58:36.854571,R
18:58:36.855058,*-0064
18:58:36.918553,U
18:58:36.934787,K
18:58:36.935101,E
18:58:37.078583,R
18:58:37.079006,*-0035
18:58:37.142282,U
18:58:37.158199,K
18:58:37.174416,Tuning to 23.26.3 for TX channel calibration.
18:58:37.174530,E
18:58:37.286411,R
18:58:37.302232,*-0029
18:58:37.366372,U
18:58:37.366735,K
18:58:37.382241,E
18:58:37.510359,R
18:58:37.510559,*-0035
18:58:37.590358,U
18:58:37.590673,K
18:58:37.622233,Tuning to 23.26.4 for TX channel calibration.
18:58:37.622410,E
18:58:37.734937,R
18:58:37.735536,*-0028
18:58:37.798676,U
18:58:37.814208,K
18:58:37.814404,E
18:58:37.958428,R
18:58:37.959990,*-0035
18:58:38.022412,U
18:58:38.038352,K
18:58:38.054435,Tuning to 23.26.5 for TX channel calibration.
18:58:38.054640,E
18:58:38.166489,R
18:58:38.183163,*-0028
18:58:38.246230,U
18:58:38.246489,K
18:58:38.262412,E
18:58:38.390436,R
18:58:38.391023,*-0035
18:58:38.470207,U
18:58:38.470469,K
18:58:38.502135,Tuning to 23.26.6 for TX channel calibration.
18:58:38.502307,E
18:58:38.614231,R
18:58:38.614759,*-0029
18:58:38.678109,U
18:58:38.693989,K
18:58:38.694140,E
18:58:38.838159,R
18:58:38.838541,*-0035
18:58:38.902491,U
18:58:38.919042,K
18:58:38.940119,Tuning to 23.26.7 for TX channel calibration.
18:58:38.940314,E
18:58:39.046221,R
18:58:39.061990,*-0028
18:58:39.126028,U
18:58:39.126324,K
18:58:39.141952,E
18:58:39.350053,U
18:58:39.350244,K
18:58:39.381935,Tuning to 23.26.8 for TX channel calibration.
18:58:39.382053,E
18:58:39.494219,R
18:58:39.494765,*-0062
18:58:39.558059,U
18:58:39.574079,K
18:58:39.574280,E
18:58:39.718118,R
18:58:39.718605,*-0033
18:58:39.781991,U
18:58:39.797847,K
18:58:39.814169,Tuning to 23.26.9 for TX channel calibration.
18:58:39.814358,E
18:58:39.926132,R
18:58:39.942150,*-0028
18:58:40.008334,U
18:58:40.008713,K
18:58:40.021891,E
18:58:40.150000,R
18:58:40.150426,*-0034
18:58:40.229991,U
18:58:40.230321,K
18:58:40.261832,Tuning to 23.26.10 for TX channel calibration.
18:58:40.262006,E
18:58:40.373944,R
18:58:40.374408,*-0027
18:58:40.437705,U
18:58:40.453754,K
18:58:40.453889,E
18:58:40.581898,R
18:58:40.597645,*-0034
18:58:40.661829,U
18:58:40.677737,K
18:58:40.693876,Tuning to 23.26.11 for TX channel calibration.
18:58:40.694018,E
18:58:40.805946,R
18:58:40.806366,*-0027
18:58:40.885766,U
18:58:40.886080,K
18:58:40.901658,E
18:58:41.032830,R
18:58:41.033648,*-0034
18:58:41.110312,U
18:58:41.110718,K
18:58:41.141709,Tuning to 23.26.12 for TX channel calibration.
18:58:41.141947,E
18:58:41.253876,R
18:58:41.254300,*-0027
18:58:41.318013,U
18:58:41.333549,K
18:58:41.333715,E
18:58:41.541707,U
18:58:41.541874,K
18:58:41.573573,Tuning to 23.26.13 for TX channel calibration.
18:58:41.573693,E
18:58:41.685778,R
18:58:41.701423,*-0062
18:58:41.765789,U
18:58:41.766283,K
18:58:41.781538,E
18:58:41.909846,R
18:58:41.910585,*-0035
18:58:41.990105,U
18:58:41.990588,K
18:58:42.021636,Tuning to 23.26.14 for TX channel calibration.
18:58:42.022042,E
18:58:42.133697,R
18:58:42.134074,*-0029
18:58:42.197494,U
18:58:42.213913,K
18:58:42.214164,E
18:58:42.357658,R
18:58:42.358192,*-0034
18:58:42.421669,U
18:58:42.422076,K
18:58:42.453796,Tuning to 23.26.15 for TX channel calibration.
18:58:42.454008,E
