# 20260131
# M15
# Channel 17 only

Timestamp,Log
16:09:50.789193,S
16:09:50.826640,U
16:09:50.826640,K
16:09:50.843265,E
16:09:51.006398,U
16:09:51.022472,S
16:09:51.054565,U
16:09:51.054565,K
16:09:51.070423,E
16:09:51.256093,U
16:09:51.272373,K
16:09:51.272373,E
16:09:51.456737,U
16:09:51.456737,S
16:09:51.488898,U
16:09:51.504661,K
16:09:51.504661,E
16:09:51.672712,U
16:09:51.672712,S
16:09:51.712751,U
16:09:51.725112,K
16:09:51.725112,E
16:09:51.922288,U
16:09:51.922288,K
16:09:51.938365,E
16:09:52.155981,U
16:09:52.155981,K
16:09:52.172076,E
16:09:52.358276,U
16:09:52.374303,K
16:09:52.374303,E
16:09:52.556808,U
16:09:52.556808,S
16:09:52.590676,U
16:09:52.594942,K
16:09:52.594942,E
16:09:52.775715,U
16:09:52.775715,S
16:09:52.812126,U
16:09:52.829478,K
16:09:52.829478,E
16:09:52.976379,U
16:09:52.992369,S
16:09:53.029385,U
16:09:53.029385,K
16:09:53.046798,E
16:09:53.209232,U
16:09:53.225256,S
16:09:53.261606,U
16:09:53.262592,K
16:09:53.278276,E
16:09:53.346201,D
16:09:53.412470,Y
16:09:53.638734,Y
16:09:53.853284,*
16:09:53.885891,U
16:09:53.890821,K
16:09:53.890821,DAO sent
16:09:53.890821,A
16:09:53.890821,d
16:09:54.039630,R
16:09:54.039630,Z
16:09:54.039630,*
16:09:54.039630,X
16:09:54.039630,a
16:09:54.039630,U
16:09:54.055549,K
16:09:54.055549,A
16:09:54.076335,U
16:09:54.076335,S
16:09:54.255313,U
16:09:54.271267,K
16:09:54.271267,A
16:09:54.271267,U
16:09:54.291614,S
16:09:54.494047,U
16:09:54.510152,S
16:09:54.720354,R
16:09:54.720354,*
16:09:54.775419,DAO sent
16:09:54.922032,U
16:09:54.938377,K
16:09:54.938377,A
16:09:54.954725,U
16:09:54.954725,S
16:09:55.154018,U
16:09:55.169949,S
16:09:55.387248,U
16:09:55.403178,S
16:09:55.877852,DAO sent
16:09:56.012722,U
16:09:56.028900,K
16:09:56.028900,E
16:09:56.244619,U
16:09:56.260829,K
16:09:56.260829,E
16:09:56.461640,U
16:09:56.478972,K
16:09:56.478972,E
16:09:56.478972,U
16:09:56.499449,S
16:09:56.695395,U
16:09:56.695395,K
16:09:56.711300,E
16:09:56.711300,U
16:09:56.727451,S
16:09:56.912521,U
16:09:56.912521,K
16:09:56.928599,E
16:09:57.113461,U
16:09:57.129639,K
16:09:57.129639,E
16:09:57.149028,U
16:09:57.149028,S
16:09:57.347254,U
16:09:57.361934,K
16:09:57.361934,E
16:09:57.563117,U
16:09:57.579201,K
16:09:57.579201,E
16:09:57.796786,U
16:09:57.796786,K
16:09:57.812853,E
16:09:58.012486,U
16:09:58.012486,K
16:09:58.028328,E
16:09:58.214577,U
16:09:58.230697,K
16:09:58.230697,E
16:09:58.261440,U
16:09:58.261440,S
16:09:58.447999,U
16:09:58.464279,K
16:09:58.464279,E
16:09:58.464279,U
16:09:58.483434,S
16:09:58.665185,U
16:09:58.681371,K
16:09:58.681371,E
16:09:58.897894,U
16:09:58.897894,K
16:09:58.919194,E
16:09:58.919194,U
16:09:58.935542,S
16:09:59.113754,U
16:09:59.113754,K
16:09:59.134161,E
16:09:59.331833,U
16:09:59.348014,K
16:09:59.547821,U
16:09:59.571211,K
16:10:00.011472,U
16:10:00.029059,S
16:10:00.238816,U
16:10:00.238816,S
16:10:00.454829,U
16:10:00.454829,S
16:10:00.663310,U
16:10:00.679401,S
16:10:00.945312,DAO sent
16:10:01.095826,U
16:10:01.095826,K
16:10:01.111824,E
16:10:01.328238,U
16:10:01.328238,K
16:10:01.344209,E
16:10:01.531116,U
16:10:01.547131,K
16:10:01.547131,E
16:10:01.746341,U
16:10:01.764340,K
16:10:01.764340,E
16:10:01.784539,U
16:10:01.784539,S
16:10:01.979480,U
16:10:01.996902,K
16:10:01.996902,E
16:10:01.996902,U
16:10:02.015175,S
16:10:02.197540,U
16:10:02.197540,K
16:10:02.213830,E
16:10:02.213830,U
16:10:02.239027,S
16:10:02.429882,U
16:10:02.429882,K
16:10:02.445957,E
16:10:02.445957,U
16:10:02.445957,S
16:10:02.630069,U
16:10:02.647543,K
16:10:02.647543,E
16:10:02.847043,U
16:10:02.878676,K
16:10:02.878676,E
16:10:02.893922,U
16:10:02.893922,S
16:10:03.081310,U
16:10:03.097448,K
16:10:03.097448,E
16:10:03.298427,U
16:10:03.298427,K
16:10:03.314348,E
16:10:03.314348,U
16:10:03.341484,S
16:10:03.531520,U
16:10:03.531520,K
16:10:03.547423,E
16:10:03.731752,U
16:10:03.747940,K
16:10:03.747940,E
16:10:03.773442,U
16:10:03.773442,S
16:10:03.964473,U
16:10:03.980241,K
16:10:03.980241,E
