# 20260130
# M15
# Calibrating in parallel with M2
# Channel 17 only

Timestamp,Log
16:46:33.446687,Tunto 24.26.1 for RX channel calibration.
16:46:33.914453,Tunto 24.26.2 for RX channel calibration.
16:46:34.381702,Tunto 24.26.3 for RX channel calibration.
16:46:34.836432,Tunto 24.26.4 for RX channel calibration.
16:46:35.291138,Tunto 24.26.5 for RX channel calibration.
16:46:35.744102,Tunto 24.26.6 for RX channel calibration.
16:46:36.209030,Tunto 24.26.7 for RX channel calibration.
16:46:36.681504,Tunto 24.26.8 for RX channel calibration.
16:46:37.145519,Tunto 24.26.9 for RX channel calibration.
16:46:37.607066,Tunto 24.26.10 for RX channel calibration.
16:46:38.070426,Tunto 24.26.11 for RX channel calibration.
16:46:38.520196,Tunto 24.26.12 for RX channel calibration.
16:46:38.978531,Tunto 24.26.13 for RX channel calibration.
16:46:39.445066,Tunto 24.26.14 for RX channel calibration.
16:46:39.898849,Tunto 24.26.15 for RX channel calibration.
16:46:53.167590,K
16:46:53.184479,E
16:46:53.382809,U
16:46:53.382809,K
16:46:53.403563,E
16:46:53.614640,U
16:46:53.614640,K
16:46:53.614640,E
16:46:53.783882,U
16:46:53.783882,S
16:46:53.820664,U
16:46:53.838151,K
16:46:53.839030,E
16:46:54.031473,U
16:46:54.047289,K
16:46:54.063398,E
16:46:54.217112,U
16:46:54.238076,S
16:46:54.268975,U
16:46:54.270183,K
16:46:54.286022,E
16:46:54.435391,U
16:46:54.451421,S
16:46:54.486280,U
16:46:54.486280,K
16:46:54.506043,E
16:46:54.714282,U
16:46:54.714282,K
16:46:54.714282,E
16:46:54.884176,U
16:46:54.884176,S
16:46:54.921834,U
16:46:54.939399,K
16:46:54.939399,E
16:46:55.148754,U
16:46:55.148754,K
16:46:55.164923,E
16:46:55.318693,U
16:46:55.339629,S
16:46:55.372268,U
16:46:55.372268,K
16:46:55.388449,E
16:46:55.581872,U
16:46:55.581872,K
16:46:55.597710,E
16:46:55.817342,U
16:46:55.817342,K
16:46:55.817342,E
16:46:56.027546,U
16:46:56.038812,K
16:46:56.038812,E
16:47:00.657980,U
16:47:00.657980,K
16:47:00.676182,E
16:47:00.870309,U
16:47:00.870309,K
16:47:00.886044,E
16:47:01.103187,U
16:47:01.103187,K
16:47:01.103187,E
16:47:01.315391,U
16:47:01.325584,K
16:47:01.325584,E
16:47:01.536542,U
16:47:01.552722,K
16:47:01.555470,E
16:47:01.753522,U
16:47:01.753522,K
16:47:01.774524,E
