# 20230817
# M2
# 8 MOhms resistor
# 100 Hz SCuM ADC sampling rate
# No averaging
# 50 nF capacitor
# Four-probe measurement gives 8.07 MOhms

Iteration,ADC output [LSB]
1,511
1,486
1,464
1,432
1,416
1,394
1,374
1,360
1,343
1,320
1,292
1,271
1,262
1,239
1,224
1,202
1,183
1,176
1,151
1,143
1,135
1,114
1,104
1,94
1,82
1,74
1,62
1,51
1,43
1,34
1,23
1,15
1,511
1,16
1,502
1,504
1,489
1,490
1,479
1,471
1,464
1,446
1,455
1,439
1,431
1,427
1,407
1,415
1,406
1,391
1,388
1,374
1,382
1,370
1,359
1,359
1,350
1,342
1,338
1,327
1,332
1,318
1,317
1,319
1,314
1,303
1,301
1,295
1,296
1,279
1,283
1,277
1,271
1,271
1,267
1,255
1,255
1,255
1,255
1,255
1,255
1,251
1,246
1,239
1,234
1,231
1,230
1,227
1,224
1,214
1,222
1,215
1,215
1,215
1,207
1,213
1,202
1,199
1,202
1,198
1,191
1,216
1,189
1,198
1,186
1,190
1,187
1,184
1,184
1,176
1,176
1,170
1,174
1,182
1,174
1,174
1,167
1,167
1,167
1,163
1,162
1,159
1,166
1,164
1,158
1,159
1,159
1,159
1,160
1,143
1,151
1,155
1,151
1,159
1,151
1,152
1,143
1,146
1,143
1,143
1,143
1,150
1,143
1,143
1,142
1,135
1,143
1,139
1,143
1,135
1,127
1,143
1,135
1,142
1,127
1,135
1,135
1,127
1,143
1,127
1,127
1,139
1,127
1,143
1,127
1,135
1,127
1,127
1,136
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,126
1,127
1,125
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,123
1,136
1,111
1,125
1,126
1,126
1,127
1,124
1,120
1,118
1,118
1,126
1,120
1,115
1,123
1,123
1,127
1,126
1,119
1,127
1,127
1,127
1,126
1,122
1,120
1,112
1,115
1,118
1,120
1,119
1,120
1,118
1,117
1,119
1,122
1,119
1,126
1,119
1,120
1,115
1,112
1,118
1,119
1,120
1,118
1,119
1,122
1,116
1,111
1,119
1,119
1,126
1,119
1,119
1,123
1,120
1,119
1,119
1,118
1,119
1,118
1,118
1,114
1,111
1,126
1,119
1,119
1,126
1,124
1,122
1,114
1,117
1,122
1,115
1,119
1,116
1,114
1,114
1,111
1,126
1,119
1,119
1,124
1,119
1,126
1,116
1,119
1,124
1,118
1,121
1,119
1,119
1,123
1,115
1,124
1,120
1,111
1,126
1,114
1,119
1,120
1,111
1,124
1,111
1,119
1,120
1,114
1,115
1,111
1,127
1,126
1,119
1,119
1,113
1,119
1,119
1,120
1,119
1,119
1,119
1,116
1,111
1,123
1,120
1,111
1,120
1,118
1,126
1,119
1,119
1,119
1,119
1,124
1,114
1,114
1,111
1,119
1,126
1,120
1,111
1,119
1,119
1,122
1,112
1,111
1,122
1,111
1,122
1,115
1,119
1,125
1,116
1,115
1,120
1,111
1,119
1,117
1,119
1,114
1,111
1,120
1,111
1,120
1,112
1,111
1,127
1,122
1,118
1,127
1,120
1,115
1,116
1,118
1,114
1,111
1,119
1,119
1,119
1,119
1,115
1,119
1,118
1,119
1,119
1,119
1,124
1,112
1,111
1,119
1,119
1,119
1,118
1,119
1,119
1,122
1,119
1,119
1,125
1,120
1,112
1,111
1,119
1,119
1,119
1,119
1,127
1,126
1,118
1,118
1,111
1,122
1,111
1,111
1,119
1,118
1,122
1,114
1,111
1,126
1,114
1,120
1,111
1,118
1,119
1,119
1,122
1,111
1,118
1,119
1,119
1,127
1,119
1,119
1,123
1,120
1,118
1,115
1,114
1,115
1,118
1,124
1,111
1,119
1,119
1,119
1,126
1,119
1,119
1,123
1,119
1,123
1,118
1,111
1,126
1,114
1,111
1,119
1,117
1,119
1,119
1,115
1,116
1,111
1,112
1,110
1,114
1,114
1,111
1,126
1,119
1,119
1,119
1,120
1,111
1,120
1,111
1,119
1,119
1,126
1,118
1,114
1,115
1,114
1,111
1,117
1,111
1,120
1,111
1,126
1,119
1,118
1,118
1,113
1,118
1,112
1,107
1,119
1,111
1,120
1,111
1,118
1,118
1,112
1,114
1,114
1,111
1,122
1,111
1,119
1,118
1,114
1,118
1,111
1,122
1,112
1,111
1,122
1,114
1,113
1,110
1,114
1,115
1,111
1,117
1,111
1,119
1,122
1,111
1,119
1,117
1,115
1,120
1,114
1,111
1,120
1,111
1,111
1,118
1,112
1,111
1,119
1,120
1,111
1,119
1,120
1,111
2,501
2,480
2,454
2,438
2,416
2,386
2,366
2,352
2,330
2,307
