# 20230831
# M2
# 22 kOhms resistor
# 100 Hz SCuM ADC sampling rate
# No averaging
# 2.1 uF capacitor
# Four-probe measurement gives 22.00 kOhms

Iteration,ADC output [LSB]
1,1014
1,834
1,684
1,564
1,491
1,424
1,368
1,318
1,287
1,254
1,226
1,206
1,191
1,178
1,159
1,159
1,146
1,127
1,131
1,127
1,127
1,127
1,127
1,120
1,112
1,111
1,119
1,118
1,112
1,107
1,111
1,111
1,111
1,111
1,111
1,112
1,106
1,107
1,103
1,111
1,116
1,109
1,116
1,111
1,112
1,103
1,111
1,111
1,111
1,112
1,106
1,111
1,111
1,111
1,111
1,118
1,107
1,110
1,112
1,103
1,111
1,111
1,111
1,114
1,108
1,111
1,111
1,111
1,114
1,111
1,111
1,112
1,106
1,106
1,110
1,111
1,111
1,114
1,103
1,111
1,112
1,107
1,111
1,111
1,112
1,108
1,105
1,107
1,110
1,106
1,111
1,111
1,111
1,114
1,106
1,103
1,111
1,118
1,110
1,111
1,111
1,114
1,103
1,109
1,111
1,111
1,112
1,101
1,107
1,111
1,108
1,111
1,111
1,116
1,108
1,103
1,107
1,111
1,111
1,111
1,112
1,101
1,111
1,112
1,103
1,111
1,111
1,111
1,111
1,112
1,103
1,111
1,115
1,111
1,111
1,111
1,112
1,99
1,103
1,111
1,109
1,109
1,111
1,111
1,111
1,112
1,103
1,111
1,112
1,101
1,105
1,106
1,111
1,103
1,110
1,111
1,111
1,111
1,112
1,110
1,111
1,111
1,111
1,111
1,110
1,111
1,111
1,106
1,110
1,111
1,112
1,99
1,103
1,110
1,111
1,111
1,112
1,103
1,111
1,111
1,112
1,101
1,110
1,107
1,103
1,111
1,112
1,106
1,106
1,109
1,107
1,112
1,104
1,103
1,109
1,110
1,111
1,106
1,103
1,111
1,111
1,110
1,111
1,111
1,109
1,111
1,108
1,107
1,111
1,114
1,104
1,106
1,103
1,111
1,112
1,103
1,109
1,111
1,110
1,103
1,104
1,103
1,103
1,110
1,103
1,110
1,108
1,103
1,111
1,111
1,112
1,95
1,111
1,111
1,111
1,113
1,103
1,111
1,116
1,104
1,103
1,111
1,117
1,103
1,109
1,111
1,111
1,127
1,111
1,109
1,107
1,111
1,111
1,111
1,111
1,103
1,111
1,112
1,99
1,111
1,103
1,109
1,110
1,110
1,111
1,111
1,111
1,111
1,111
1,111
1,111
1,111
1,111
1,116
1,103
1,109
1,111
1,111
1,111
1,111
1,103
1,111
1,111
1,111
1,111
1,112
1,99
1,104
1,104
1,103
1,111
1,111
1,116
1,103
1,111
1,112
1,102
1,102
1,107
1,103
1,111
1,110
1,111
1,111
1,111
1,113
1,111
1,109
1,111
1,111
1,116
1,103
1,110
1,110
1,110
1,109
1,107
1,106
1,110
1,103
1,108
1,111
1,111
1,111
1,111
1,111
1,111
1,111
1,110
1,107
1,103
1,111
1,111
1,107
1,103
1,111
1,111
1,111
1,111
1,111
1,114
1,103
1,111
1,103
1,108
1,103
1,112
1,103
1,110
1,111
1,112
1,106
1,103
1,111
1,108
1,103
1,111
1,111
1,114
1,101
1,107
1,107
1,107
1,105
1,108
1,103
1,111
1,111
1,111
1,115
1,107
1,111
1,111
1,111
1,107
1,111
1,111
1,111
1,105
1,103
1,111
1,110
1,111
2,991
2,823
2,680
2,559
2,486
2,415
2,366
2,319
2,280
2,241
2,223
2,207
2,187
2,171
2,159
2,151
2,143
2,135
2,127
2,127
2,127
2,127
2,126
2,124
2,119
2,119
2,116
2,112
2,103
2,111
2,117
2,111
2,111
2,112
2,103
2,111
2,111
2,111
2,111
2,111
2,107
2,110
2,106
2,107
2,103
2,111
2,111
2,113
2,111
2,111
2,114
2,103
2,111
2,112
2,100
2,107
2,110
2,110
2,111
2,111
2,111
2,111
2,111
2,111
2,111
2,111
2,110
2,107
2,103
2,110
2,108
2,107
2,110
2,111
2,110
2,110
2,110
2,103
2,109
2,108
2,96
2,103
2,103
2,111
2,111
2,111
2,111
2,111
2,112
2,104
2,104
2,101
2,110
2,107
2,111
2,112
2,103
2,111
2,111
2,111
2,111
2,112
2,103
2,111
2,111
2,111
2,106
2,105
2,106
2,106
2,104
2,106
2,102
2,105
2,108
2,103
2,111
2,111
2,112
2,105
2,107
2,110
2,111
2,111
2,111
2,107
2,110
2,109
2,111
2,111
2,111
2,110
2,110
2,103
2,110
2,110
2,106
2,111
2,111
2,116
2,107
2,109
2,110
2,103
2,112
2,108
2,110
2,107
2,111
2,111
2,111
2,116
2,104
2,104
2,103
2,107
2,101
2,103
2,111
2,111
2,111
2,111
2,111
2,111
2,111
2,111
2,111
2,111
2,112
2,103
2,110
2,111
2,111
2,111
2,111
2,111
2,112
2,108
2,103
2,111
2,111
2,110
2,107
2,112
2,103
2,110
2,111
2,111
2,114
2,107
2,109
2,110
2,108
2,111
2,111
2,111
2,111
2,111
2,111
2,107
2,107
2,111
2,114
2,109
2,110
2,103
2,110
2,103
2,111
2,111
2,103
2,108
2,111
2,111
2,107
2,110
2,107
2,111
2,111
2,107
2,111
2,115
2,106
2,103
2,107
2,110
2,108
2,111
2,111
2,107
2,110
2,111
3,975
3,812
3,671
3,557
3,480
3,407
3,363
3,307
3,278
3,245
3,223
3,206
3,184
3,170
3,159
3,155
3,139
3,131
3,127
3,127
3,127
3,127
3,127
3,126
3,119
3,117
3,112
3,111
3,116
3,104
3,110
3,110
3,112
3,106
3,111
3,111
3,112
3,104
3,106
3,108
3,111
3,114
3,103
3,109
3,111
3,111
3,111
3,111
3,111
3,111
3,111
3,111
3,103
3,111
3,111
3,111
3,111
3,111
3,105
3,106
3,105
3,106
3,103
3,111
3,118
3,110
3,107
3,111
3,111
3,111
3,117
3,103
3,109
3,103
3,110
3,104
3,103
3,107
3,111
3,111
3,111
3,109
3,111
3,111
3,114
3,103
3,111
3,116
3,107
3,103
3,111
3,110
3,111
3,115
3,111
3,109
3,111
3,111
3,110
3,107
3,111
3,111
3,111
3,111
3,111
3,111
3,111
3,111
3,106
3,103
3,107
3,111
3,112
3,101
3,107
3,110
3,110
3,108
