# 20230817
# M2
# 4.7 MOhms resistor
# 100 Hz SCuM ADC sampling rate
# No averaging
# 50 nF capacitor
# Four-probe measurement gives 4.67 MOhms

Iteration,ADC output [LSB]
1,511
1,490
1,446
1,412
1,368
1,327
1,304
1,268
1,238
1,211
1,178
1,152
1,127
1,111
1,94
1,70
1,54
1,36
1,15
1,511
1,511
1,510
1,481
1,463
1,456
1,434
1,423
1,410
1,399
1,394
1,371
1,369
1,352
1,342
1,340
1,320
1,319
1,314
1,295
1,295
1,287
1,286
1,271
1,263
1,263
1,250
1,255
1,247
1,239
1,240
1,219
1,227
1,219
1,216
1,209
1,199
1,207
1,199
1,191
1,199
1,191
1,191
1,191
1,184
1,183
1,177
1,167
1,168
1,162
1,162
1,159
1,165
1,159
1,159
1,163
1,150
1,151
1,151
1,143
1,151
1,143
1,147
1,144
1,133
1,143
1,139
1,135
1,139
1,127
1,143
1,135
1,127
1,143
1,127
1,142
1,127
1,127
1,133
1,126
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,125
1,127
1,127
1,126
1,127
1,127
1,127
1,127
1,126
1,127
1,127
1,127
1,127
1,126
1,126
1,122
1,119
1,123
1,124
1,125
1,119
1,119
1,126
1,119
1,127
1,122
1,118
1,119
1,119
1,126
1,120
1,119
1,122
1,115
1,123
1,119
1,119
1,120
1,111
1,123
1,118
1,120
1,114
1,111
1,124
1,113
1,112
1,110
1,118
1,120
1,111
1,118
1,118
1,111
1,122
1,114
1,107
1,119
1,112
1,111
1,117
1,114
1,112
1,111
1,124
1,112
1,103
1,114
1,110
1,117
1,111
1,119
1,119
1,111
1,122
1,111
1,111
1,119
1,115
1,115
1,111
1,114
1,111
1,111
1,119
1,112
1,111
1,124
1,114
1,111
1,114
1,111
1,119
1,113
1,111
1,111
1,119
1,124
1,111
1,117
1,114
1,111
1,119
1,116
1,111
1,111
1,114
1,116
1,111
1,117
1,111
1,111
1,119
1,114
1,111
1,119
1,111
1,119
1,111
1,113
1,112
1,106
1,112
1,103
1,111
1,115
