Number of rows,Number of columns,Number of iterations
1,9,199
1,9,268
1,9,215
1,9,109
1,9,257
1,9,216
1,9,267
1,9,200
1,9,287
1,9,216
1,9,256
1,9,252
1,9,275
1,9,299
1,9,247
1,9,112
1,9,208
1,9,255
1,9,235
1,9,240
1,9,252
1,9,229
1,9,210
1,9,229
1,9,234
1,9,71
1,9,208
1,9,209
1,9,249
1,9,157
1,9,205
1,9,121
1,9,201
1,9,271
1,9,182
1,9,271
1,9,276
1,9,271
1,9,58
1,9,191
1,9,285
1,9,301
1,9,306
1,9,262
1,9,203
1,9,48
1,9,197
1,9,174
1,9,248
1,9,285
1,9,294
1,10,264
1,10,338
1,10,386
1,10,119
1,10,354
1,10,413
1,10,115
1,10,406
1,10,395
1,10,381
1,10,308
1,10,242
1,10,263
1,10,323
1,10,401
1,10,342
1,10,455
1,10,407
1,10,296
1,10,217
1,10,130
1,10,346
1,10,377
1,10,316
1,10,268
1,10,147
1,10,95
1,10,338
1,10,262
1,10,287
1,10,403
1,10,336
1,10,80
1,10,335
1,10,351
1,10,292
1,10,289
1,10,231
1,10,117
1,10,376
1,10,233
1,10,275
1,10,194
1,10,298
1,10,313
1,10,349
1,10,280
1,10,347
1,10,331
1,10,202
1,10,345
1,10,229
1,10,336
1,10,59
1,10,332
1,10,437
1,10,376
1,10,361
1,10,341
1,10,320
1,10,318
1,10,364
1,10,392
1,10,289
1,10,386
1,10,347
1,10,338
1,10,355
1,10,268
1,10,290
1,10,266
1,10,339
1,10,384
1,10,260
1,10,389
1,10,388
1,10,378
1,10,381
1,10,333
1,10,288
1,10,186
1,10,287
1,10,363
1,10,357
1,10,315
1,10,57
1,10,400
1,10,313
1,10,298
1,10,234
1,10,183
1,10,351
1,10,282
1,10,417
1,10,405
1,10,297
1,10,259
1,10,416
1,10,325
1,10,299
1,11,464
1,11,388
1,11,420
1,11,281
1,11,359
1,11,270
1,11,445
1,11,412
1,11,427
1,11,388
1,11,501
1,11,510
1,11,462
1,11,463
1,11,175
1,11,462
1,11,348
1,11,380
1,11,411
1,11,397
1,11,357
1,11,480
1,11,391
1,11,393
1,11,323
1,11,476
1,11,362
1,11,531
1,11,451
1,11,322
1,11,355
1,11,494
1,11,213
1,11,308
1,11,400
1,11,269
1,11,487
1,11,264
1,11,213
1,11,555
1,11,551
1,11,391
1,11,319
1,11,452
1,11,487
1,11,299
1,11,154
1,11,371
1,11,494
1,11,442
1,11,440
1,11,310
1,11,390
1,11,475
1,11,531
1,11,366
1,11,452
1,11,458
1,11,365
1,11,480
1,11,357
1,11,247
1,11,147
1,11,330
1,11,338
1,11,532
1,11,411
1,11,404
1,11,391
1,11,147
1,11,426
1,11,438
1,11,61
1,11,433
1,11,416
1,11,308
1,11,473
1,11,145
1,11,402
1,11,469
1,11,422
1,11,479
1,11,296
1,11,381
1,11,459
1,11,469
1,11,479
1,11,406
1,11,315
1,11,445
1,11,290
1,11,237
1,11,352
1,11,468
1,11,123
1,11,441
1,11,562
1,11,416
1,11,434
1,11,61
1,12,472
1,12,362
1,12,505
1,12,454
1,12,431
1,12,681
1,12,554
1,12,249
1,12,617
1,12,408
1,12,490
1,12,543
1,12,599
1,12,642
1,12,348
1,12,405
1,12,678
1,12,534
1,12,572
1,12,402
1,12,480
1,12,521
1,12,564
1,12,396
1,12,217
1,12,638
1,12,197
1,12,675
1,12,151
1,12,415
1,12,678
1,12,493
1,12,672
1,12,590
1,12,654
1,12,535
1,12,438
1,12,378
1,12,377
1,12,628
1,12,548
1,12,515
1,12,165
1,12,538
1,12,631
1,12,452
1,12,436
1,12,177
1,12,653
1,12,651
1,12,492
1,12,673
1,12,578
1,12,624
1,12,285
1,12,309
1,12,473
1,12,598
1,12,509
1,12,389
1,12,408
1,12,576
1,12,673
1,12,405
1,12,602
1,12,565
1,12,473
1,12,427
1,12,279
1,12,204
1,12,528
1,12,190
1,12,595
1,12,477
1,12,627
1,12,454
1,12,357
1,12,399
1,12,648
1,12,646
1,12,417
1,12,498
1,12,609
1,12,572
1,12,412
1,12,516
1,12,538
1,12,564
1,12,449
1,12,321
1,12,450
1,12,572
1,12,539
1,12,734
1,12,601
1,12,163
1,12,495
1,12,537
1,12,561
1,12,661
1,13,737
1,13,609
1,13,631
1,13,393
1,13,716
1,13,264
1,13,828
1,13,748
1,13,637
1,13,563
1,13,745
1,13,739
1,13,461
1,13,698
1,13,204
1,13,730
1,13,789
1,13,799
1,13,890
1,13,439
1,13,727
1,13,767
1,13,628
1,13,784
1,13,236
1,13,553
1,13,665
1,13,794
1,13,585
1,13,797
1,13,718
1,13,546
1,13,379
1,13,694
1,13,570
1,13,722
1,13,683
1,13,351
1,13,767
1,13,668
1,13,735
1,13,586
1,13,211
1,13,776
1,13,307
1,13,529
1,13,792
1,13,534
1,13,731
1,13,850
1,13,787
1,13,627
1,13,830
1,13,654
1,13,735
1,13,725
1,13,376
1,13,137
1,13,629
1,13,799
1,13,344
1,13,796
1,13,420
1,13,602
1,13,392
1,13,185
1,13,580
1,13,686
1,13,641
1,13,642
1,13,607
1,13,668
1,13,626
1,13,751
1,13,728
1,13,846
1,13,659
1,13,753
1,13,748
1,13,572
1,13,533
1,13,530
1,13,415
1,13,607
1,13,549
1,13,726
1,13,635
1,13,653
1,13,733
1,13,601
1,13,583
1,13,814
1,13,762
1,13,550
1,13,634
1,13,538
1,13,733
1,13,744
1,13,621
1,13,240
1,14,842
1,14,580
1,14,499
1,14,662
1,14,509
1,14,496
1,14,466
1,14,731
1,14,852
1,14,731
1,14,850
1,14,792
1,14,802
1,14,819
1,14,899
1,14,1079
1,14,894
1,14,1017
1,14,758
1,14,537
1,14,549
1,14,883
1,14,480
1,14,386
1,14,869
1,14,930
1,14,738
1,14,954
1,14,1006
1,14,860
1,14,794
1,14,910
1,14,907
1,14,250
1,14,686
1,14,1019
1,14,800
1,14,909
1,14,684
1,14,741
1,14,928
1,14,296
1,14,481
1,14,895
1,14,906
1,14,416
1,14,933
1,14,284
1,14,640
1,14,827
1,14,758
1,14,866
1,14,280
1,14,788
1,14,905
1,14,965
1,14,964
1,14,1095
1,14,473
1,14,739
1,14,851
1,14,852
1,14,853
1,14,612
1,14,324
1,14,924
1,14,942
1,14,516
1,14,630
1,14,991
1,14,423
1,14,925
1,14,800
1,14,794
1,14,271
1,14,666
1,14,869
1,14,928
1,14,263
1,14,846
1,14,843
1,14,796
1,14,511
1,14,831
1,14,612
1,14,361
1,14,254
1,14,246
1,14,317
1,14,650
1,14,769
1,14,989
1,14,792
1,14,846
1,14,759
1,14,895
1,14,982
1,14,870
1,14,658
1,14,554
1,15,272
1,15,1075
1,15,906
1,15,145
1,15,714
1,15,227
1,15,1050
1,15,1287
1,15,781
1,15,1103
1,15,1164
1,15,1036
1,15,716
1,15,1049
1,15,368
1,15,1016
1,15,732
1,15,324
1,15,1278
1,15,1077
1,15,1153
1,15,406
1,15,554
1,15,866
1,15,1139
1,15,1109
1,15,967
1,15,1091
1,15,1221
1,15,1278
1,15,1123
1,15,1230
1,15,766
1,15,869
1,15,1131
1,15,747
1,15,1176
1,15,1104
1,15,914
1,15,920
1,15,1098
1,15,1015
1,15,1299
1,15,345
1,15,629
1,15,866
1,15,960
1,15,1152
1,15,1053
1,15,1289
1,15,594
1,15,360
1,15,594
1,15,818
1,15,898
1,15,894
1,15,1279
1,15,1141
1,15,908
1,15,624
1,15,1310
1,15,896
1,15,1163
1,15,604
1,15,1170
1,15,800
1,15,869
1,15,1048
1,15,544
1,15,1187
1,15,933
1,15,1026
1,15,691
1,15,673
1,15,815
1,15,1049
1,15,867
1,15,1167
1,15,1059
1,15,1171
1,15,917
1,15,836
1,15,669
1,15,918
1,15,843
1,15,967
1,15,1352
1,15,159
1,15,970
1,15,412
1,15,971
1,15,779
1,15,1339
1,15,1008
1,15,799
1,15,1126
1,15,1297
1,15,1228
1,15,959
1,15,1092
1,16,984
1,16,446
1,16,639
1,16,1431
1,16,266
1,16,1196
1,16,1575
1,16,1274
1,16,1347
1,16,1378
1,16,1412
1,16,1450
1,16,542
1,16,1528
1,16,1352
1,16,949
1,16,1410
1,16,1085
1,16,785
1,16,1210
1,16,1034
1,16,1511
1,16,1187
1,16,1279
1,16,1493
1,16,906
1,16,1535
1,16,1412
1,16,1385
1,16,408
1,16,1524
1,16,977
1,16,263
1,16,910
1,16,1244
1,16,364
1,16,465
1,16,1382
1,16,921
1,16,711
1,16,1399
1,16,1074
1,16,1340
1,16,695
1,16,1377
1,16,551
1,16,672
1,16,1478
1,16,1179
1,16,1369
1,16,487
1,16,917
1,16,501
1,16,1386
1,16,764
1,16,479
1,16,1195
1,16,554
1,16,1583
1,16,1028
1,16,1464
1,16,1085
1,16,378
1,16,251
1,16,1600
1,16,1041
1,16,1243
1,16,1441
1,16,1054
1,16,1091
1,16,402
1,16,1420
1,16,1424
1,16,1296
1,16,667
1,16,403
1,16,797
1,16,1503
1,16,1333
1,16,1211
1,16,372
1,16,1312
1,16,1512
1,16,728
1,16,1082
1,16,1168
1,16,1063
1,16,1104
1,16,1177
1,16,1122
1,16,704
1,16,1469
1,16,1387
1,16,1145
1,16,1526
1,16,630
1,16,882
1,16,1218
1,16,847
1,16,1402
1,17,1074
1,17,1402
1,17,725
1,17,1276
1,17,1051
1,17,1467
1,17,1143
1,17,1512
1,17,1498
1,17,476
1,17,1515
1,17,1347
1,17,1528
1,17,584
1,17,1477
1,17,505
1,17,1531
1,17,1506
1,17,1448
1,17,1701
1,17,548
1,17,1340
1,17,1386
1,17,1336
1,17,1523
1,17,1618
1,17,1269
1,17,1565
1,17,1860
1,17,406
1,17,839
1,17,1278
1,17,548
1,17,1349
1,17,385
1,17,1675
1,17,1277
1,17,493
1,17,638
1,17,1803
1,17,1094
1,17,1287
1,17,1549
1,17,897
1,17,966
1,17,244
1,17,1730
1,17,1705
1,17,1734
1,17,1240
1,17,1479
1,17,1433
1,17,761
1,17,1418
1,17,1608
1,17,1276
1,17,1004
1,17,1339
1,17,1556
1,17,934
1,17,1355
1,17,834
1,17,1347
1,17,1320
1,17,1616
1,17,631
1,17,503
1,17,990
1,17,1276
1,17,1227
1,17,983
1,17,762
1,17,509
1,17,1403
1,17,1515
1,17,339
1,17,1254
1,17,1753
1,17,1017
1,17,1404
1,17,658
1,17,1184
1,17,1381
1,17,931
1,17,1278
1,17,1410
1,17,764
1,17,871
1,17,1680
1,17,1136
1,17,1446
1,17,1156
1,17,1167
1,17,1015
1,17,510
1,17,1697
1,17,1408
1,17,770
1,17,994
1,17,1558
1,18,1947
1,18,1943
1,18,2209
1,18,2021
1,18,1516
1,18,230
1,18,1939
1,18,2004
1,18,1770
1,18,1604
1,18,1699
1,18,818
1,18,1377
1,18,1960
1,18,1057
1,18,1727
1,18,685
1,18,1966
1,18,1267
1,18,2043
1,18,932
1,18,2026
1,18,890
1,18,1088
1,18,1345
1,18,1772
1,18,477
1,18,1401
1,18,1796
1,18,2077
1,18,585
1,18,1726
1,18,1929
1,18,1094
1,18,1987
1,18,1644
1,18,1489
1,18,799
1,18,873
1,18,1721
1,18,934
1,18,2219
1,18,1389
1,18,1815
1,18,1738
1,18,2476
1,18,1991
1,18,1516
1,18,1709
1,18,538
1,18,764
1,18,2092
1,18,1789
1,18,1965
1,18,1753
1,18,1865
1,18,1751
1,18,1350
1,18,1892
1,18,1357
1,18,1935
1,18,2283
1,18,1819
1,18,1786
1,18,1900
1,18,442
1,18,1175
1,18,1565
1,18,1848
1,18,514
1,18,1781
1,18,1688
1,18,1151
1,18,664
1,18,1458
1,18,929
1,18,1488
1,18,2170
1,18,1536
1,18,1633
1,18,1316
1,18,1845
1,18,1106
1,18,665
1,18,1667
1,18,1438
1,18,2068
1,18,1480
1,18,1601
1,18,1359
1,18,1177
1,18,1537
1,18,1858
1,18,1850
1,18,620
1,18,2119
1,18,572
1,18,1131
1,18,1525
1,18,1614
1,19,686
1,19,2070
1,19,1922
1,19,966
1,19,599
1,19,725
1,19,2473
1,19,496
1,19,717
1,19,2423
1,19,1530
1,19,2249
1,19,1198
1,19,2068
1,19,1319
1,19,1517
1,19,2145
1,19,1092
1,19,1806
1,19,1650
1,19,1562
1,19,2185
1,19,1645
1,19,689
1,19,529
1,19,1197
1,19,1730
1,19,300
1,19,1401
1,19,2155
1,19,815
1,19,1581
1,19,1406
1,19,2190
1,19,1128
1,19,1683
1,19,1713
1,19,1296
1,19,2139
1,19,1543
1,19,2127
1,19,1863
1,19,1682
1,19,1062
1,19,1884
1,19,733
1,19,2190
1,19,610
1,19,1878
1,19,1966
1,19,2154
1,19,1956
1,19,1618
1,19,1160
1,19,1743
1,19,1533
1,19,1011
1,19,2443
1,19,1659
1,19,2239
1,19,1880
1,19,1629
1,19,1529
1,19,1666
1,19,532
1,19,408
1,19,2184
1,19,1260
1,19,1957
1,19,699
1,19,2239
1,19,2371
1,19,1266
1,19,2184
1,19,2238
1,19,307
1,19,1479
1,19,2236
1,19,1664
1,19,2104
1,19,2510
1,19,2059
1,19,1302
1,19,1148
1,19,1746
1,19,499
1,19,673
1,19,2103
1,19,2000
1,19,1909
1,19,854
1,19,1315
1,19,2065
1,19,2105
1,19,955
1,19,2009
1,19,2338
1,19,2000
1,19,1404
1,19,2014
1,20,2739
1,20,2580
1,20,2865
1,20,2049
1,20,2119
1,20,1801
1,20,745
1,20,1493
1,20,2514
1,20,1648
1,20,1926
1,20,2760
1,20,2157
1,20,1983
1,20,1164
1,20,2363
1,20,1621
1,20,1130
1,20,2350
1,20,1810
1,20,2405
1,20,709
1,20,2374
1,20,2310
1,20,2129
1,20,1768
1,20,1316
1,20,2427
1,20,1740
1,20,2048
1,20,2707
1,20,1663
1,20,2429
1,20,1477
1,20,1623
1,20,2477
1,20,2265
1,20,2155
1,20,1806
1,20,2140
1,20,2080
1,20,1971
1,20,2142
1,20,2315
1,20,2330
1,20,2741
1,20,2202
1,20,2510
1,20,2627
1,20,1997
1,20,752
1,20,871
1,20,1659
1,20,1734
1,20,2488
1,20,2407
1,20,2761
1,20,2173
1,20,2052
1,20,2546
1,20,2144
1,20,2591
1,20,2767
1,20,2452
1,20,2314
1,20,1633
1,20,2612
1,20,2808
1,20,1107
1,20,2130
1,20,1881
1,20,2371
1,20,2370
1,20,1979
1,20,2447
1,20,1966
1,20,2028
1,20,1348
1,20,2685
1,20,1360
1,20,1489
1,20,2954
1,20,2032
1,20,2405
1,20,682
1,20,928
1,20,1574
1,20,3014
1,20,1405
1,20,2538
1,20,2503
1,20,1752
1,20,978
1,20,1548
1,20,687
1,20,2543
1,20,2405
1,20,453
1,20,1938
1,20,2024
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,2,6
2,2,5
2,2,6
2,2,6
2,2,4
2,2,4
2,2,5
2,2,5
2,2,4
2,2,6
2,2,4
2,2,4
2,2,7
2,2,6
2,2,8
2,2,4
2,2,4
2,2,8
2,2,6
2,2,4
2,2,4
2,2,4
2,2,11
2,2,5
2,2,5
2,2,5
2,2,6
2,2,4
2,2,3
2,2,4
2,2,5
2,2,11
2,2,4
2,2,5
2,2,7
2,2,4
2,2,7
2,2,4
2,2,6
2,2,4
2,2,4
2,2,5
2,2,4
2,2,9
2,2,6
2,2,4
2,2,6
2,2,7
2,2,6
2,2,6
2,2,5
2,2,8
2,2,7
2,2,6
2,2,10
2,2,5
2,2,6
2,2,6
2,2,7
2,2,4
2,2,4
2,2,4
2,2,6
2,2,4
2,2,7
2,2,10
2,2,6
2,2,4
2,2,7
2,2,4
2,2,6
2,2,4
2,2,4
2,2,5
2,2,7
2,2,6
2,2,9
2,2,7
2,2,5
2,2,5
2,2,6
2,2,5
2,2,6
2,2,5
2,2,5
2,2,4
2,2,4
2,2,4
2,2,13
2,2,4
2,2,6
2,2,4
2,2,4
2,2,5
2,2,7
2,2,5
2,2,8
2,2,6
2,2,11
2,2,6
2,3,30
2,3,27
2,3,25
2,3,26
2,3,24
2,3,18
2,3,13
2,3,29
2,3,29
2,3,29
2,3,13
2,3,28
2,3,30
2,3,27
2,3,15
2,3,17
2,3,19
2,3,17
2,3,14
2,3,25
2,3,23
2,3,30
2,3,25
2,3,27
2,3,17
2,3,26
2,3,24
2,3,23
2,3,16
2,3,28
2,3,12
2,3,33
2,3,32
2,3,28
2,3,24
2,3,22
2,3,16
2,3,26
2,3,13
2,3,14
2,3,19
2,3,30
2,3,24
2,3,14
2,3,24
2,3,24
2,3,22
2,3,27
2,3,24
2,3,28
2,3,28
2,3,27
2,3,28
2,3,27
2,3,31
2,3,20
2,3,27
2,3,26
2,3,28
2,3,30
2,3,22
2,3,28
2,3,25
2,3,26
2,3,27
2,3,27
2,3,11
2,3,26
2,3,14
2,3,13
2,3,33
2,3,24
2,3,24
2,3,24
2,3,28
2,3,31
2,3,14
2,3,29
2,3,27
2,3,23
2,3,27
2,3,19
2,3,25
2,3,12
2,3,14
2,3,26
2,3,26
2,3,32
2,3,26
2,3,20
2,3,21
2,3,25
2,3,15
2,3,26
2,3,23
2,3,28
2,3,29
2,3,24
2,3,31
2,3,23
2,4,83
2,4,58
2,4,56
2,4,87
2,4,73
2,4,66
2,4,69
2,4,45
2,4,76
2,4,76
2,4,75
2,4,64
2,4,87
2,4,70
2,4,89
2,4,81
2,4,89
2,4,95
2,4,59
2,4,80
2,4,75
2,4,61
2,4,26
2,4,76
2,4,70
2,4,66
2,4,86
2,4,39
2,4,56
2,4,81
2,4,83
2,4,58
2,4,56
2,4,76
2,4,70
2,4,66
2,4,36
2,4,46
2,4,48
2,4,85
2,4,51
2,4,72
2,4,36
2,4,73
2,4,64
2,4,81
2,4,75
2,4,80
2,4,88
2,4,69
2,4,82
2,4,75
2,4,77
2,4,73
