Number of rows,Number of columns,Number of iterations
7,8,2212
7,8,1907
7,8,2344
7,8,1044
7,8,1006
7,8,2549
7,8,1996
7,8,1573
7,8,2165
7,8,1797
7,8,2671
7,8,1939
7,8,1114
7,8,2263
7,8,1730
7,8,2149
7,8,1800
7,8,1302
7,8,1223
7,8,1747
7,8,979
7,8,2065
7,8,990
7,8,1777
7,8,2635
7,8,1788
7,8,1530
7,8,2379
7,8,1476
7,8,2224
7,8,1833
7,8,2708
7,8,1961
7,8,2375
7,8,1602
7,8,1156
7,8,2048
7,8,2069
7,8,1750
7,8,1284
7,8,1735
7,8,1972
7,8,1389
7,8,1634
7,8,1671
7,8,2836
7,8,1674
7,8,1822
7,8,1382
7,8,1731
7,8,1946
7,8,1820
7,8,1374
7,8,2119
7,8,2032
7,8,2008
7,8,1616
7,8,1805
7,8,2394
7,8,2338
7,8,1227
7,8,1368
7,8,2530
7,8,2479
7,8,1031
7,8,1925
7,8,1961
7,8,2017
7,8,1705
7,8,1446
7,8,2099
7,8,2744
7,8,2582
7,8,1416
7,8,1322
7,8,2223
7,8,2374
7,8,2276
7,8,1552
7,8,2091
7,8,1890
7,8,1918
7,8,1984
7,8,1561
7,8,1079
7,8,2145
7,8,2139
7,8,2467
7,8,2047
7,8,2185
7,8,2208
7,8,1715
7,8,2391
7,8,2036
7,8,847
7,8,2067
7,8,1604
7,8,2115
7,8,2296
7,8,1593
7,9,1817
7,9,1164
7,9,3415
7,9,2186
7,9,1535
7,9,2082
7,9,2238
7,9,1821
7,9,1590
7,9,1433
7,9,2913
7,9,2311
7,9,3044
7,9,1366
7,9,2907
7,9,2003
7,9,2965
7,9,2125
7,9,2410
7,9,1760
7,9,3145
7,9,1856
7,9,2928
7,9,2904
7,9,2129
7,9,2779
7,9,1326
7,9,1844
7,9,2693
7,9,3361
7,9,3323
7,9,3578
7,9,2569
7,9,1092
7,9,1371
7,9,3672
7,9,3238
7,9,2145
7,9,3335
7,9,2354
7,9,1941
7,9,3057
7,9,2938
7,9,1667
7,9,3317
7,9,2401
7,9,1710
7,9,2708
7,9,3335
7,9,2470
7,9,3282
7,9,1640
7,9,2076
7,9,2212
7,9,2050
7,9,2266
7,9,3020
7,9,3320
7,9,2911
7,9,3717
7,9,3367
7,9,2149
7,9,3613
7,9,2955
7,9,2889
7,9,3343
7,9,2633
7,9,3229
7,9,2786
7,9,3348
7,9,3508
7,9,1577
7,9,1942
7,9,2210
7,9,1311
7,9,2883
7,9,1954
7,9,3277
7,9,2750
7,9,3483
7,9,3070
7,9,3436
7,9,3283
7,9,2333
7,9,2571
7,9,1410
7,9,2746
7,9,2891
7,9,2489
7,9,3098
7,9,3233
7,9,1754
7,9,1271
7,9,2763
7,9,1251
7,9,1601
7,9,1649
7,9,3210
7,9,2987
7,9,1030
7,10,3465
7,10,3899
7,10,1733
7,10,3843
7,10,3064
7,10,4174
7,10,1749
7,10,3846
7,10,4184
7,10,3674
7,10,3874
7,10,2131
7,10,2905
7,10,1510
7,10,4858
7,10,4269
7,10,2741
7,10,4422
7,10,2542
7,10,1095
7,10,4347
7,10,4103
7,10,3787
7,10,4268
7,10,3974
7,10,4372
7,10,2143
7,10,3560
7,10,4007
7,10,2271
7,10,3778
7,10,3069
7,10,2184
7,10,1980
7,10,3260
7,10,4163
7,10,4560
7,10,2323
7,10,4095
7,10,3829
7,10,4510
7,10,2731
7,10,1603
7,10,1786
7,10,4796
7,10,3479
7,10,3473
7,10,4283
7,10,4116
7,10,4566
7,10,3456
7,10,3408
7,10,4502
7,10,2763
7,10,3544
7,10,4472
7,10,3827
7,10,2573
7,10,5274
7,10,3649
7,10,5264
7,10,3663
7,10,4398
7,10,1309
7,10,3421
7,10,4636
7,10,1637
7,10,2326
7,10,4107
7,10,5059
7,10,4590
7,10,4176
7,10,3049
7,10,2053
7,10,4809
7,10,3647
7,10,4558
7,10,2973
7,10,3907
7,10,3757
7,10,2380
7,10,2459
7,10,2396
7,10,3741
7,10,4848
7,10,2872
7,10,4171
7,10,3447
7,10,3209
7,10,2442
7,10,3804
7,10,1781
7,10,2342
7,10,2799
7,10,4034
7,10,4705
7,10,3575
7,10,2487
7,10,3408
7,10,1687
7,11,1969
7,11,5314
7,11,4114
7,11,4648
7,11,5154
7,11,5760
7,11,5135
7,11,5564
7,11,3423
7,11,3019
7,11,2075
7,11,2796
7,11,3258
7,11,3626
7,11,2060
7,11,3971
7,11,2427
7,11,2338
7,11,5416
7,11,1632
7,11,2867
7,11,2785
7,11,1719
7,11,3746
7,11,5741
7,11,4877
7,11,5633
7,11,5106
7,11,5344
7,11,3453
7,11,4887
7,11,5400
7,11,4187
7,11,5306
7,11,3632
7,11,4991
7,11,1737
7,11,2622
7,11,1861
7,11,5803
7,11,4417
7,11,5608
7,11,3220
7,11,5103
7,11,5291
7,11,1538
7,11,3400
7,11,2156
7,11,3241
7,11,5061
7,11,4545
7,11,3253
7,11,3973
7,11,5671
7,11,4402
7,11,4954
7,11,5503
7,11,1631
7,11,5930
7,11,4969
7,11,5483
7,11,5089
7,11,5274
7,11,3463
7,11,2243
7,11,3950
7,11,2041
7,11,1885
7,11,3280
7,11,3237
7,11,4492
7,11,3714
7,11,5775
7,11,2063
7,11,1551
7,11,4158
7,11,2587
7,11,3875
7,11,5211
7,11,4899
7,11,3556
7,11,2480
7,11,2871
7,11,5408
7,11,5193
7,11,5949
7,11,4481
7,11,5892
7,11,4207
7,11,4812
7,11,5185
7,11,5691
7,11,5818
7,11,4086
7,11,2835
7,11,5349
7,11,6619
7,11,4087
7,11,5619
7,11,2994
7,12,4333
7,12,4888
7,12,2922
7,12,7806
7,12,5935
7,12,3467
7,12,5038
7,12,6479
7,12,2190
7,12,6168
7,12,4060
7,12,7310
7,12,3780
7,12,4103
7,12,7484
7,12,6702
7,12,7331
7,12,2211
7,12,6211
7,12,6187
7,12,7065
7,12,7010
7,12,5279
7,12,6459
7,12,3286
7,12,8763
7,12,3083
7,12,7219
7,12,4699
7,12,6593
7,12,1261
7,12,5738
7,12,3087
7,12,5896
7,12,2167
7,12,2472
7,12,6586
7,12,3111
7,12,4711
7,12,5332
7,12,6554
7,12,5051
7,12,2659
7,12,6109
7,12,5206
7,12,3847
7,12,7270
7,12,8569
7,12,2921
7,12,6705
7,12,3209
7,12,2486
7,12,7852
7,12,2592
7,12,5649
7,12,5806
7,12,4616
7,12,9113
7,12,4036
7,12,4243
7,12,5746
7,12,5888
7,12,2731
7,12,3454
7,12,5729
7,12,3149
7,12,5022
7,12,4415
7,12,3191
7,12,3895
7,12,2867
7,12,5978
7,12,6552
7,12,6666
7,12,5953
7,12,5232
7,12,7126
7,12,3243
7,12,5574
7,12,6373
7,12,6900
7,12,5771
7,12,5549
7,12,3557
7,12,2019
7,12,5143
7,12,2512
7,12,6823
7,12,3353
7,12,1787
7,12,7757
7,12,5069
7,12,5632
7,12,3109
7,12,6936
7,12,4410
7,12,6331
7,12,2644
7,12,7859
7,12,5851
7,13,6997
7,13,9297
7,13,9504
7,13,7125
7,13,8238
7,13,7528
7,13,4896
7,13,4346
7,13,6562
7,13,9092
7,13,4475
7,13,2704
7,13,2892
7,13,3103
7,13,6802
7,13,3082
7,13,3867
7,13,10007
7,13,6603
7,13,8478
7,13,3900
7,13,6057
7,13,7332
7,13,6054
7,13,2551
7,13,9029
7,13,2778
7,13,6723
7,13,2557
7,13,4507
7,13,4143
7,13,7806
7,13,4848
7,13,4334
7,13,4237
7,13,6744
7,13,6170
7,13,4569
7,13,4426
7,13,2023
7,13,4556
7,13,2528
7,13,8475
7,13,8160
7,13,10143
7,13,4553
7,13,8843
7,13,4945
7,13,9058
7,13,3883
7,13,4189
7,13,9899
7,13,5959
7,13,8335
7,13,6769
7,13,7673
7,13,5194
7,13,4141
7,13,7580
7,13,7792
7,13,5580
7,13,3766
7,13,6665
7,13,8994
7,13,2874
7,13,8059
7,13,2532
7,13,6656
7,13,1461
7,13,3435
7,13,3151
7,13,5452
7,13,7335
7,13,3333
7,13,9339
7,13,8363
7,13,3592
7,13,6111
7,13,7839
7,13,7725
7,13,7932
7,13,7758
7,13,9904
7,13,9694
7,13,6033
7,13,4174
7,13,9109
7,13,5297
7,13,9104
7,13,3755
7,13,2500
7,13,7278
7,13,9576
7,13,7005
7,13,5001
7,13,7877
7,13,3251
7,13,6536
7,13,6833
7,13,9308
7,14,10537
7,14,9419
7,14,2499
7,14,3445
7,14,9377
7,14,8882
7,14,7976
7,14,4743
7,14,2822
7,14,6579
7,14,10044
7,14,4867
7,14,8949
7,14,5734
7,14,11002
7,14,5706
7,14,9264
7,14,9317
7,14,4036
7,14,8353
7,14,6419
7,14,6765
7,14,2856
7,14,5451
7,14,10657
7,14,9695
7,14,11872
7,14,12145
7,14,9852
7,14,2525
7,14,12331
7,14,4447
7,14,5484
7,14,9584
7,14,10376
7,14,2986
7,14,8476
7,14,10899
7,14,2172
7,14,3730
7,14,2973
7,14,5744
7,14,11127
7,14,6501
7,14,3288
7,14,3967
7,14,8700
7,14,9461
7,14,2814
7,14,11382
7,14,3793
7,14,13630
7,14,10674
7,14,6813
7,14,5763
7,14,3018
7,14,6408
7,14,8576
7,14,5835
7,14,3397
7,14,2793
7,14,2652
7,14,7258
7,14,7958
7,14,7655
7,14,9002
7,14,7770
7,14,13540
7,14,9630
7,14,13023
7,14,6704
7,14,2880
7,14,8870
7,14,8155
7,14,11635
7,14,10671
7,14,2604
7,14,10754
7,14,3996
7,14,5901
7,14,12381
7,14,11843
7,14,7192
7,14,11736
7,14,10872
7,14,5524
7,14,10779
7,14,10754
7,14,11737
7,14,11327
7,14,6559
7,14,4866
7,14,3628
7,14,5192
7,14,11494
7,14,10018
7,14,9523
7,14,3461
7,14,10696
7,14,4092
7,15,11933
7,15,7919
7,15,8952
7,15,11143
7,15,11746
7,15,7623
7,15,10241
7,15,9609
7,15,8131
7,15,13597
7,15,11637
7,15,3706
7,15,14325
7,15,9668
7,15,10722
7,15,13783
7,15,3417
7,15,14296
7,15,6868
7,15,4198
7,15,14065
7,15,10326
7,15,8751
7,15,10218
7,15,11071
7,15,5567
7,15,11273
7,15,4021
7,15,9479
7,15,3830
7,15,3657
7,15,13838
7,15,4993
7,15,11288
7,15,10440
7,15,4224
7,15,12137
7,15,10226
7,15,12335
7,15,14882
7,15,13836
7,15,8331
7,15,9888
7,15,4612
7,15,12958
7,15,13671
7,15,12964
7,15,12217
7,15,15112
7,15,11135
7,15,14494
7,15,13960
7,15,9178
7,15,2540
7,15,12790
7,15,12548
7,15,6558
7,15,12030
7,15,10718
7,15,2505
7,15,11825
7,15,10669
7,15,10380
7,15,10360
7,15,9437
7,15,7485
7,15,14239
7,15,5664
7,15,3250
7,15,13262
7,15,10523
7,15,13825
7,15,3501
7,15,8619
7,15,7993
7,15,12751
7,15,8293
7,15,13350
7,15,10305
7,15,8814
7,15,14390
7,15,11395
7,15,3916
7,15,9829
7,15,9814
7,15,13887
7,15,14921
7,15,13132
7,15,3537
7,15,7526
7,15,11811
7,15,4018
7,15,10313
7,15,9792
7,15,8913
7,15,11976
7,15,15265
7,15,11644
7,15,11902
7,15,5521
7,16,16708
7,16,7535
7,16,10804
7,16,10759
7,16,16643
7,16,7808
7,16,4394
7,16,11643
7,16,13622
7,16,13547
7,16,15098
7,16,11419
7,16,8138
7,16,10103
7,16,12452
7,16,15887
7,16,8032
7,16,8987
7,16,13213
7,16,14505
7,16,18205
7,16,13992
7,16,9503
7,16,16794
7,16,11360
7,16,6380
7,16,11061
7,16,11966
7,16,8987
7,16,16939
7,16,17538
7,16,14819
7,16,16384
7,16,11883
7,16,16012
7,16,7813
7,16,13570
7,16,4419
7,16,13154
7,16,14116
7,16,15468
7,16,9184
7,16,3443
7,16,15238
7,16,16255
7,16,4549
7,16,12869
7,16,5213
7,16,13692
7,16,12280
7,16,4120
7,16,15885
7,16,9143
7,16,10280
7,16,10623
7,16,8463
7,16,12762
7,16,5592
7,16,6831
7,16,17446
7,16,12770
7,16,11299
7,16,10713
7,16,14431
7,16,3219
7,16,14122
7,16,14924
7,16,9241
7,16,13084
7,16,14888
7,16,14722
7,16,4133
7,16,11098
7,16,16810
7,16,13496
7,16,14237
7,16,15867
7,16,7390
7,16,15671
7,16,8565
7,16,11179
7,16,13639
7,16,14468
7,16,15651
7,16,13006
7,16,14626
7,16,6903
7,16,10542
7,16,3777
7,16,14672
7,16,8983
7,16,16411
7,16,15129
7,16,14561
7,16,15101
7,16,10579
7,16,16238
7,16,17598
7,16,13042
7,16,11259
7,17,3107
7,17,10389
7,17,17187
7,17,2902
7,17,19432
7,17,9877
7,17,5635
7,17,8583
7,17,14185
7,17,13346
7,17,10864
7,17,5692
7,17,13928
7,17,17327
7,17,19342
7,17,11870
7,17,10840
7,17,10255
7,17,15428
7,17,12968
7,17,18099
7,17,10563
7,17,7184
7,17,16459
7,17,11293
7,17,18168
7,17,18085
7,17,2943
7,17,13885
7,17,5406
7,17,5078
7,17,16871
7,17,8986
7,17,18686
7,17,14345
7,17,5449
7,17,3050
7,17,13889
7,17,18396
7,17,18485
7,17,18523
7,17,8241
7,17,13920
7,17,16155
7,17,13585
7,17,5514
7,17,15469
7,17,15757
7,17,5598
7,17,7675
7,17,12890
7,17,19947
7,17,19242
7,17,18786
7,17,12326
7,17,16211
7,17,11376
7,17,18039
7,17,17470
7,17,12954
7,17,16971
7,17,21450
7,17,10362
7,17,5622
7,17,13177
7,17,6752
7,17,14181
7,17,14420
7,17,9610
7,17,16274
7,17,4560
7,17,14574
7,17,14087
7,17,17799
7,17,16209
7,17,4290
7,17,11617
7,17,8642
7,17,20643
7,17,9936
7,17,7538
7,17,7193
7,17,14630
7,17,14106
7,17,12984
7,17,5682
7,17,18794
7,17,19267
7,17,16653
7,17,21385
7,17,6725
7,17,16107
7,17,18236
7,17,11184
7,17,20055
7,17,16366
7,17,16898
7,17,8174
7,17,5387
7,17,16231
7,18,20935
7,18,15381
7,18,13357
7,18,21214
7,18,19749
7,18,10327
7,18,16053
7,18,4774
7,18,5466
7,18,22917
7,18,8532
7,18,22264
7,18,15286
7,18,17569
7,18,13176
7,18,14948
7,18,4648
7,18,11594
7,18,8057
7,18,9912
7,18,22592
7,18,20517
7,18,21001
7,18,9149
7,18,14431
7,18,22109
7,18,14130
7,18,22990
7,18,19824
7,18,22714
7,18,3958
7,18,3643
7,18,21777
7,18,15786
7,18,20178
7,18,15548
7,18,7047
7,18,5196
7,18,22615
7,18,14838
7,18,19390
7,18,5614
7,18,15767
7,18,20762
7,18,21372
7,18,5583
7,18,17815
7,18,17408
7,18,10902
7,18,18748
7,18,24496
7,18,10756
7,18,17891
7,18,5350
7,18,15053
7,18,14574
7,18,6431
7,18,16992
7,18,20012
7,18,5565
7,18,21090
7,18,16561
7,18,21510
7,18,23185
7,18,12646
7,18,15050
7,18,18081
7,18,23049
7,18,22862
7,18,13516
7,18,20446
7,18,15072
7,18,7231
7,18,8882
7,18,25692
7,18,17417
7,18,14877
7,18,21613
7,18,17154
7,18,13036
7,18,17771
7,18,4430
7,18,17862
7,18,19253
7,18,19894
7,18,23535
7,18,16690
7,18,14201
7,18,10879
7,18,15059
7,18,19582
7,18,21147
7,18,12806
7,18,10342
7,18,17972
7,18,23172
7,18,12760
7,18,16325
7,18,14210
7,18,10653
7,19,6134
7,19,25432
7,19,9192
7,19,19490
7,19,26504
7,19,25005
7,19,6994
7,19,24180
7,19,24441
7,19,29263
7,19,16807
7,19,20242
7,19,19356
7,19,6582
7,19,30869
7,19,5856
7,19,6760
7,19,26585
7,19,13913
7,19,20977
7,19,19763
7,19,10401
7,19,22309
7,19,22336
7,19,23871
7,19,7102
7,19,15984
7,19,24943
7,19,6309
7,19,8354
7,19,14605
7,19,18999
7,19,23016
7,19,16697
7,19,6390
7,19,27526
7,19,15226
7,19,19402
7,19,23708
7,19,18783
7,19,19904
7,19,18813
7,19,25053
7,19,24715
7,19,18621
7,19,24469
7,19,9139
7,19,17149
7,19,20540
7,19,19274
7,19,21392
7,19,19069
7,19,24162
7,19,23891
7,19,25822
7,19,10852
7,19,16156
7,19,6117
7,19,24569
7,19,9357
7,19,27669
7,19,7874
7,19,23690
7,19,5586
7,19,22044
7,19,11787
7,19,20404
7,19,24993
7,19,8708
7,19,24242
7,19,12338
7,19,22808
7,19,12699
7,19,18516
7,19,23686
7,19,14464
7,19,10814
7,19,27599
7,19,13056
7,19,19501
7,19,7369
7,19,13738
7,19,24140
7,19,27338
7,19,15458
7,19,7573
7,19,4352
7,19,28843
7,19,21319
7,19,18088
7,19,24966
7,19,19851
7,19,28302
7,19,14220
7,19,9833
7,19,24914
7,19,21155
7,19,18366
7,19,26780
7,19,15668
7,20,16056
7,20,32596
7,20,24691
7,20,18613
7,20,17741
7,20,21572
7,20,24627
7,20,18257
7,20,25933
7,20,25330
7,20,17778
7,20,13349
7,20,24426
7,20,4823
7,20,20848
7,20,19118
7,20,7432
7,20,28400
7,20,20299
7,20,6513
7,20,4198
7,20,18081
7,20,5513
7,20,31197
7,20,23986
7,20,4786
7,20,24621
7,20,19475
7,20,18285
7,20,8014
7,20,24973
7,20,28091
7,20,19762
7,20,5928
7,20,22352
7,20,9447
7,20,29097
7,20,9016
7,20,8937
7,20,29727
7,20,13052
7,20,21980
7,20,9789
7,20,25566
7,20,11832
7,20,23216
7,20,9275
7,20,28634
7,20,6387
7,20,24002
7,20,7892
7,20,27238
7,20,19532
7,20,32312
7,20,26307
7,20,22226
7,20,21457
7,20,5201
7,20,12759
7,20,7256
7,20,18962
7,20,5295
7,20,8219
7,20,28332
7,20,19112
7,20,26297
7,20,6687
7,20,23194
7,20,8621
7,20,10048
7,20,18759
7,20,29282
7,20,10330
7,20,20186
7,20,15199
7,20,26125
7,20,5468
7,20,26771
7,20,24954
7,20,32954
7,20,20581
7,20,16751
7,20,6995
7,20,20722
7,20,17625
7,20,6792
7,20,26754
7,20,24443
7,20,24666
7,20,23757
7,20,5841
7,20,17200
7,20,25451
7,20,19671
7,20,30805
7,20,32322
7,20,28361
7,20,29125
7,20,29973
7,20,13115
8,1,180
8,1,196
8,1,124
8,1,173
8,1,43
8,1,206
8,1,172
8,1,132
8,1,208
8,1,170
8,1,209
8,1,105
8,1,191
8,1,183
8,1,190
8,1,201
8,1,204
8,1,113
8,1,158
8,1,225
8,1,195
8,1,196
8,1,169
8,1,185
8,1,45
8,1,121
8,1,154
8,1,47
8,1,145
8,1,172
8,1,158
8,1,178
8,1,163
8,1,153
8,1,164
8,1,213
8,1,117
8,1,190
8,1,111
8,1,214
8,1,186
8,1,124
8,1,183
8,1,156
8,1,177
8,1,63
8,1,191
8,1,179
8,1,34
8,1,131
8,1,88
8,1,166
8,1,212
8,1,214
8,1,93
8,1,148
8,1,210
8,1,180
8,1,53
8,1,194
8,1,137
8,1,195
8,1,209
8,1,176
8,1,26
8,1,151
8,1,172
8,1,130
8,1,201
8,1,123
8,1,130
8,1,195
8,1,126
8,1,173
8,1,177
8,1,101
8,1,181
8,1,140
8,1,149
8,1,171
8,1,132
8,1,138
8,1,204
8,1,141
8,1,159
8,1,209
8,1,99
8,1,100
8,1,149
8,1,68
8,1,61
8,1,94
8,1,187
8,1,139
8,1,160
8,1,154
8,1,184
8,1,198
8,1,132
8,1,180
8,2,554
8,2,495
8,2,556
8,2,448
8,2,535
8,2,568
8,2,464
8,2,156
8,2,174
8,2,602
8,2,415
8,2,461
8,2,415
8,2,616
8,2,348
8,2,447
8,2,614
8,2,434
8,2,633
8,2,587
8,2,637
8,2,490
8,2,471
8,2,630
8,2,578
8,2,202
8,2,293
8,2,523
8,2,449
8,2,474
8,2,579
8,2,530
8,2,457
8,2,614
8,2,252
8,2,638
8,2,603
8,2,590
8,2,533
8,2,484
8,2,492
8,2,564
8,2,168
8,2,511
8,2,390
8,2,621
8,2,618
8,2,545
8,2,546
8,2,534
8,2,134
8,2,259
8,2,260
8,2,604
8,2,182
8,2,451
8,2,577
8,2,490
8,2,263
8,2,693
8,2,404
8,2,382
8,2,312
8,2,464
8,2,430
8,2,472
8,2,480
8,2,317
8,2,491
8,2,551
8,2,678
8,2,549
8,2,518
8,2,513
8,2,632
8,2,603
8,2,445
8,2,493
8,2,649
8,2,477
8,2,591
8,2,358
8,2,462
8,2,620
8,2,503
8,2,580
8,2,347
8,2,460
8,2,633
8,2,454
8,2,394
8,2,416
8,2,173
8,2,541
8,2,631
8,2,548
8,2,389
8,2,611
8,2,85
8,2,565
8,3,395
8,3,752
8,3,1116
8,3,1051
8,3,684
8,3,515
8,3,995
8,3,643
8,3,569
8,3,911
8,3,1008
8,3,936
8,3,646
8,3,944
8,3,822
8,3,658
8,3,852
8,3,899
8,3,915
8,3,742
8,3,806
8,3,841
8,3,934
8,3,1078
8,3,805
8,3,1022
8,3,1027
8,3,731
8,3,449
8,3,886
8,3,1046
8,3,195
8,3,321
8,3,771
8,3,664
8,3,967
8,3,357
8,3,892
8,3,897
8,3,767
8,3,553
8,3,846
8,3,715
8,3,458
8,3,741
8,3,968
8,3,552
8,3,264
8,3,667
8,3,847
8,3,846
8,3,1121
8,3,740
8,3,775
8,3,434
8,3,993
8,3,962
8,3,826
8,3,668
8,3,863
8,3,913
8,3,1028
8,3,475
8,3,466
8,3,862
8,3,1021
8,3,922
8,3,945
8,3,865
8,3,606
8,3,1056
8,3,599
8,3,294
8,3,872
8,3,761
8,3,709
8,3,1060
8,3,896
8,3,566
8,3,622
8,3,648
8,3,684
8,3,1059
8,3,773
8,3,623
8,3,853
8,3,293
8,3,925
8,3,964
8,3,1121
8,3,294
8,3,860
8,3,1098
8,3,752
8,3,445
8,3,577
8,3,617
8,3,946
8,3,974
8,3,1074
8,4,470
8,4,1492
8,4,1255
8,4,1163
8,4,1186
8,4,1386
8,4,294
8,4,1074
8,4,920
8,4,935
8,4,350
8,4,917
8,4,1104
8,4,873
8,4,1008
8,4,1203
8,4,877
8,4,1253
8,4,950
8,4,1108
8,4,1205
8,4,740
8,4,741
8,4,1209
8,4,1025
8,4,1138
8,4,645
8,4,822
8,4,1184
8,4,1454
8,4,1116
8,4,1163
8,4,669
8,4,1301
8,4,1067
8,4,1299
8,4,1221
8,4,931
8,4,1217
8,4,329
8,4,1333
8,4,1143
8,4,609
8,4,1431
8,4,1301
8,4,1138
8,4,1062
8,4,1113
8,4,1194
8,4,1265
8,4,857
8,4,911
8,4,1126
8,4,710
8,4,1029
8,4,949
8,4,1208
8,4,994
8,4,676
8,4,335
8,4,1156
8,4,970
8,4,1454
8,4,1283
8,4,1080
8,4,887
8,4,1055
8,4,1032
8,4,1319
8,4,1292
8,4,980
8,4,1078
8,4,1028
8,4,1456
8,4,1280
8,4,293
8,4,337
8,4,821
8,4,962
8,4,375
8,4,1251
8,4,857
8,4,1109
8,4,474
8,4,744
8,4,835
8,4,1179
8,4,956
8,4,419
8,4,1384
8,4,352
8,4,1297
8,4,1270
8,4,1070
8,4,1363
8,4,979
8,4,1485
8,4,345
8,4,959
8,4,1267
8,5,1573
8,5,1398
8,5,1681
8,5,1148
8,5,740
8,5,1191
8,5,1373
8,5,593
8,5,1160
8,5,1820
8,5,1706
8,5,1527
8,5,759
8,5,1761
8,5,1457
8,5,1329
8,5,1713
8,5,1545
8,5,724
8,5,1321
8,5,1136
8,5,1487
8,5,1697
8,5,1825
8,5,1746
8,5,1194
8,5,1685
8,5,733
8,5,1674
8,5,1193
8,5,1042
8,5,1563
8,5,1713
8,5,1776
8,5,1700
8,5,1583
8,5,1318
8,5,1601
8,5,1368
8,5,1595
8,5,1422
8,5,957
8,5,1667
8,5,1632
8,5,1740
8,5,1495
8,5,1480
8,5,1159
8,5,1452
8,5,1199
8,5,1169
8,5,750
8,5,835
8,5,859
8,5,1492
8,5,1860
8,5,887
8,5,1354
8,5,1693
8,5,1432
8,5,1219
8,5,1520
8,5,1736
8,5,1679
8,5,483
8,5,1363
8,5,1260
8,5,1874
8,5,1723
8,5,753
8,5,1271
8,5,1438
8,5,714
8,5,1442
8,5,1768
8,5,668
8,5,1728
8,5,1739
8,5,1561
8,5,1189
8,5,1477
8,5,939
8,5,1723
8,5,1601
8,5,733
8,5,1843
8,5,1523
8,5,1128
8,5,1568
8,5,800
8,5,1360
8,5,513
8,5,1682
8,5,846
8,5,1621
8,5,811
8,5,1668
8,5,1297
8,5,1208
8,5,621
8,6,1314
8,6,1163
8,6,1853
8,6,1420
8,6,1336
8,6,2048
8,6,2139
8,6,2020
8,6,1202
8,6,1202
8,6,2142
8,6,1612
8,6,1356
8,6,2339
8,6,1644
8,6,2032
8,6,655
8,6,1942
8,6,1168
8,6,1204
8,6,1883
8,6,2116
8,6,1441
8,6,2110
8,6,1221
8,6,1080
8,6,1113
8,6,2055
8,6,1613
8,6,1022
8,6,823
8,6,1683
8,6,1474
8,6,1575
8,6,1703
8,6,1810
8,6,1368
8,6,2201
8,6,2044
8,6,1855
8,6,2180
8,6,2313
8,6,1511
8,6,1999
8,6,1329
8,6,2229
8,6,2079
8,6,1808
8,6,1727
8,6,2004
8,6,1735
8,6,2106
8,6,1665
8,6,1292
8,6,1976
8,6,633
8,6,1108
8,6,1659
8,6,1279
8,6,1597
8,6,1925
8,6,1345
8,6,1422
8,6,1924
8,6,1826
8,6,1728
8,6,1755
8,6,1265
8,6,1126
8,6,2027
8,6,1575
8,6,2269
8,6,1166
8,6,1819
8,6,1076
8,6,2272
8,6,1657
8,6,1272
8,6,797
8,6,1793
8,6,1340
8,6,2241
8,6,1966
8,6,2004
8,6,1968
8,6,2105
8,6,1896
8,6,1311
8,6,1341
8,6,2169
8,6,1769
8,6,1018
8,6,1680
8,6,667
8,6,1381
8,6,683
8,6,1388
8,6,1159
8,6,1877
8,6,1222
8,7,1945
8,7,724
8,7,2174
8,7,2564
8,7,1846
8,7,2157
8,7,1991
8,7,1817
8,7,1785
8,7,1828
8,7,1606
8,7,1687
8,7,2387
8,7,1608
8,7,2397
8,7,2180
8,7,2223
8,7,1517
8,7,2011
8,7,1190
8,7,1954
8,7,2049
8,7,2232
8,7,1201
8,7,2197
8,7,1725
8,7,2325
8,7,2603
8,7,1647
8,7,2079
8,7,2095
8,7,1717
8,7,2527
8,7,2135
8,7,1616
8,7,1680
8,7,1920
8,7,1596
8,7,1676
8,7,2532
8,7,2427
8,7,1618
8,7,2356
8,7,2011
8,7,2278
8,7,2431
8,7,1601
8,7,1791
8,7,1099
8,7,1462
8,7,1848
8,7,1965
8,7,1547
8,7,2299
8,7,1691
8,7,1388
8,7,1670
8,7,2695
8,7,1560
8,7,1411
8,7,676
8,7,1568
8,7,961
8,7,1419
8,7,2088
8,7,1905
8,7,1669
8,7,1334
8,7,1362
8,7,2360
8,7,1910
8,7,2387
8,7,2261
8,7,2309
8,7,2541
8,7,2225
8,7,1681
8,7,1620
8,7,2035
8,7,1478
8,7,1107
8,7,2522
8,7,1124
8,7,1788
8,7,1164
8,7,2237
8,7,2319
8,7,2060
8,7,2118
8,7,2015
8,7,1412
8,7,1642
8,7,2625
8,7,2136
8,7,1135
8,7,1564
8,7,1869
8,7,1905
8,7,2366
8,7,1912
8,8,2564
8,8,2364
8,8,2578
8,8,2570
8,8,1764
8,8,2519
8,8,2439
8,8,2933
8,8,1213
8,8,2164
8,8,1497
8,8,2594
8,8,2112
8,8,2377
8,8,2420
8,8,2129
8,8,3030
8,8,2462
8,8,2976
8,8,1434
8,8,2689
8,8,837
8,8,1798
8,8,1645
8,8,1291
8,8,2373
8,8,2463
8,8,2346
8,8,2490
8,8,2580
8,8,2682
8,8,1323
8,8,1728
8,8,2517
8,8,2710
8,8,2809
8,8,2790
8,8,2515
8,8,2115
8,8,2588
8,8,2565
8,8,2040
8,8,2745
8,8,2432
8,8,2658
8,8,2001
8,8,2265
8,8,2810
