Time [s],GPIO [V],Input voltage [V]
-2.9013e-05,-0.00668,0.44207
-4.13e-07,-0.00069,0.44667
2.8387e-05,0.01749,0.44563
5.7187e-05,0.00057,0.44126
8.5987e-05,0.0192,0.44228
0.000114787,-0.00602,0.45053
0.000143587,0.01637,0.44875
0.000172387,0.00893,0.44952
0.000201187,0.01992,0.45229
0.000229987,-0.0018,0.44844
0.000258787,0.02796,0.44964
0.000287587,0.02078,0.44724
0.000316387,0.00346,0.45379
0.000345387,0.03625,0.45527
0.000374187,0.01841,0.45981
0.000402987,0.00122,0.45881
0.000431587,0.00728,0.45854
0.000460387,0.0215,0.46033
0.000488987,0.02335,0.45794
0.000517787,0.05588,0.46691
0.000546387,0.02374,0.4624
0.000575187,0.02262,0.468
0.000603787,-0.00905,0.46204
0.000632587,-0.02215,0.46105
0.000661187,0.01446,0.46439
0.000689987,0.03244,0.4655
0.000718787,0.00985,0.46758
0.000747387,0.00274,0.46986
0.000776187,-0.00292,0.4702
0.000804987,0.019,0.46643
0.000833787,0.0217,0.47431
0.000862387,0.02025,0.46885
0.000891187,0.01183,0.47528
0.000919987,-0.00259,0.47755
0.000948787,0.05515,0.4747
0.000977587,0.02085,0.47436
0.001006387,0.00057,0.47725
0.001035187,0.03072,0.47854
0.001063987,0.02717,0.48416
0.001092787,0.0142,0.48157
0.001121587,-3e-05,0.48049
0.001150387,0.0196,0.48654
0.001179187,0.00392,0.4797
0.001208187,-0.00595,0.47849
0.001236987,0.01439,0.48343
0.001265787,0.01683,0.48479
0.001294387,0.01406,0.48248
0.001323187,0.00919,0.48636
0.001351787,-0.03223,0.49006
0.001380587,0.02269,0.49354
0.001409187,-0.00523,0.48893
0.001437987,0.02309,0.4894
0.001466587,0.02368,0.48905
0.001495387,0.01637,0.49284
0.001523987,0.00926,0.48828
0.001552787,0.01433,0.49327
0.001581587,0.0032,0.49414
0.001610187,0.01624,0.49374
0.001638987,-0.00036,0.49079
0.001667787,0.02447,0.49983
0.001696387,0.00932,0.4946
0.001725187,0.01011,0.4983
0.001753987,-0.00398,0.49638
0.001782787,0.02677,0.49949
0.001811587,0.02111,0.49709
0.001840387,0.03224,0.50168
0.001869187,0.01973,0.50122
0.001897987,0.0109,0.50232
0.001926787,0.01202,0.50879
0.001955587,0.02855,0.50718
0.001984387,0.02052,0.50706
0.002013187,0.01466,0.50871
0.002041987,0.0244,0.50925
0.002070787,0.01946,0.50727
0.002099787,0.02256,0.50606
0.002128587,0.0034,0.50695
0.002157187,0.02249,0.50947
0.002185987,-0.00444,0.51245
0.002214587,-0.00872,0.50963
0.002243187,0.0136,0.51014
0.002271987,-0.0051,0.51265
0.002300587,0.02388,0.51315
0.002329387,0.02658,0.5179
0.002357987,-0.00042,0.51924
0.002386787,0.01308,0.51568
0.002415587,-0.00134,0.51299
0.002444187,-0.00062,0.51965
0.002472987,0.03586,0.5208
0.002501787,0.03296,0.51939
0.002530387,0.00208,0.52504
0.002559187,0.00676,0.52514
0.002587987,-0.02057,0.52272
0.002616787,-0.00523,0.52445
0.002645587,0.0142,0.52014
0.002674387,0.03507,0.52343
0.002703187,0.00689,0.52499
0.002731987,-0.01728,0.52541
0.002760787,0.01538,0.5281
0.002789587,-0.00602,0.53114
0.002818387,0.01485,0.52289
0.002847187,-0.0022,0.52565
0.002875987,-0.01761,0.53193
0.002904787,0.00129,0.5339
0.002933587,-0.00352,0.53561
0.002962387,0.00089,0.53009
0.002991387,-0.02268,0.53542
0.003019987,0.01479,0.53273
0.003048787,0.01657,0.53037
0.003077387,0.02078,0.5348
0.003105987,0.02499,0.53257
0.003134787,0.01696,0.53924
0.003163387,0.03178,0.53408
0.003192187,0.03481,0.53982
0.003220787,0.01038,0.53777
0.003249587,0.00695,0.53877
0.003278387,-0.00562,0.54069
0.003306987,0.02783,0.53984
0.003335787,0.0034,0.54542
0.003364587,-0.00385,0.54316
0.003393187,0.00445,0.54072
0.003421987,0.01525,0.54232
0.003450787,0.00346,0.54364
0.003479587,0.01492,0.5429
0.003508387,0.01374,0.54425
0.003537187,0.02447,0.54651
