Time [s],GPIO [V],Input voltage [V]
-2.91431e-05,0.00175,0.17356
-3.431e-07,-0.02353,0.16555
2.86569e-05,-0.00391,0.16423
5.74569e-05,-0.00029,0.16703
8.62569e-05,0.00175,0.16416
0.0001152569,0.00676,0.16326
0.0001440569,0.01597,0.15916
0.0001728569,0.01334,0.15599
0.0002018569,0.01156,0.16141
0.0002306569,0.01821,0.16463
0.0002596569,0.01255,0.15918
0.0002884569,0.02328,0.16042
0.0003174569,0.01742,0.1592
0.0003462569,-0.00213,0.16342
0.0003750569,0.01841,0.16546
0.0004038569,0.01209,0.15346
0.0004324569,0.0111,0.16296
0.0004612569,0.03816,0.15733
0.0004900569,0.0113,0.1597
0.0005188569,0.02361,0.16
0.0005476569,0.03744,0.15992
0.0005764569,-0.00259,0.15754
0.0006050569,0.00926,0.15561
0.0006338569,0.02118,0.15783
0.0006626569,0.01156,0.14912
0.0006914569,0.02355,0.16074
0.0007202569,0.02091,0.16118
0.0007492569,0.01933,0.1508
0.0007780569,0.00952,0.14916
0.0008068569,-0.00437,0.14663
0.0008356569,0.01472,0.1505
0.0008644569,0.00327,0.15046
0.0008932569,0.03803,0.15142
0.0009222569,0.02065,0.15199
0.0009510569,0.0219,0.14907
0.0009798569,0.00504,0.14943
0.0010088569,0.01518,0.14927
0.0010376569,0.01374,0.15697
0.0010664569,0.0221,0.14744
0.0010954569,0.00715,0.14616
0.0011242569,0.003,0.14626
0.0011532569,0.01439,0.15005
0.0011822569,0.0136,0.14634
0.0012110569,0.00992,0.14899
0.0012398569,0.00294,0.15057
0.0012684569,-0.02334,0.14831
0.0012972569,0.02032,0.14711
0.0013260569,0.02618,0.14523
0.0013548569,0.01532,0.14658
0.0013834569,0.02091,0.14468
0.0014122569,0.02737,0.14704
0.0014410569,0.01821,0.14555
0.0014698569,0.0271,0.14451
0.0014986569,-0.00878,0.13997
0.0015274569,0.01209,0.13742
0.0015562569,0.0113,0.13893
0.0015850569,-0.00628,0.13904
0.0016138569,0.02137,0.13839
0.0016426569,0.00728,0.14468
0.0016714569,-0.0045,0.13835
0.0017004569,0.01374,0.13761
0.0017292569,-0.02051,0.1376
0.0017580569,0.01262,0.13612
0.0017868569,0.01005,0.139
0.0018158569,-0.00167,0.13648
0.0018446569,0.00972,0.13682
0.0018734569,0.01248,0.13515
0.0019024569,0.03764,0.13771
0.0019312569,0.01018,0.13328
0.0019602569,-0.01484,0.13412
0.0019890569,0.00294,0.1385
0.0020180569,0.02157,0.13118
0.0020468569,0.00149,0.13459
0.0020758569,0.00972,0.13483
0.0021044569,0.00169,0.13511
0.0021332569,0.01393,0.12973
0.0021620569,0.02295,0.13064
0.0021908569,0.02071,0.1327
0.0022194569,0.01235,0.13314
0.0022482569,0.00063,0.13041
0.0022770569,-0.01004,0.1289
0.0023058569,0.00313,0.13289
0.0023346569,0.01485,0.13105
0.0023634569,0.00103,0.12855
0.0023922569,-0.00872,0.1278
0.0024210569,0.03046,0.13342
0.0024498569,0.00814,0.12794
0.0024786569,0.02881,0.12528
0.0025074569,0.02368,0.12774
0.0025362569,-0.02334,0.12973
0.0025650569,0.02006,0.12138
0.0025940569,0.02315,0.12378
0.0026228569,0.01558,0.12784
0.0026516569,0.01018,0.1224
0.0026804569,0.00978,0.12548
0.0027094569,0.01268,0.1268
0.0027382569,0.03632,0.12402
0.0027670569,0.00702,0.12919
0.0027960569,0.01518,0.1189
0.0028248569,0.02993,0.12296
0.0028538569,0.01288,0.11886
0.0028826569,0.01729,0.11491
0.0029116569,0.01709,0.12021
0.0029404569,0.00103,0.11604
0.0029692569,0.02262,0.11478
0.0029980569,0.01611,0.11524
0.0030266569,-0.0238,0.11608
0.0030554569,0.02164,0.11464
0.0030842569,0.02262,0.11602
0.0031130569,0.01946,0.11529
0.0031418569,0.01051,0.11677
0.0031704569,0.03737,0.121
0.0031992569,-0.00727,0.11617
0.0032280569,0.02453,0.11199
0.0032568569,0.0113,0.11202
0.0032856569,0.00136,0.11458
0.0033144569,0.03263,0.11486
0.0033432569,0.03665,0.11421
0.0033720569,0.02203,0.1148
0.0034010569,0.01617,0.10712
0.0034298569,-0.0049,0.11215
0.0034586569,0.03836,0.1085
0.0034874569,0.01143,0.11637
0.0035162569,0.02085,0.11424
0.0035452569,0.03757,0.1128
0.0035740569,-0.02215,0.11275
0.0036028569,0.00458,0.10909
0.0036318569,0.03737,0.10812
0.0036606569,0.02348,0.10476
0.0036896569,0.0169,0.10635
