Time [s],GPIO [V],Input voltage [V]
-2.90354e-05,0.01031,0.02295
-2.354e-07,0.00103,0.02337
2.85646e-05,0.0082,0.02328
5.71646e-05,0.01894,0.02216
8.57646e-05,-0.00141,0.02075
0.0001145646,0.00024,0.02691
0.0001431646,0.00241,0.02087
0.0001719646,0.01643,0.01976
0.0002005646,0.02282,0.02232
0.0002293646,0.02262,0.02203
0.0002579646,0.03441,0.0218
0.0002867646,-0.02472,0.02422
0.0003155646,0.01123,0.02298
0.0003441646,0.00076,0.02095
0.0003729646,0.02124,0.02289
0.0004017646,0.02447,0.02262
0.0004305646,0.00834,0.02132
0.0004591646,-0.02386,0.02316
0.0004879646,0.003,0.02322
0.0005167646,0.02289,0.02159
0.0005455646,0.01762,0.0265
0.0005743646,0.0192,0.02283
0.0006031646,0.02216,0.02867
0.0006319646,0.04719,0.02821
0.0006607646,-0.00128,0.0251
0.0006895646,0.03639,0.02326
0.0007183646,0.02835,0.02163
0.0007471646,0.03698,0.0246
0.0007759646,0.0057,0.02351
0.0008047646,0.01597,0.03035
0.0008335646,-0.0045,0.02604
0.0008625646,0.0115,0.02199
0.0008911646,0.00353,0.02774
0.0009199646,0.01532,0.02024
0.0009485646,0.03072,0.02166
0.0009773646,0.02071,0.02493
0.0010059646,-0.00806,0.02572
0.0010347646,0.01038,0.02186
0.0010633646,0.00379,0.0278
0.0010921646,0.02039,0.02088
0.0011207646,0.00827,0.02032
0.0011495646,-0.02347,0.02679
0.0011783646,4e-05,0.02497
0.0012069646,-0.00134,0.02469
0.0012357646,0.02216,0.02519
0.0012645646,0.00998,0.02517
0.0012931646,-0.00944,0.02016
0.0013219646,-0.00635,0.03177
0.0013507646,0.03823,0.02359
0.0013795646,0.00656,0.0256
0.0014083646,0.01894,0.02444
0.0014371646,0.03481,0.03088
0.0014659646,0.00162,0.02931
0.0014947646,-0.00253,0.02823
0.0015235646,0.02664,0.0244
0.0015523646,0.00662,0.0244
0.0015811646,0.03599,0.03007
0.0016099646,0.01597,0.02771
0.0016387646,0.01123,0.02088
0.0016675646,0.00992,0.02883
0.0016963646,0.03369,0.03011
0.0017253646,0.00261,0.0299
0.0017541646,-0.00576,0.0304
0.0017827646,0.00452,0.02973
0.0018113646,0.01722,0.02993
0.0018401646,0.03145,0.02595
0.0018687646,0.00425,0.02953
0.0018975646,0.01703,0.02464
0.0019261646,0.01341,0.02794
0.0019549646,0.00458,0.03043
0.0019835646,-0.01886,0.02833
0.0020123646,0.01617,0.02829
0.0020411646,0.03599,0.02761
0.0020697646,0.00794,0.02013
0.0020985646,0.00544,0.02802
0.0021273646,0.03211,0.02951
0.0021559646,0.03573,0.02898
0.0021847646,-0.00108,0.02924
0.0022135646,0.00807,0.03205
0.0022423646,0.01301,0.02687
0.0022711646,0.01913,0.03581
0.0022999646,-0.00661,0.02805
0.0023287646,0.02262,0.02726
0.0023575646,0.02091,0.02856
0.0023863646,0.01156,0.03466
0.0024151646,0.00735,0.02794
0.0024439646,-0.00885,0.032
0.0024727646,0.02447,0.02804
0.0025015646,0.03612,0.03205
0.0025303646,-0.00911,0.0332
0.0025591646,0.02091,0.02792
0.0025879646,0.01176,0.03374
0.0026169646,0.02071,0.02786
0.0026455646,0.02025,0.03308
0.0026741646,0.00801,0.03098
0.0027029646,0.01367,0.03304
0.0027315646,0.01538,0.03354
0.0027603646,-0.00635,0.03179
0.0027889646,0.00959,0.0349
0.0028177646,0.00952,0.03305
0.0028463646,0.03362,0.02925
0.0028751646,0.03691,0.03072
0.0029037646,-0.00233,0.03131
0.0029325646,0.0379,0.03125
0.0029613646,0.02012,0.02995
0.0029901646,0.00807,0.03134
0.0030187646,0.02131,0.03014
0.0030475646,0.01624,0.03023
0.0030763646,-0.01952,0.03307
0.0031051646,0.03711,0.03349
0.0031339646,0.0111,0.03637
0.0031627646,-0.00918,0.03561
0.0031913646,0.01235,0.0313
0.0032201646,-0.00141,0.03206
0.0032489646,0.01044,0.0333
0.0032777646,-0.00161,0.02754
0.0033067646,0.01808,0.04055
0.0033355646,0.02763,0.03151
0.0033643646,0.03408,0.03735
0.0033931646,0.0111,0.03628
0.0034219646,0.01433,0.03504
0.0034507646,0.00043,0.03999
0.0034795646,0.00215,0.03504
0.0035083646,0.02434,0.03999
0.0035369646,0.02407,0.03109
0.0035657646,0.0084,0.03602
0.0035943646,0.01762,0.03452
0.0036229646,-0.01734,0.03345
0.0036517646,0.00524,0.03554
0.0036803646,0.01011,0.03945
0.0037091646,0.01861,0.0334
0.0037379646,0.01084,0.03958
0.0037665646,0.03362,0.04162
0.0037953646,-0.00727,0.0379
0.0038241646,0.0165,0.03648
0.0038527646,0.03632,0.03386
0.0038815646,0.01406,0.03495
0.0039103646,0.02262,0.03504
0.0039391646,0.02183,0.03681
0.0039677646,0.01841,0.04173
0.0039965646,0.00307,0.03444
0.0040253646,0.0032,0.04291
0.0040541646,-0.00398,0.0371
0.0040829646,-0.00661,0.03988
0.0041117646,0.05186,0.03566
0.0041405646,0.02131,0.03783
0.0041693646,0.02361,0.03917
0.0041981646,0.02499,0.03879
0.0042269646,0.02644,0.04164
0.0042557646,0.00959,0.03726
0.0042847646,0.01406,0.04016
0.0043135646,-0.0045,0.04024
0.0043423646,0.03217,0.03875
0.0043711646,-0.0076,0.03809
0.0043997646,0.00452,0.03175
0.0044285646,-0.00049,0.04077
0.0044571646,-0.02057,0.03697
0.0044859646,4e-05,0.04173
0.0045145646,-0.00055,0.03754
0.0045433646,0.00465,0.03732
0.0045719646,0.00208,0.04361
0.0046007646,0.01578,0.04417
0.0046293646,-0.00773,0.0409
0.0046581646,0.01913,0.0439
0.0046869646,-0.00786,0.04313
0.0047155646,0.01729,0.04077
0.0047443646,0.01268,0.0452
0.0047731646,-0.00404,0.04111
0.0048019646,0.00333,0.04295
0.0048307646,0.03862,0.04715
0.0048593646,-0.02097,0.04132
