Time [s],GPIO [V],Input voltage [V]
0.0058458329,0.01736,0.14794
0.0058746329,-0.00543,-0.00598
0.0059034329,-0.0051,0.07809
0.0059322329,-0.00497,0.33673
0.0059612329,-0.00273,0.56424
0.0059900329,0.02006,0.60157
0.0060188329,0.02236,0.40364
0.0060474329,0.00715,0.13536
0.0060762329,0.0138,-0.0089
0.0061050329,0.00708,0.08931
0.0061338329,0.00221,0.345
0.0061626329,-0.00431,0.57307
0.0061914329,0.01202,0.59007
0.0062202329,0.00866,0.3903
0.0062490329,0.03856,0.12211
0.0062778329,0.02427,-0.0117
0.0063066329,-0.00042,0.09973
0.0063354329,0.01071,0.37133
0.0063642329,0.01242,0.58504
0.0063930329,0.03441,0.58641
0.0064218329,0.00195,0.37739
0.0064508329,0.00787,0.10957
0.0064796329,0.00083,-0.00914
0.0065084329,-0.02268,0.11429
0.0065370329,0.02249,0.37679
0.0065658329,0.0219,0.59087
0.0065946329,0.01472,0.57933
0.0066234329,0.02045,0.36131
0.0066522329,0.00741,0.09393
0.0066810329,-0.00852,-0.01282
0.0067098329,0.01341,0.12045
0.0067386329,0.00221,0.39335
0.0067674329,0.00629,0.59677
0.0067962329,0.01611,0.57743
0.0068250329,0.00873,0.34314
0.0068538329,0.01426,0.09371
0.0068826329,0.00577,-0.00724
0.0069114329,-0.00799,0.136
0.0069402329,0.01683,0.40901
0.0069692329,0.01591,0.60172
0.0069980329,0.0275,0.56394
0.0070266329,0.0167,0.32847
0.0070554329,-0.00661,0.07558
0.0070842329,0.01189,-0.00153
0.0071130329,0.01512,0.15038
0.0071418329,0.02111,0.42529
0.0071706329,0.0244,0.60976
0.0071994329,0.02111,0.55304
0.0072282329,0.00643,0.31502
0.0072570329,0.00294,0.06219
0.0072858329,-0.00167,-0.00356
0.0073146329,0.00741,0.16365
0.0073434329,0.03197,0.43948
0.0073722329,0.01374,0.60711
0.0074010329,0.00715,0.54574
0.0074298329,0.00419,0.30074
0.0074588329,0.00432,0.05404
0.0074876329,0.014,0.001
0.0075164329,0.00577,0.18417
0.0075450329,0.01071,0.45436
0.0075738329,-0.00911,0.60729
0.0076026329,0.00313,0.53559
0.0076314329,0.02434,0.28587
0.0076602329,-0.00095,0.0446
0.0076890329,0.01288,0.00383
0.0077178329,0.03092,0.19096
0.0077466329,-0.00299,0.46519
0.0077754329,0.01248,0.61099
0.0078042329,0.01393,0.52453
0.0078330329,-0.01603,0.26692
0.0078618329,0.01025,0.03707
0.0078906329,-0.00424,0.0126
0.0079194329,0.02394,0.21132
0.0079484329,-0.00734,0.47818
0.0079772329,0.01446,0.61344
0.0080058329,0.03316,0.5137
0.0080346329,0.01136,0.25624
0.0080634329,0.01874,0.02464
0.0080922329,-0.01932,0.01598
0.0081210329,0.02947,0.2225
0.0081498329,0.0165,0.49071
0.0081786329,0.02302,0.61964
0.0082074329,-0.002,0.49829
0.0082362329,-0.00339,0.23091
0.0082650329,0.02401,0.02012
0.0082938329,0.02328,0.02311
0.0083226329,0.00695,0.24042
0.0083514329,0.02605,0.5093
0.0083802329,0.01018,0.61689
0.0084090329,0.0113,0.48989
0.0084380329,0.01472,0.21305
0.0084668329,0.03823,0.01491
0.0084954329,0.01564,0.02701
0.0085242329,-0.00582,0.25562
0.0085530329,0.00386,0.51366
0.0085818329,-0.00128,0.61845
0.0086106329,0.00169,0.47305
0.0086394329,-0.002,0.19994
0.0086682329,0.00517,0.01159
0.0086970329,-0.01919,0.03725
0.0087258329,0.01459,0.2693
0.0087546329,-0.00925,0.52986
0.0087834329,0.02236,0.61205
0.0088122329,0.01505,0.45896
0.0088410329,0.01894,0.18922
0.0088698329,0.01815,0.00399
0.0088986329,0.01176,0.04377
0.0089274329,0.00735,0.28644
0.0089564329,0.01202,0.54098
0.0089850329,0.01393,0.61311
0.0090138329,0.01169,0.45036
0.0090426329,0.0165,0.17666
0.0090714329,0.02065,0.00014
0.0091002329,0.02269,0.04968
0.0091290329,0.01262,0.30089
0.0091578329,-0.01945,0.55178
0.0091864329,0.00564,0.60888
0.0092152329,0.00741,0.43899
0.0092442329,0.00083,0.16244
0.0092730329,0.00926,-0.00145
0.0093018329,-0.01254,0.07055
0.0093306329,0.00373,0.31562
0.0093594329,0.00017,0.5529
0.0093882329,-0.00878,0.60412
0.0094170329,0.00182,0.42138
0.0094460329,0.01676,0.14588
0.0094746329,0.00445,-0.00555
0.0095034329,0.0055,0.07778
0.0095322329,0.01288,0.33305
0.0095610329,-0.00022,0.56572
0.0095898329,0.00103,0.60347
0.0096186329,-0.01122,0.40455
0.0096474329,0.00965,0.13209
0.0096760329,0.03395,-0.00616
0.0097048329,0.00228,0.08275
0.0097338329,0.00794,0.34431
0.0097626329,0.01551,0.57502
0.0097914329,0.02355,0.59178
0.0098202329,0.01189,0.39122
0.0098490329,0.00847,0.12277
0.0098778329,0.00511,-0.01093
0.0099066329,0.01485,0.10135
0.0099356329,0.02368,0.36708
0.0099644329,0.01788,0.58462
0.0099930329,0.0113,0.58637
0.0100218329,0.00669,0.37653
0.0100506329,-0.00213,0.10514
0.0100794329,0.01894,-0.00533
0.0101082329,0.01802,0.10431
0.0101370329,0.02249,0.37588
0.0101658329,0.0221,0.59047
0.0101946329,-0.00286,0.57767
0.0102234329,0.01538,0.36384
0.0102522329,-0.00628,0.09628
0.0102810329,0.02809,-0.00814
0.0103098329,0.00629,0.12499
0.0103386329,0.00386,0.39385
0.0103674329,0.00083,0.59821
0.0103962329,0.01742,0.58129
0.0104252329,0.03889,0.33963
0.0104540329,-0.00543,0.08852
0.0104826329,0.03099,-0.00602
0.0105114329,0.00649,0.13422
0.0105402329,0.00471,0.40622
0.0105690329,0.01031,0.60198
0.0105978329,-0.00148,0.56362
0.0106266329,0.00228,0.32808
0.0106554329,0.03316,0.08119
0.0106842329,0.02401,-0.00706
0.0107130329,0.02862,0.15268
0.0107418329,-0.00898,0.41993
0.0107706329,0.03441,0.60548
0.0107994329,0.00129,0.55604
0.0108282329,0.01505,0.3112
0.0108570329,-0.00595,0.06573
0.0108858329,0.01235,-0.00101
0.0109148329,-0.00339,0.1696
0.0109434329,-0.00859,0.43642
0.0109722329,0.00722,0.60644
0.0110010329,0.00215,0.54126
0.0110298329,0.019,0.2973
0.0110586329,0.02197,0.05329
0.0110874329,-0.00259,-0.00185
0.0111160329,0.00814,0.1783
0.0111448329,0.03928,0.45226
0.0111736329,0.02381,0.61641
0.0112024329,0.01301,0.53568
0.0112312329,-0.02248,0.28438
0.0112600329,0.01479,0.04586
0.0112890329,0.0244,0.00251
0.0113178329,0.02012,0.19262
0.0113466329,0.02539,0.46294
0.0113754329,0.03527,0.60981
0.0114042329,0.01933,0.52552
0.0114330329,0.01854,0.26861
0.0114618329,-0.00905,0.03597
0.0114906329,0.02947,0.00995
0.0115194329,0.01288,0.21116
0.0115480329,0.03283,0.47889
0.0115768329,0.02644,0.61174
0.0116056329,0.00992,0.50955
0.0116344329,-0.00602,0.25282
0.0116632329,0.03125,0.0328
0.0116920329,-0.00925,0.01677
0.0117208329,0.00814,0.21671
0.0117496329,0.02848,0.49038
0.0117784329,0.00801,0.6189
0.0118074329,-0.00497,0.49742
0.0118362329,0.01992,0.23488
0.0118650329,-0.01846,0.01954
0.0118938329,-0.01767,0.02066
0.0119226329,-0.00674,0.24194
0.0119514329,-0.0024,0.50722
0.0119802329,0.03039,0.61751
0.0120090329,-0.00286,0.48758
0.0120376329,0.01413,0.22721
0.0120664329,0.01406,0.0164
0.0120952329,0.02243,0.0309
0.0121240329,0.01854,0.25206
0.0121528329,0.01894,0.51492
0.0121816329,0.01867,0.61289
0.0122104329,0.01406,0.47849
0.0122392329,0.01275,0.2087
0.0122680329,0.00452,0.00804
0.0122968329,-0.00635,0.03495
0.0123258329,-0.00503,0.26956
0.0123546329,0.01881,0.52475
0.0123834329,0.00715,0.61633
0.0124122329,0.01611,0.46109
0.0124410329,-0.0045,0.18401
0.0124698329,0.02381,0.00398
0.0124986329,0.01676,0.04903
0.0125274329,0.01136,0.28772
0.0125560329,-0.00859,0.53893
0.0125848329,0.01782,0.61176
0.0126136329,0.00827,0.4483
0.0126424329,0.00208,0.17489
0.0126712329,-0.00773,-0.00021
0.0127000329,0.01617,0.05145
0.0127288329,-0.00806,0.29916
0.0127576329,0.01275,0.54331
0.0127864329,0.00787,0.61082
0.0128154329,0.0032,0.43706
0.0128442329,0.01104,0.16141
0.0128730329,0.01018,-0.00101
0.0129018329,-0.01102,0.06661
0.0129306329,0.035,0.31926
0.0129594329,0.00136,0.56513
0.0129882329,0.00017,0.60399
0.0130170329,0.03777,0.42205
0.0130456329,0.01426,0.15172
0.0130744329,0.01953,-0.00047
0.0131032329,0.00847,0.07687
0.0131320329,0.01545,0.32832
0.0131608329,0.00748,0.56776
0.0131896329,0.02388,0.60253
0.0132184329,0.03849,0.40777
0.0132472329,-0.00036,0.13412
0.0132760329,-0.00141,-0.00457
0.0133050329,-0.00661,0.09676
0.0133338329,-0.01846,0.34939
0.0133626329,0.02197,0.57785
0.0133914329,0.02104,0.5937
0.0134202329,0.02947,0.39296
0.0134490329,0.0192,0.12343
0.0134778329,0.02058,-0.0098
0.0135066329,0.00906,0.10061
0.0135352329,0.03593,0.36138
0.0135640329,0.01097,0.58481
0.0135928329,-0.00641,0.58878
0.0136216329,0.02104,0.37681
0.0136504329,0.00169,0.10723
0.0136792329,-0.00312,-0.00627
0.0137080329,0.01749,0.11681
0.0137368329,0.00787,0.37979
0.0137656329,0.01077,0.58717
0.0137946329,0.00906,0.58368
0.0138234329,0.01913,0.3652
0.0138522329,0.02309,0.09592
0.0138810329,-0.00101,-0.00562
0.0139098329,0.01248,0.12169
0.0139386329,0.00616,0.39543
0.0139674329,0.02118,0.60006
0.0139962329,0.02499,0.57697
0.0140248329,0.00057,0.34852
0.0140536329,0.02085,0.09012
0.0140824329,0.01907,-0.00432
0.0141112329,-0.00727,0.13931
0.0141400329,-0.01478,0.40904
0.0141688329,-0.00207,0.60015
0.0141976329,0.00643,0.56423
0.0142264329,-0.01491,0.33103
0.0142552329,0.03566,0.07542
0.0142842329,0.01281,-0.00109
0.0143130329,0.0084,0.15134
0.0143418329,0.02697,0.42199
0.0143706329,0.01334,0.60592
0.0143994329,0.02407,0.55996
0.0144282329,0.00656,0.31232
0.0144570329,0.03046,0.06687
0.0144858329,0.02368,0.00034
0.0145146329,0.01189,0.16896
0.0145432329,0.01492,0.4322
0.0145720329,0.00043,0.61017
0.0146008329,-0.00437,0.54784
0.0146296329,0.00939,0.30336
0.0146584329,0.0169,0.06098
0.0146872329,0.01044,0.00282
0.0147160329,-0.0076,0.17696
0.0147448329,0.00939,0.44978
0.0147738329,0.01018,0.60892
0.0148026329,0.02256,0.53385
0.0148314329,0.03757,0.28416
0.0148602329,-0.03532,0.04357
0.0148890329,0.01874,0.00481
0.0149178329,0.01828,0.19036
0.0149466329,0.03961,0.4634
0.0149754329,0.01209,0.6124
0.0150042329,0.02243,0.523
0.0150328329,-0.00167,0.26514
0.0150616329,0.01676,0.03245
0.0150904329,0.01169,0.00869
0.0151192329,-0.00424,0.20866
0.0151480329,0.02921,0.47937
0.0151768329,0.01722,0.61414
0.0152056329,-0.00418,0.51316
0.0152344329,0.00847,0.24976
0.0152634329,0.01788,0.02525
0.0152922329,0.01169,0.0166
0.0153210329,0.03777,0.2211
0.0153498329,0.02322,0.49084
0.0153786329,0.00906,0.62097
0.0154074329,0.02355,0.50259
0.0154362329,-0.00944,0.23724
0.0154650329,0.01927,0.02041
0.0154938329,0.01202,0.02021
0.0155224329,0.02236,0.23349
0.0155512329,0.00998,0.50197
0.0155800329,0.0169,0.61854
0.0156088329,0.02131,0.4872
0.0156376329,0.00695,0.21823
0.0156664329,-0.00819,0.01788
0.0156952329,-0.01517,0.02732
0.0157240329,0.00511,0.25361
0.0157530329,0.01604,0.51922
0.0157818329,0.00089,0.6106
0.0158106329,0.01564,0.47982
0.0158394329,-0.00767,0.20665
0.0158682329,0.02947,0.00745
0.0158970329,0.01064,0.04071
0.0159258329,0.00445,0.27133
0.0159546329,0.00932,0.52792
0.0159834329,0.02822,0.61241
0.0160120329,0.02019,0.46593
0.0160408329,0.00893,0.19452
0.0160696329,-0.00477,0.01279
0.0160984329,0.01136,0.05077
0.0161272329,0.03639,0.2871
0.0161560329,0.01031,0.53947
0.0161848329,0.00932,0.61455
0.0162136329,0.02658,0.45222
0.0162426329,0.01051,0.17553
0.0162714329,0.02414,0.00046
0.0163002329,0.02309,0.05991
0.0163290329,0.00116,0.3019
0.0163578329,0.01907,0.54606
0.0163866329,0.00531,0.61227
0.0164154329,-0.00029,0.43271
0.0164442329,0.01202,0.15903
0.0164728329,-0.00016,-0.00085
0.0165016329,0.02559,0.06189
0.0165304329,0.03395,0.31063
0.0165592329,0.01235,0.55612
0.0165880329,-0.00213,0.60869
0.0166168329,-0.00358,0.42423
0.0166456329,0.0192,0.14844
0.0166744329,0.0165,-0.00555
0.0167032329,0.00274,0.07668
0.0167320329,0.02118,0.32847
0.0167610329,0.01525,0.56598
0.0167898329,0.03843,0.59485
0.0168186329,0.02236,0.40879
0.0168474329,0.0169,0.13382
0.0168762329,-0.00641,-0.00544
0.0169050329,0.00346,0.08899
0.0169338329,0.00787,0.35127
0.0169626329,0.00182,0.58041
0.0169912329,0.02513,0.59394
0.0170200329,0.00794,0.3911
0.0170488329,-0.01379,0.12175
0.0170776329,0.00741,-0.00585
0.0171064329,0.02203,0.09302
0.0171352329,0.01927,0.36083
0.0171640329,0.00886,0.58323
0.0171928329,0.05627,0.59247
0.0172216329,0.02203,0.37771
0.0172504329,0.02071,0.11255
0.0172794329,0.03362,-0.01033
0.0173082329,0.02315,0.10963
0.0173370329,0.00517,0.3747
0.0173658329,0.00373,0.58339
0.0173946329,0.00122,0.57606
0.0174234329,-0.00213,0.35992
0.0174520329,0.00544,0.09472
0.0174808329,0.0032,-0.00549
0.0175096329,0.01907,0.12406
0.0175384329,0.0034,0.38991
0.0175672329,-0.01195,0.59508
0.0175960329,0.03178,0.57753
0.0176248329,0.00952,0.34757
0.0176536329,0.01821,0.08615
0.0176824329,-0.02301,-0.00417
0.0177112329,0.01716,0.13542
0.0177400329,0.01031,0.40457
0.0177688329,0.00432,0.60174
0.0177978329,0.01413,0.56562
0.0178266329,-0.00306,0.32118
0.0178554329,-0.00648,0.07285
0.0178842329,0.01663,-0.00094
0.0179130329,0.01525,0.14774
0.0179416329,0.01183,0.41848
0.0179704329,0.02848,0.60557
0.0179992329,0.02137,0.55724
0.0180280329,0.00491,0.31576
0.0180568329,-0.00497,0.06781
0.0180856329,0.01841,-0.00517
0.0181144329,0.02361,0.16385
0.0181432329,0.03323,0.43441
0.0181720329,0.02052,0.60876
0.0182008329,0.02118,0.54445
0.0182296329,0.01894,0.29547
0.0182584329,0.01887,0.05758
0.0182874329,0.00517,-0.0002
0.0183162329,0.01946,0.17932
0.0183450329,0.02934,0.45629
0.0183738329,0.02427,0.61017
0.0184024329,-0.00128,0.53641
0.0184312329,-0.00641,0.28338
0.0184600329,0.00215,0.04146
0.0184888329,-0.00523,0.00747
0.0185176329,-0.002,0.19377
0.0185464329,0.00715,0.46969
0.0185752329,0.01294,0.6131
0.0186040329,-0.00608,0.52632
0.0186328329,0.00333,0.26989
0.0186616329,-0.0018,0.04212
0.0186904329,-0.00602,0.00751
0.0187192329,0.02361,0.20841
0.0187480329,0.01248,0.47703
0.0187768329,-0.00266,0.61746
0.0188058329,-0.00701,0.51271
0.0188346329,0.02137,0.24792
0.0188634329,0.01841,0.02626
0.0188922329,0.01281,0.01727
0.0189208329,0.01479,0.22021
0.0189496329,0.00544,0.48889
0.0189784329,0.0217,0.61973
0.0190072329,0.02947,0.49813
0.0190360329,0.02315,0.2333
0.0190648329,-0.00154,0.02113
0.0190936329,0.01215,0.02687
0.0191224329,0.02947,0.23608
0.0191512329,0.01051,0.50372
0.0191800329,0.00248,0.61196
0.0192088329,0.00978,0.49081
0.0192376329,-0.024,0.22121
0.0192664329,0.03724,0.01627
0.0192954329,0.01255,0.02766
0.0193242329,0.00478,0.25783
0.0193530329,-0.01135,0.51929
0.0193818329,0.01683,0.61956
0.0194104329,-0.00345,0.47545
0.0194392329,0.00669,0.20736
0.0194680329,0.02434,0.00575
0.0194968329,-0.01563,0.03742
0.0195256329,0.02578,0.27261
0.0195544329,0.01189,0.52843
0.0195832329,0.01933,0.61477
0.0196120329,0.00978,0.46832
0.0196408329,0.0109,0.18867
0.0196696329,0.0088,0.00424
0.0196984329,0.02157,0.0484
0.0197272329,0.00201,0.28724
0.0197560329,-0.00207,0.54189
0.0197850329,0.02309,0.60335
0.0198138329,0.01222,0.45226
0.0198426329,0.00814,0.17469
0.0198714329,-0.02419,0.00584
0.0199000329,0.00162,0.05561
0.0199288329,0.02927,0.30009
0.0199576329,0.02111,0.54334
0.0199864329,-0.00299,0.60747
0.0200152329,0.01558,0.43903
0.0200440329,0.00248,0.16224
0.0200728329,0.00676,0.0015
0.0201016329,0.01281,0.06519
0.0201304329,0.0323,0.31171
0.0201592329,0.01775,0.56096
0.0201880329,0.01927,0.60975
0.0202168329,0.01769,0.42446
0.0202456329,0.02276,0.14941
0.0202746329,-0.01813,-0.00581
0.0203034329,0.03527,0.07742
0.0203322329,0.04554,0.33604
0.0203608329,0.01512,0.5687
0.0203896329,0.02605,0.60475
0.0204184329,0.0275,0.40268
0.0204472329,-0.00016,0.13556
0.0204760329,0.02368,-0.00585
0.0205048329,0.00998,0.08924
0.0205336329,-0.00022,0.34546
0.0205624329,-0.00154,0.57357
0.0205912329,-0.0078,0.59686
0.0206200329,0.01005,0.38828
0.0206488329,0.0242,0.12596
0.0206776329,-0.01688,-0.00558
0.0207064329,0.01038,0.1008
0.0207352329,-0.00984,0.36087
0.0207640329,-0.00602,0.57967
0.0207930329,0.02315,0.59159
0.0208218329,0.0217,0.38019
0.0208506329,-0.00714,0.10999
0.0208792329,0.01887,-0.00562
0.0209080329,0.01913,0.11025
0.0209368329,0.00787,0.37846
0.0209656329,0.00103,0.58839
0.0209944329,-0.00371,0.58013
0.0210232329,-0.01702,0.36492
0.0210520329,0.01387,0.10017
0.0210808329,-0.00174,-0.00449
0.0211096329,0.03632,0.12058
0.0211384329,0.03053,0.39321
0.0211672329,-9e-05,0.59853
0.0211960329,0.01591,0.57111
0.0212248329,0.03013,0.34879
0.0212538329,0.01176,0.08181
0.0212826329,0.01525,-0.00835
0.0213114329,0.00965,0.1367
0.0213402329,-0.02051,0.41162
0.0213688329,0.00531,0.60981
0.0213976329,0.00267,0.56687
0.0214264329,0.01933,0.33395
0.0214552329,0.03632,0.07911
0.0214840329,0.01367,-0.01079
0.0215128329,-0.00385,0.15181
0.0215416329,0.00392,0.42245
0.0215704329,0.00142,0.6034
0.0215992329,0.03481,0.55853
0.0216280329,0.00847,0.31301
0.0216568329,0.00623,0.06579
0.0216856329,-0.01754,-0.00623
0.0217144329,-0.00128,0.16153
0.0217432329,0.00886,0.44138
0.0217722329,0.00136,0.60344
0.0218010329,0.01808,0.54155
0.0218298329,0.02177,0.29993
0.0218584329,-0.00325,0.05258
0.0218872329,0.01393,0.00232
0.0219160329,0.00945,0.17374
0.0219448329,0.02704,0.44809
0.0219736329,-0.01629,0.61179
0.0220024329,0.00544,0.5411
0.0220312329,0.02822,0.28404
0.0220600329,0.01341,0.04994
0.0220888329,-0.00022,0.00785
0.0221176329,-0.02011,0.19178
0.0221464329,-0.01076,0.46461
0.0221752329,0.01907,0.61377
0.0222040329,-0.01484,0.52634
0.0222328329,-0.00115,0.26978
0.0222618329,0.01123,0.03945
0.0222906329,-0.00905,0.0096
0.0223194329,0.02216,0.21104
0.0223480329,-0.0076,0.47689
0.0223768329,-0.02116,0.61749
0.0224056329,0.02341,0.5105
0.0224344329,0.00992,0.24699
0.0224632329,0.01861,0.03312
0.0224920329,0.01163,0.01437
0.0225208329,0.0086,0.22073
0.0225496329,0.00945,0.48952
0.0225784329,-0.00694,0.61323
0.0226072329,0.03527,0.50103
0.0226360329,-0.00529,0.23669
0.0226648329,-0.02426,0.02112
0.0226936329,0.01591,0.02643
0.0227224329,-0.01017,0.23577
0.0227514329,-0.01543,0.50592
0.0227802329,-0.00148,0.61652
0.0228090329,-0.00036,0.48935
0.0228376329,-0.00464,0.2193
0.0228664329,-0.00207,0.01246
0.0228952329,0.03145,0.02593
0.0229240329,0.00109,0.249
0.0229528329,0.02078,0.5133
0.0229816329,0.03145,0.61874
0.0230104329,0.00906,0.47829
0.0230392329,0.02796,0.20578
0.0230680329,0.00063,0.0072
0.0230968329,-0.00786,0.03545
0.0231256329,0.00149,0.26905
0.0231544329,0.03514,0.52478
