Time [s],GPIO [V],Input voltage [V]
-2.91565e-05,-0.00194,0.1836
-3.565e-07,0.01782,0.17168
2.82435e-05,-0.00569,0.16062
5.70435e-05,0.00057,0.14698
8.58435e-05,0.02104,0.14539
0.0001144435,0.01156,0.13159
0.0001432435,0.00623,0.12224
0.0001720435,0.00465,0.11482
0.0002008435,-0.0184,0.10286
0.0002294435,0.02335,0.09924
0.0002582435,-0.00839,0.09378
0.0002870435,0.00215,0.07947
0.0003158435,-0.02182,0.07389
0.0003446435,0.02183,0.06562
0.0003734435,0.00188,0.06333
0.0004022435,0.02177,0.05625
0.0004310435,0.02434,0.05353
0.0004598435,0.02605,0.04082
0.0004886435,0.03013,0.04154
0.0005174435,-0.00655,0.03229
0.0005462435,0.0082,0.02614
0.0005750435,0.01782,0.01799
0.0006040435,0.00544,0.02191
0.0006328435,-0.02031,0.01058
0.0006614435,0.00215,0.00908
0.0006902435,0.01564,0.00677
0.0007188435,0.03915,0.00792
0.0007474435,-0.00418,0.00561
0.0007762435,-0.00674,0.00216
0.0008048435,-0.01853,-0.00167
0.0008336435,0.01143,-0.00185
0.0008624435,0.0217,-0.00053
0.0008910435,0.014,-0.00371
0.0009198435,0.00544,-0.00047
0.0009484435,0.02526,-0.00228
0.0009772435,-0.00694,0.00274
0.0010060435,-0.00846,0.00017
0.0010348435,0.01992,0.00386
0.0010634435,0.00248,0.0024
0.0010922435,0.00564,0.00789
0.0011210435,-0.00148,0.00986
0.0011498435,-0.00286,0.00909
0.0011786435,0.00498,0.01508
0.0012074435,0.01446,0.02163
0.0012362435,0.00129,0.02435
0.0012650435,0.00702,0.02857
0.0012938435,0.01854,0.03065
0.0013226435,0.01518,0.04284
0.0013514435,0.02203,0.04997
0.0013802435,-0.0018,0.05447
0.0014090435,0.0109,0.05883
0.0014378435,-0.00905,0.06143
0.0014666435,-0.00582,0.06955
0.0014956435,0.01683,0.07463
0.0015242435,0.02796,0.09427
0.0015530435,0.02434,0.095
0.0015816435,0.0142,0.10308
0.0016102435,0.00945,0.11152
0.0016390435,0.01999,0.11836
0.0016676435,-0.00213,0.13408
0.0016964435,0.02091,0.13802
0.0017252435,0.00537,0.15059
0.0017538435,0.03086,0.1569
0.0017826435,-0.00911,0.17077
0.0018112435,0.03362,0.17234
0.0018400435,0.00458,0.18627
0.0018688435,-0.00167,0.19327
0.0018974435,0.00248,0.20837
0.0019262435,0.04126,0.21642
0.0019550435,0.0196,0.22739
0.0019838435,-0.02123,0.23748
0.0020126435,-0.01135,0.24827
0.0020414435,-0.02195,0.26205
0.0020702435,0.01597,0.27245
0.0020990435,0.01499,0.28447
0.0021276435,-0.00602,0.29563
0.0021566435,0.02434,0.30283
0.0021854435,-0.00174,0.31822
0.0022142435,0.01301,0.32594
0.0022430435,0.01722,0.33955
0.0022718435,0.02895,0.34924
0.0023006435,-0.00358,0.361
0.0023294435,0.00623,0.37336
0.0023584435,0.0082,0.3826
0.0023870435,0.03033,0.39172
0.0024158435,0.01742,0.40105
0.0024444435,-0.02893,0.41421
0.0024730435,0.00794,0.42221
0.0025018435,-0.00622,0.43914
0.0025304435,0.00333,0.4406
0.0025592435,0.01861,0.45531
0.0025878435,0.0001,0.46295
0.0026166435,0.00583,0.4769
0.0026454435,0.01255,0.4822
0.0026740435,0.02177,0.48816
0.0027028435,0.0028,0.50314
0.0027316435,0.05568,0.50408
0.0027602435,0.01169,0.51906
0.0027890435,-0.00701,0.52921
0.0028178435,0.00965,0.52929
0.0028466435,-0.01293,0.53713
0.0028754435,-0.00655,0.53996
0.0029042435,-0.00424,0.55246
0.0029328435,-0.00187,0.55517
0.0029616435,0.00511,0.5618
0.0029904435,0.0005,0.57545
0.0030192435,-0.00286,0.5749
0.0030480435,-0.00022,0.57984
0.0030770435,0.01663,0.58812
0.0031058435,0.03507,0.59188
0.0031346435,0.02381,0.59245
0.0031634435,0.0113,0.59329
0.0031922435,0.03053,0.59632
0.0032210435,0.00366,0.60347
0.0032500435,0.01341,0.60818
0.0032786435,-0.02051,0.60227
0.0033072435,-0.00167,0.60981
0.0033360435,0.01439,0.60641
0.0033646435,-0.00648,0.61142
0.0033934435,-0.00049,0.60782
0.0034220435,0.02289,0.60538
0.0034508435,0.02019,0.60806
0.0034794435,-0.01985,0.60693
0.0035082435,0.00346,0.60914
